rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
200,25,25,2,2,,clustered,0.6;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
199,25,25,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
198,25,25,2,2,,clustered,0.6;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
197,25,25,2,2,,clustered,0.6;-0.3,29,29,19,10,0,29,10,29,29,10,0,edgeCount
196,25,25,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
195,25,25,2,2,,clustered,0.6;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
194,25,25,2,2,,clustered,0.6;-0.3,16,16,16,0,0,16,0,16,16,0,0,edgeCount
193,25,25,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
192,25,25,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
191,25,25,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
190,25,25,2,2,,clustered,0.6;-0.3,33,33,13,20,0,33,20,33,33,20,0,edgeCount
189,25,25,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
188,25,25,2,2,,clustered,0.6;-0.3,29,29,13,16,0,29,16,29,29,16,0,edgeCount
187,25,25,2,2,,clustered,0.6;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
186,25,25,2,2,,clustered,0.6;-0.3,29,29,11,18,0,11,0,29,29,18,0,edgeCount
185,25,25,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
184,25,25,2,2,,clustered,0.6;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
