rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
200,50,50,2,2,1,random,-1,5,5,5,0,0,5,0,5,5,0,0,edgeCount
199,50,50,2,2,1,random,-1,40,40,36,4,0,40,4,40,40,4,0,edgeCount
198,50,50,2,2,1,random,-1,6,6,6,0,0,6,0,6,6,0,0,edgeCount
197,50,50,2,2,1,random,-1,2,2,2,0,0,2,0,2,2,0,0,edgeCount
196,50,50,2,2,1,random,-1,11,11,11,0,0,11,0,11,11,0,0,edgeCount
195,50,50,2,2,1,random,-1,8,8,8,0,0,8,0,8,8,0,0,edgeCount
194,50,50,2,2,1,random,-1,66,66,28,38,0,66,38,66,66,38,0,edgeCount
193,50,50,2,2,1,random,-1,8,8,8,0,0,8,0,8,8,0,0,edgeCount
192,50,50,2,2,1,random,-1,2,2,2,0,0,2,0,2,2,0,0,edgeCount
191,50,50,2,2,1,random,-1,17,17,17,0,0,17,0,17,17,0,0,edgeCount
190,50,50,2,2,1,random,-1,14,14,14,0,0,14,0,14,14,0,0,edgeCount
189,50,50,2,2,1,random,-1,19,19,19,0,0,19,0,19,19,0,0,edgeCount
188,50,50,2,2,1,random,-1,6,6,6,0,0,6,0,6,6,0,0,edgeCount
187,50,50,2,2,1,random,-1,8,8,8,0,0,8,0,8,8,0,0,edgeCount
186,50,50,2,2,1,random,-1,42,42,24,18,0,42,18,42,42,18,0,edgeCount
185,50,50,2,2,1,random,-1,3,3,3,0,0,3,0,3,3,0,0,edgeCount
184,50,50,2,2,1,random,-1,4,4,4,0,0,4,0,4,4,0,0,edgeCount
183,50,50,2,2,1,random,-1,33,33,27,6,0,33,6,33,33,6,0,edgeCount
182,50,50,2,2,1,random,-1,5,5,5,0,0,5,0,5,5,0,0,edgeCount
181,50,50,2,2,1,random,-1,8,8,8,0,0,8,0,8,8,0,0,edgeCount
180,50,50,2,2,1,random,-1,21,21,21,0,0,21,0,21,21,0,0,edgeCount
179,50,50,2,2,1,random,-1,3,3,3,0,0,3,0,3,3,0,0,edgeCount
178,50,50,2,2,1,random,-1,60,60,22,38,0,60,38,60,60,38,0,edgeCount
177,50,50,2,2,1,random,-1,53,53,25,28,0,53,28,53,53,28,0,edgeCount
176,50,50,2,2,1,random,-1,8,8,8,0,0,8,0,8,8,0,0,edgeCount
175,50,50,2,2,1,random,-1,11,11,11,0,0,11,0,11,11,0,0,edgeCount
174,50,50,2,2,1,random,-1,30,30,26,4,0,30,4,30,30,4,0,edgeCount
173,50,50,2,2,1,random,-1,32,32,30,2,0,32,2,32,32,2,0,edgeCount
172,50,50,2,2,1,random,-1,19,19,19,0,0,19,0,19,19,0,0,edgeCount
171,50,50,2,2,1,random,-1,13,13,13,0,0,13,0,13,13,0,0,edgeCount
170,50,50,2,2,1,random,-1,45,45,33,12,0,45,12,45,45,12,0,edgeCount
