rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
804,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,12,-13,0,-1,-13,-1,-1,-13,0,edgeCount
803,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
802,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
801,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
800,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
799,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
798,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
797,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
796,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
795,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
794,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
793,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,21,13,6,15,0,-1,-7,-1,-1,-7,0,edgeCount
792,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,17,-18,6,-1,-18,-1,-1,-18,6,edgeCount
791,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,22,-23,0,-1,-23,-1,-1,-23,0,edgeCount
790,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
789,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,14,4,4,10,0,4,0,4,4,0,0,edgeCount
788,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,39,9,5,34,4,-1,-6,13,13,8,2,edgeCount
787,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,20,16,9,11,4,-1,-10,19,9,10,4,edgeCount
786,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,10,52,10,0,4,28,18,30,30,20,4,edgeCount
785,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,7,6,6,1,0,6,0,6,6,0,0,edgeCount
784,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
783,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
782,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
781,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
780,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,43,43,18,25,0,43,25,43,43,25,0,edgeCount
779,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,60,42,11,49,2,-1,-12,50,38,39,2,edgeCount
778,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
777,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,7,19,7,0,0,19,12,19,19,12,0,edgeCount
776,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
775,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
774,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
773,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
772,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
771,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
770,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
769,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,8,-9,0,-1,-9,-1,-1,-9,0,edgeCount
768,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
767,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
766,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,22,22,8,14,6,16,8,16,16,8,6,edgeCount
765,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,21,17,13,8,14,-1,-14,21,17,8,14,edgeCount
764,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
763,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,28,28,8,20,0,8,0,8,8,0,0,edgeCount
762,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
761,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
760,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,31,31,9,22,0,11,2,31,31,22,0,edgeCount
759,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
758,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,57,25,10,47,4,-1,-11,-1,-1,-11,4,edgeCount
757,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
756,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,13,50,12,1,2,12,0,12,12,0,2,edgeCount
755,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
754,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,31,11,11,20,4,11,0,11,55,0,4,edgeCount
753,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,19,37,9,10,0,9,0,9,19,0,0,edgeCount
752,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
751,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,15,-16,4,-1,-16,55,49,40,4,edgeCount
750,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
749,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
748,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
747,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,29,15,9,20,4,-1,-10,21,19,12,4,edgeCount
746,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,8,18,7,1,0,18,11,18,18,11,0,edgeCount
745,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,17,-18,4,-1,-18,-1,-1,-18,4,edgeCount
744,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,7,7,6,1,0,7,1,7,7,1,0,edgeCount
743,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,42,42,17,25,0,42,25,42,42,25,0,edgeCount
742,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,9,-10,0,-1,-10,-1,-1,-10,0,edgeCount
741,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,29,13,12,17,4,-1,-13,29,13,17,4,edgeCount
740,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,25,9,8,17,0,9,1,25,25,17,0,edgeCount
739,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
738,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
737,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
736,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,21,21,11,10,0,21,10,21,21,10,0,edgeCount
735,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
734,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,57,55,18,39,0,-1,-19,-1,-1,-19,0,edgeCount
733,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
732,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,36,36,14,22,0,36,22,36,36,22,0,edgeCount
731,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,51,71,10,41,0,37,27,59,59,49,0,edgeCount
730,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,79,9,7,72,0,9,2,9,9,2,0,edgeCount
729,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,10,24,8,2,6,-1,-9,10,24,2,6,edgeCount
728,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
727,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,45,45,17,28,0,45,28,45,45,28,0,edgeCount
726,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
725,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,15,15,15,0,0,15,0,15,15,0,0,edgeCount
724,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
723,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,13,13,10,3,0,13,3,13,13,3,0,edgeCount
722,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
721,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
720,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
719,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,52,42,10,42,2,-1,-11,-1,-1,-11,2,edgeCount
718,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,15,-16,2,-1,-16,-1,-1,-16,2,edgeCount
717,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,16,-17,2,-1,-17,-1,-1,-17,2,edgeCount
716,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
715,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,26,16,6,20,0,-1,-7,-1,-1,-7,0,edgeCount
714,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,29,13,9,20,6,-1,-10,24,30,15,6,edgeCount
713,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,7,17,7,0,2,7,0,7,17,0,2,edgeCount
712,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,50,68,6,44,0,44,38,44,62,38,0,edgeCount
711,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
710,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,14,-15,6,-1,-15,-1,-1,-15,4,edgeCount
709,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
708,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,39,39,8,31,0,39,31,39,39,31,0,edgeCount
707,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
706,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,22,38,8,14,0,30,22,30,30,22,0,edgeCount
705,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
704,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
703,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
702,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
701,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,74,42,18,56,4,-1,-19,48,46,30,4,edgeCount
700,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
699,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
698,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
697,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,15,15,15,0,0,15,0,15,15,0,0,edgeCount
696,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
695,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,16,16,6,10,2,-1,-7,-1,-1,-7,2,edgeCount
694,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,6,14,6,0,0,12,6,12,12,6,0,edgeCount
693,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
692,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,9,-10,0,-1,-10,-1,-1,-10,0,edgeCount
691,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
690,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
689,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
688,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,31,31,12,19,2,-1,-13,31,31,19,2,edgeCount
687,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,8,-9,4,-1,-9,-1,-1,-9,4,edgeCount
686,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,9,-10,0,-1,-10,-1,-1,-10,0,edgeCount
685,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,25,11,5,20,0,5,0,5,5,0,0,edgeCount
684,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
683,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
682,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,35,5,4,31,0,5,1,5,5,1,0,edgeCount
681,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
680,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,9,-10,0,-1,-10,-1,-1,-10,0,edgeCount
679,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
678,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
677,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,13,-14,2,-1,-14,-1,-1,-14,2,edgeCount
676,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
675,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,10,36,9,1,4,24,15,24,28,15,4,edgeCount
674,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
673,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
672,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,14,-15,0,-1,-15,-1,-1,-15,0,edgeCount
671,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,5,3,3,2,0,5,2,5,3,2,0,edgeCount
670,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
669,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
668,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,9,17,9,0,4,-1,-10,9,17,0,4,edgeCount
667,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,6,-7,8,-1,-7,-1,-1,-7,8,edgeCount
666,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
665,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
664,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
663,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
662,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,26,6,6,20,2,-1,-7,-1,-1,-7,2,edgeCount
661,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,9,9,7,2,0,9,2,9,9,2,0,edgeCount
660,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,24,24,10,14,0,24,14,24,24,14,0,edgeCount
659,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
658,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
657,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
656,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
655,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,40,32,10,30,2,-1,-11,32,10,22,2,edgeCount
654,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,16,-17,2,-1,-17,-1,-1,-17,2,edgeCount
653,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,17,17,17,0,2,17,0,17,17,0,2,edgeCount
652,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
651,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,12,-13,2,-1,-13,-1,-1,-13,2,edgeCount
650,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,24,12,6,18,0,-1,-7,-1,-1,-7,0,edgeCount
649,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,18,26,14,4,4,42,28,42,76,28,4,edgeCount
648,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,8,10,7,1,0,20,13,20,20,13,0,edgeCount
647,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
646,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,-1,-1,13,-14,2,-1,-14,-1,-1,-14,2,edgeCount
645,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
644,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,9,-10,2,-1,-10,-1,-1,-10,2,edgeCount
643,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
642,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
641,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,45,45,16,29,2,45,29,45,45,29,2,edgeCount
640,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,13,-14,0,-1,-14,-1,-1,-14,0,edgeCount
639,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
638,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,55,55,10,45,2,-1,-11,55,55,45,2,edgeCount
637,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
636,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
635,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
634,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
633,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,8,23,4,4,0,20,16,20,28,16,0,edgeCount
632,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
631,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,9,-10,0,-1,-10,-1,-1,-10,0,edgeCount
630,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,7,35,7,0,0,-1,-8,-1,-1,-8,0,edgeCount
629,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
628,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
627,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,51,27,14,37,0,-1,-15,-1,-1,-15,0,edgeCount
626,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
625,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
624,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
623,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
622,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
621,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
620,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
619,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
618,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
617,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
616,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,10,26,8,2,2,20,12,20,20,12,2,edgeCount
615,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,3,15,3,0,6,3,0,3,15,0,6,edgeCount
614,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,13,21,5,8,0,5,0,13,13,8,0,edgeCount
613,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
612,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
611,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,12,12,8,4,0,12,4,12,12,4,0,edgeCount
610,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,8,-9,2,-1,-9,20,14,12,2,edgeCount
609,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,7,-8,8,-1,-8,-1,-1,-8,8,edgeCount
608,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
607,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
606,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,18,-19,2,-1,-19,-1,-1,-19,2,edgeCount
605,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
604,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
603,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,25,17,7,18,0,7,0,7,7,0,0,edgeCount
602,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
