rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
601,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
600,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,10,13,8,2,2,22,14,22,52,14,2,edgeCount
599,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
598,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,44,22,9,35,0,-1,-10,-1,-1,-10,0,edgeCount
597,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
596,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,14,-1,0,-1,-1,0,14,edgeCount
595,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
594,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
593,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
592,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,45,45,16,29,2,45,29,45,45,29,2,edgeCount
591,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,58,16,15,43,2,-1,-16,61,61,46,2,edgeCount
590,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
589,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
588,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
587,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,64,24,15,49,2,-1,-16,-1,-1,-16,2,edgeCount
586,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
585,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
584,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
583,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
582,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
581,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
580,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
579,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
578,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
577,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
576,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
575,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
574,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,5,39,5,0,2,-1,-6,9,9,4,2,edgeCount
573,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
572,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
571,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,8,-9,0,-1,-9,-1,-1,-9,0,edgeCount
570,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
569,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
568,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,7,-8,2,-1,-8,-1,-1,-8,2,edgeCount
567,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
566,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,45,17,9,36,4,-1,-10,-1,-1,-10,4,edgeCount
565,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,31,55,8,23,2,39,31,45,45,37,2,edgeCount
564,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
563,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,18,-19,6,-1,-19,-1,-1,-19,6,edgeCount
562,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,8,8,8,0,8,8,0,8,8,0,8,edgeCount
561,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
560,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,8,32,8,0,2,8,0,8,32,0,2,edgeCount
559,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
558,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
557,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
556,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,6,18,6,0,6,6,0,6,18,0,6,edgeCount
555,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,11,11,11,0,2,11,0,11,11,0,2,edgeCount
554,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
553,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,30,10,7,23,0,-1,-8,-1,-1,-8,0,edgeCount
552,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
551,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,5,9,5,0,0,5,0,5,5,0,0,edgeCount
550,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
549,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
548,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
547,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
546,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
545,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
544,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,24,26,8,16,4,8,0,8,8,0,4,edgeCount
543,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
542,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
541,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
540,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
539,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,9,9,5,4,0,9,4,9,9,4,0,edgeCount
538,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
537,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
536,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,27,27,11,16,0,27,16,27,27,16,0,edgeCount
535,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
534,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
533,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
532,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
531,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,47,47,19,28,0,47,28,47,47,28,0,edgeCount
530,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
529,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,18,54,12,6,2,38,26,38,50,26,2,edgeCount
528,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,19,-20,4,-1,-20,-1,-1,-20,4,edgeCount
527,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
526,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,82,24,20,62,4,-1,-21,-1,-1,-21,4,edgeCount
525,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
524,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
523,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
522,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
521,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
520,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
519,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
518,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
517,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
516,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
515,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,50,50,18,32,2,-1,-19,50,50,32,2,edgeCount
514,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
513,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,9,57,8,1,0,25,17,9,9,1,0,edgeCount
512,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,10,edgeCount
511,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,7,7,5,2,2,-1,-6,7,7,2,2,edgeCount
510,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
509,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,10,10,6,4,0,-1,-7,-1,-1,-7,0,edgeCount
508,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
507,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
506,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,15,15,15,0,0,15,0,15,15,0,0,edgeCount
505,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
504,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
503,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,12,12,8,4,4,-1,-9,12,8,4,4,edgeCount
502,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,16,16,16,0,0,16,0,16,16,0,0,edgeCount
501,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,17,5,5,12,6,-1,-6,5,5,0,4,edgeCount
500,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,26,26,10,16,0,26,16,26,26,16,0,edgeCount
499,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
498,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,16,16,16,0,2,16,0,16,16,0,2,edgeCount
497,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,27,5,5,22,0,5,0,5,5,0,0,edgeCount
496,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
495,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,9,41,8,1,0,23,15,23,23,15,0,edgeCount
494,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
493,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,11,11,10,1,0,11,1,11,11,1,0,edgeCount
492,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
491,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,6,6,6,0,4,6,0,6,6,0,4,edgeCount
490,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,11,11,11,0,2,11,0,11,11,0,2,edgeCount
489,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,13,13,13,0,8,13,0,13,13,0,8,edgeCount
488,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
487,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
486,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
485,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
484,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
483,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
482,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,7,41,7,0,0,13,6,13,13,6,0,edgeCount
481,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
480,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
479,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
478,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
477,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
476,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,39,25,11,28,10,-1,-12,27,23,16,10,edgeCount
475,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
474,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
473,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,13,17,11,2,4,27,16,27,41,16,4,edgeCount
472,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
471,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
470,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,15,9,9,6,2,-1,-10,-1,-1,-10,2,edgeCount
469,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,6,26,5,1,0,16,11,16,16,11,0,edgeCount
468,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
467,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,26,8,8,18,4,-1,-9,-1,-1,-9,4,edgeCount
466,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
465,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
464,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
463,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
462,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
461,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
460,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
459,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,34,22,11,23,2,-1,-12,34,22,23,2,edgeCount
458,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,53,53,23,30,2,-1,-24,53,53,30,2,edgeCount
457,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
456,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,16,-17,6,-1,-17,-1,-1,-17,4,edgeCount
455,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
454,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,5,5,3,2,4,-1,-4,7,5,4,2,edgeCount
453,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,4,15,4,0,0,6,2,6,6,2,0,edgeCount
452,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
451,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,23,29,7,16,0,7,0,7,7,0,0,edgeCount
450,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,34,20,8,26,0,-1,-9,-1,-1,-9,0,edgeCount
449,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,11,11,11,0,4,11,0,11,11,0,4,edgeCount
448,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
447,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,18,3,3,15,2,3,0,3,3,0,2,edgeCount
446,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
445,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,10,19,9,1,2,20,11,20,20,11,2,edgeCount
444,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,59,21,11,48,2,-1,-12,-1,-1,-12,2,edgeCount
443,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
442,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,5,5,5,0,6,5,0,5,5,0,6,edgeCount
441,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,18,80,16,2,0,46,30,46,46,30,0,edgeCount
440,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
439,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,15,-16,2,-1,-16,-1,-1,-16,2,edgeCount
438,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
437,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
436,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
435,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,35,35,14,21,0,35,21,35,35,21,0,edgeCount
434,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,39,25,12,27,2,-1,-13,39,39,27,2,edgeCount
433,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
432,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,9,-10,0,-1,-10,-1,-1,-10,0,edgeCount
431,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
430,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
429,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,8,4,4,4,2,4,0,4,4,0,2,edgeCount
428,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
427,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
426,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
425,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
424,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
423,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
422,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,73,17,8,65,0,-1,-9,-1,-1,-9,0,edgeCount
421,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
420,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,13,-14,0,-1,-14,-1,-1,-14,0,edgeCount
419,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
418,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
417,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
416,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
415,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,15,-16,2,-1,-16,-1,-1,-16,2,edgeCount
414,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
413,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,24,24,10,14,0,24,14,24,24,14,0,edgeCount
412,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,11,29,11,0,2,29,18,11,29,0,2,edgeCount
411,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,6,16,6,0,4,-1,-7,6,16,0,4,edgeCount
410,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
409,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,39,31,10,29,0,11,1,31,31,21,0,edgeCount
408,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
407,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,7,17,6,1,2,15,9,15,15,9,2,edgeCount
406,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,14,41,11,3,4,13,2,13,13,2,4,edgeCount
405,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,28,10,10,18,4,10,0,28,10,18,4,edgeCount
404,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
403,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
402,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,15,17,13,2,4,36,23,15,17,2,4,edgeCount
401,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
400,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,10,10,7,3,0,10,3,10,10,3,0,edgeCount
399,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,5,9,5,0,0,5,0,5,5,0,0,edgeCount
