rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,25,44,0.15,2,7,random,-1,4,4,2,2,2,2,0,2,2,0,2,edgeCount
999,25,34,0.15,2,7,random,-1,5,3,3,2,2,3,0,3,3,0,2,edgeCount
998,25,39,0.15,2,7,random,-1,5,4,4,1,0,4,0,4,4,0,0,edgeCount
997,25,37,0.15,2,7,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
996,25,46,0.15,2,7,random,-1,3,4,3,0,0,3,0,3,3,0,0,edgeCount
995,25,47,0.15,1,0,random,-1,3,4,3,0,2,3,0,3,4,0,2,edgeCount
994,25,51,0.15,4,21,random,-1,3,3,3,0,0,3,0,3,3,0,0,edgeCount
993,25,54,0.15,3,14,random,-1,2,5,2,0,6,2,0,2,2,0,4,edgeCount
992,25,45,0.15,1,0,random,-1,3,3,3,0,10,3,0,3,3,0,10,edgeCount
991,25,46,0.15,1,0,random,-1,4,4,4,0,0,4,0,4,4,0,0,edgeCount
990,25,46,0.15,2,7,random,-1,3,3,3,0,0,-1,-4,-1,-1,-4,0,edgeCount
989,25,48,0.15,1,0,random,-1,3,3,3,0,8,3,0,3,3,0,8,edgeCount
988,25,50,0.15,5,28,random,-1,6,6,2,4,0,2,0,4,2,2,0,edgeCount
987,25,31,0.15,1,0,random,-1,2,2,2,0,0,2,0,2,2,0,0,edgeCount
986,25,45,0.15,3,14,random,-1,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
985,25,45,0.15,4,21,random,-1,8,8,3,5,0,8,5,8,8,5,0,edgeCount
984,25,40,0.15,3,14,random,-1,2,2,2,0,2,2,0,2,2,0,2,edgeCount
983,25,53,0.15,3,14,random,-1,2,2,2,0,0,2,0,2,2,0,0,edgeCount
982,25,50,0.15,4,21,random,-1,4,2,2,2,8,2,0,2,2,0,4,edgeCount
981,25,54,0.15,1,0,random,-1,3,3,3,0,0,3,0,3,3,0,0,edgeCount
980,25,40,0.15,1,0,random,-1,3,3,3,0,0,3,0,3,3,0,0,edgeCount
979,25,57,0.15,5,28,random,-1,3,6,3,0,0,5,2,3,5,0,0,edgeCount
978,25,43,0.15,2,7,random,-1,4,4,4,0,6,4,0,4,4,0,4,edgeCount
977,25,53,0.15,5,28,random,-1,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
976,25,39,0.15,3,14,random,-1,3,5,2,1,6,2,0,2,2,0,4,edgeCount
975,25,42,0.15,2,7,random,-1,3,3,3,0,0,3,0,3,3,0,0,edgeCount
974,25,37,0.15,3,14,random,-1,3,3,3,0,0,3,0,3,3,0,0,edgeCount
973,25,32,0.15,1,0,random,-1,5,5,5,0,2,5,0,5,5,0,2,edgeCount
972,25,35,0.15,1,0,random,-1,4,4,4,0,2,4,0,4,4,0,2,edgeCount
971,25,41,0.15,3,14,random,-1,8,2,2,6,0,2,0,2,2,0,0,edgeCount
970,25,42,0.15,1,0,random,-1,4,4,4,0,0,4,0,4,4,0,0,edgeCount
969,25,52,0.15,2,7,random,-1,2,2,2,0,0,2,0,2,2,0,0,edgeCount
968,25,47,0.15,3,14,random,-1,4,4,2,2,0,2,0,2,2,0,0,edgeCount
967,25,40,0.15,1,0,random,-1,3,3,3,0,8,3,0,3,3,0,8,edgeCount
966,25,49,0.15,3,14,random,-1,4,3,3,1,0,3,0,3,3,0,0,edgeCount
965,25,52,0.15,1,0,random,-1,3,3,3,0,8,3,0,3,3,0,8,edgeCount
964,25,46,0.15,3,14,random,-1,2,2,2,0,0,2,0,6,2,4,0,edgeCount
963,25,54,0.15,3,14,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
962,25,49,0.15,1,0,random,-1,2,2,2,0,6,2,0,2,2,0,6,edgeCount
961,25,57,0.15,5,28,random,-1,4,4,3,1,2,6,3,6,6,3,2,edgeCount
960,25,38,0.15,3,14,random,-1,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
959,25,38,0.15,2,7,random,-1,5,6,5,0,0,7,2,7,7,2,0,edgeCount
958,25,46,0.15,1,0,random,-1,6,6,6,0,0,6,0,6,6,0,0,edgeCount
957,25,40,0.15,1,0,random,-1,5,5,5,0,0,5,0,5,5,0,0,edgeCount
956,25,49,0.15,5,28,random,-1,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
955,25,53,0.15,4,21,random,-1,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
954,25,43,0.15,1,0,random,-1,2,2,2,0,0,2,0,2,2,0,0,edgeCount
953,25,40,0.15,3,14,random,-1,11,11,3,8,0,9,6,9,9,6,0,edgeCount
952,25,46,0.15,4,21,random,-1,6,6,2,4,8,2,0,4,2,2,4,edgeCount
951,25,44,0.15,3,14,random,-1,-1,-1,4,-5,2,-1,-5,-1,-1,-5,2,edgeCount
950,25,41,0.15,2,7,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
949,25,44,0.15,2,7,random,-1,3,5,3,0,12,3,0,3,3,0,8,edgeCount
948,25,48,0.15,2,7,random,-1,4,4,4,0,12,10,6,10,4,6,6,edgeCount
947,25,43,0.15,2,7,random,-1,3,7,3,0,12,3,0,3,3,0,8,edgeCount
946,25,58,0.15,4,21,random,-1,2,2,2,0,8,2,0,2,2,0,4,edgeCount
945,25,51,0.15,3,14,random,-1,2,10,2,0,0,2,0,6,2,4,0,edgeCount
944,25,34,0.15,2,7,random,-1,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
943,25,47,0.15,2,7,random,-1,4,4,3,1,8,3,0,3,3,0,6,edgeCount
942,25,54,0.15,1,0,random,-1,4,4,4,0,0,4,0,4,4,0,0,edgeCount
941,25,41,0.15,2,7,random,-1,5,7,4,1,10,4,0,4,4,0,8,edgeCount
940,25,52,0.15,2,7,random,-1,7,5,3,4,20,7,4,7,5,4,10,edgeCount
939,25,38,0.15,1,0,random,-1,2,2,2,0,10,2,0,2,2,0,10,edgeCount
938,25,44,0.15,1,0,random,-1,4,4,4,0,0,4,0,4,4,0,0,edgeCount
937,25,48,0.15,4,21,random,-1,8,4,4,4,0,4,0,6,4,2,0,edgeCount
936,25,43,0.15,3,14,random,-1,16,16,4,12,0,10,6,10,10,6,0,edgeCount
935,25,48,0.15,6,35,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
934,25,41,0.15,3,14,random,-1,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
933,25,43,0.15,4,21,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
932,25,44,0.15,2,7,random,-1,6,6,5,1,0,-1,-6,-1,-1,-6,0,edgeCount
931,25,41,0.15,3,14,random,-1,3,3,3,0,0,3,0,3,3,0,0,edgeCount
930,25,49,0.15,3,14,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
929,25,42,0.15,1,0,random,-1,2,2,2,0,0,2,0,2,2,0,0,edgeCount
928,25,41,0.15,2,7,random,-1,7,3,3,4,0,3,0,3,3,0,0,edgeCount
927,25,46,0.15,2,7,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
926,25,57,0.15,4,21,random,-1,4,2,2,2,0,2,0,2,2,0,0,edgeCount
925,25,57,0.15,2,7,random,-1,3,3,2,1,0,2,0,3,2,1,0,edgeCount
924,25,52,0.15,2,7,random,-1,3,5,3,0,0,5,2,5,5,2,0,edgeCount
923,25,48,0.15,4,21,random,-1,2,2,2,0,4,4,2,4,4,2,4,edgeCount
922,25,46,0.15,3,14,random,-1,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
921,25,42,0.15,2,7,random,-1,4,4,4,0,12,4,0,4,4,0,10,edgeCount
920,25,39,0.15,2,7,random,-1,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
919,25,38,0.15,2,7,random,-1,2,2,2,0,0,2,0,2,2,0,0,edgeCount
918,25,38,0.15,2,7,random,-1,3,3,3,0,6,3,0,3,3,0,4,edgeCount
917,25,57,0.15,4,21,random,-1,3,3,3,0,4,3,0,3,3,0,2,edgeCount
916,25,45,0.15,2,7,random,-1,2,2,2,0,0,2,0,2,2,0,0,edgeCount
915,25,41,0.15,2,7,random,-1,4,4,4,0,0,4,0,4,4,0,0,edgeCount
914,25,47,0.15,3,14,random,-1,6,10,4,2,0,-1,-5,-1,-1,-5,0,edgeCount
913,25,39,0.15,1,0,random,-1,6,6,6,0,0,6,0,6,6,0,0,edgeCount
912,25,41,0.15,2,7,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
911,25,51,0.15,1,0,random,-1,3,3,3,0,0,3,0,3,3,0,0,edgeCount
910,25,45,0.15,1,0,random,-1,2,2,2,0,8,2,0,2,2,0,8,edgeCount
909,25,40,0.15,2,7,random,-1,3,3,2,1,4,2,0,2,2,0,2,edgeCount
908,25,50,0.15,3,14,random,-1,3,3,3,0,10,-1,-4,-1,-1,-4,6,edgeCount
907,25,58,0.15,2,7,random,-1,3,4,3,0,0,3,0,3,3,0,0,edgeCount
906,25,38,0.15,1,0,random,-1,5,5,5,0,0,5,0,5,5,0,0,edgeCount
905,25,48,0.15,2,7,random,-1,3,9,3,0,4,3,0,3,3,0,4,edgeCount
904,25,39,0.15,4,21,random,-1,3,3,3,0,0,3,0,3,3,0,0,edgeCount
903,25,50,0.15,2,7,random,-1,2,4,2,0,20,4,2,4,4,2,10,edgeCount
902,25,57,0.15,5,28,random,-1,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
901,25,41,0.15,2,7,random,-1,4,4,2,2,0,2,0,4,2,2,0,edgeCount
900,25,52,0.15,2,7,random,-1,3,3,3,0,8,5,2,5,5,2,6,edgeCount
899,25,44,0.15,2,7,random,-1,3,3,3,0,0,3,0,3,3,0,0,edgeCount
898,25,41,0.15,3,14,random,-1,5,6,3,2,0,5,2,3,5,0,0,edgeCount
897,25,45,0.15,2,7,random,-1,3,6,3,0,6,3,0,3,3,0,4,edgeCount
896,25,49,0.15,2,7,random,-1,4,4,4,0,0,4,0,4,4,0,0,edgeCount
895,25,39,0.15,1,0,random,-1,4,4,4,0,0,4,0,4,4,0,0,edgeCount
894,25,57,0.15,4,21,random,-1,5,5,4,1,0,6,2,5,5,1,0,edgeCount
893,25,31,0.15,3,14,random,-1,3,3,3,0,0,3,0,3,3,0,0,edgeCount
892,25,42,0.15,2,7,random,-1,4,4,4,0,4,4,0,4,4,0,2,edgeCount
891,25,37,0.15,3,14,random,-1,9,9,6,3,4,-1,-7,-1,-1,-7,2,edgeCount
890,25,48,0.15,1,0,random,-1,2,2,2,0,0,2,0,2,2,0,0,edgeCount
889,25,41,0.15,3,14,random,-1,5,5,4,1,8,-1,-5,-1,-1,-5,6,edgeCount
888,25,50,0.15,3,14,random,-1,3,4,3,0,0,3,0,3,3,0,0,edgeCount
