rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
200,25,50,4,4,,clustered,0.6;-0.3,6,4,4,2,0,12,8,12,12,8,0,edgeCount
199,25,50,4,4,,clustered,0.6;-0.3,17,8,4,13,0,13,9,13,13,9,0,edgeCount
198,25,50,4,4,,clustered,0.6;-0.3,13,5,3,10,0,21,18,15,15,12,0,edgeCount
197,25,50,4,4,,clustered,0.6;-0.3,13,13,5,8,0,15,10,15,15,10,0,edgeCount
196,25,50,4,4,,clustered,0.6;-0.3,21,20,4,17,0,9,5,25,25,21,0,edgeCount
195,25,50,4,4,,clustered,0.6;-0.3,4,12,4,0,0,14,10,14,14,10,0,edgeCount
194,25,50,4,4,,clustered,0.6;-0.3,11,3,3,8,0,3,0,3,3,0,0,edgeCount
193,25,50,4,4,,clustered,0.6;-0.3,9,19,3,6,0,3,0,3,3,0,0,edgeCount
192,25,50,4,4,,clustered,0.6;-0.3,18,4,4,14,0,6,2,6,6,2,0,edgeCount
191,25,50,4,4,,clustered,0.6;-0.3,4,30,4,0,0,8,4,8,8,4,0,edgeCount
190,25,50,4,4,,clustered,0.6;-0.3,19,13,3,16,0,3,0,3,3,0,0,edgeCount
189,25,50,4,4,,clustered,0.6;-0.3,24,16,2,22,0,2,0,2,2,0,0,edgeCount
188,25,50,4,4,,clustered,0.6;-0.3,4,6,4,0,0,8,4,8,8,4,0,edgeCount
187,25,50,4,4,,clustered,0.6;-0.3,13,10,4,9,0,19,15,19,19,15,0,edgeCount
186,25,50,4,4,,clustered,0.6;-0.3,17,13,5,12,0,-1,-6,-1,-1,-6,0,edgeCount
185,25,50,4,4,,clustered,0.6;-0.3,3,7,3,0,0,7,4,3,3,0,0,edgeCount
184,25,50,4,4,,clustered,0.6;-0.3,27,9,4,23,0,13,9,13,13,9,0,edgeCount
183,25,50,4,4,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
182,25,50,4,4,,clustered,0.6;-0.3,3,7,3,0,0,5,2,5,5,2,0,edgeCount
181,25,50,4,4,,clustered,0.6;-0.3,22,3,3,19,0,24,21,24,24,21,0,edgeCount
180,25,50,4,4,,clustered,0.6;-0.3,4,17,4,0,0,14,10,14,14,10,0,edgeCount
179,25,50,4,4,,clustered,0.6;-0.3,19,3,3,16,0,3,0,3,3,0,0,edgeCount
178,25,50,4,4,,clustered,0.6;-0.3,24,2,2,22,0,2,0,2,2,0,0,edgeCount
177,25,50,4,4,,clustered,0.6;-0.3,10,4,2,8,0,2,0,2,2,0,0,edgeCount
176,25,50,4,4,,clustered,0.6;-0.3,17,35,5,12,0,-1,-6,-1,-1,-6,0,edgeCount
175,25,50,4,4,,clustered,0.6;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
174,25,50,4,4,,clustered,0.6;-0.3,6,6,4,2,0,16,12,16,16,12,0,edgeCount
173,25,50,4,4,,clustered,0.6;-0.3,4,15,3,1,0,5,2,5,5,2,0,edgeCount
172,25,50,4,4,,clustered,0.6;-0.3,4,7,3,1,0,7,4,7,7,4,0,edgeCount
171,25,50,4,4,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
170,25,50,4,4,,clustered,0.6;-0.3,7,4,4,3,0,11,7,11,11,7,0,edgeCount
