rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,110,148,graphml/Interoute.graphml,1,,clustered,0.4;-0.3,14,14,12,2,4,-1,-13,14,14,2,4,edgeCount
999,110,148,graphml/Interoute.graphml,3,,clustered,0.4;-0.3,24,8,8,16,2,8,0,8,8,0,2,edgeCount
998,110,148,graphml/Interoute.graphml,3,,clustered,0.4;-0.3,5,5,5,0,2,5,0,5,5,0,2,edgeCount
997,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,3,15,3,0,2,3,0,3,15,0,2,edgeCount
996,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
995,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
994,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
993,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,12,11,6,6,0,6,0,6,6,0,0,edgeCount
992,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
991,110,148,graphml/Interoute.graphml,3,,clustered,0.4;-0.3,50,18,9,41,0,18,9,18,18,9,0,edgeCount
990,110,148,graphml/Interoute.graphml,3,,clustered,0.4;-0.3,47,47,9,38,0,47,38,47,47,38,0,edgeCount
989,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
988,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
987,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
986,110,148,graphml/Interoute.graphml,1,,clustered,0.4;-0.3,5,10,5,0,2,5,0,5,10,0,2,edgeCount
985,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,12,12,11,1,0,12,1,12,12,1,0,edgeCount
984,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,7,9,5,2,0,5,0,5,5,0,0,edgeCount
983,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
982,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,10,6,6,4,4,6,0,6,6,0,4,edgeCount
981,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,10,10,10,0,4,10,0,10,10,0,4,edgeCount
980,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,17,17,10,7,2,17,7,17,17,7,2,edgeCount
979,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
978,110,148,graphml/Interoute.graphml,3,,clustered,0.4;-0.3,3,3,2,1,2,2,0,3,2,1,2,edgeCount
977,110,148,graphml/Interoute.graphml,1,,clustered,0.4;-0.3,6,11,4,2,4,-1,-5,6,11,2,4,edgeCount
976,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,14,22,12,2,6,34,22,14,22,2,6,edgeCount
975,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,14,17,14,0,2,30,16,30,30,16,2,edgeCount
974,110,148,graphml/Interoute.graphml,2,,clustered,0.4;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
