rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
801,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
800,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,-1,-1,8,-9,0,-1,-9,-1,-1,-9,0,edgeCount
799,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
798,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
797,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,21,21,9,12,0,21,12,21,21,12,0,edgeCount
796,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
795,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
794,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
793,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
792,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
791,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,37,47,13,24,4,-1,-14,37,47,24,4,edgeCount
790,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
789,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
788,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
787,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
786,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,15,61,14,1,2,35,21,35,35,21,2,edgeCount
785,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
784,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
783,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
782,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,14,14,13,1,0,14,1,14,14,1,0,edgeCount
781,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
780,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
779,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
778,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
777,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,32,32,8,24,0,32,24,32,32,24,0,edgeCount
776,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
775,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
774,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,28,28,9,19,0,-1,-10,-1,-1,-10,0,edgeCount
773,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
772,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
771,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,10,10,10,0,0,26,16,10,10,0,0,edgeCount
770,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
769,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
768,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
767,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
766,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
765,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,11,-12,0,-1,-12,-1,-1,-12,0,edgeCount
764,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,14,14,12,2,0,14,2,14,14,2,0,edgeCount
763,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
762,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
761,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
760,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,6,-7,4,-1,-7,-1,-1,-7,4,edgeCount
759,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
758,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,28,28,6,22,0,10,4,28,28,22,0,edgeCount
757,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
756,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,11,-12,4,-1,-12,25,23,14,4,edgeCount
755,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
754,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
753,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,10,10,9,1,0,10,1,10,10,1,0,edgeCount
752,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
751,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,24,24,10,14,0,24,14,24,24,14,0,edgeCount
750,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
749,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
748,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
747,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
746,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
745,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
744,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,10,-11,2,-1,-11,-1,-1,-11,2,edgeCount
743,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
742,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
741,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,5,7,5,0,4,7,2,5,7,0,4,edgeCount
740,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
739,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,10,10,10,0,2,10,0,10,10,0,2,edgeCount
738,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
737,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,43,25,12,31,6,-1,-13,28,28,16,6,edgeCount
736,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,11,3,3,8,0,3,0,3,3,0,0,edgeCount
735,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
734,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,5,33,5,0,0,11,6,11,11,6,0,edgeCount
733,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,37,57,9,28,2,9,0,9,9,0,2,edgeCount
732,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
731,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,7,13,7,0,2,7,0,7,13,0,2,edgeCount
730,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,37,37,16,21,2,-1,-17,37,37,21,2,edgeCount
729,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,30,30,11,19,0,30,19,30,30,19,0,edgeCount
728,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
727,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
726,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
725,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
724,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,14,14,6,8,0,14,8,14,14,8,0,edgeCount
723,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
722,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
721,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,31,31,11,20,0,31,20,31,31,20,0,edgeCount
720,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
719,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
718,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
717,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
716,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,43,43,14,29,0,43,29,43,43,29,0,edgeCount
715,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
714,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
713,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,17,-18,2,-1,-18,-1,-1,-18,2,edgeCount
712,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,24,6,6,18,0,6,0,6,6,0,0,edgeCount
711,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,49,49,15,34,0,-1,-16,-1,-1,-16,0,edgeCount
710,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
709,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
708,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,17,29,5,12,4,5,0,5,5,0,4,edgeCount
707,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
706,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
705,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
704,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
703,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
702,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
701,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,39,39,14,25,0,-1,-15,39,39,25,0,edgeCount
700,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
699,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
698,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
697,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
696,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,11,-12,2,-1,-12,-1,-1,-12,2,edgeCount
695,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
694,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
693,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
692,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
691,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,15,47,11,4,0,29,18,29,29,18,0,edgeCount
690,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
689,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
688,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,9,47,8,1,2,19,11,19,19,11,2,edgeCount
687,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,17,25,9,8,0,25,16,25,25,16,0,edgeCount
686,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,14,14,11,3,0,14,3,14,14,3,0,edgeCount
685,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
684,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
683,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
682,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
681,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
680,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,73,53,11,62,0,29,18,29,29,18,0,edgeCount
679,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
678,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
677,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
676,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
675,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
674,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
673,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
672,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
671,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
670,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
669,110,148,graphml/Interoute.graphml,4,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
668,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,9,-10,4,-1,-10,-1,-1,-10,4,edgeCount
667,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,8,-9,0,-1,-9,-1,-1,-9,0,edgeCount
666,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
665,110,148,graphml/Interoute.graphml,4,,clustered,0.7;-0.3,31,31,8,23,0,33,25,29,29,21,0,edgeCount
664,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,12,-13,0,-1,-13,-1,-1,-13,0,edgeCount
663,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
662,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
661,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
660,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
659,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,9,9,9,0,0,-1,-10,9,9,0,0,edgeCount
658,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,19,71,12,7,0,47,35,47,47,35,0,edgeCount
657,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,10,-11,4,-1,-11,-1,-1,-11,4,edgeCount
656,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
655,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
654,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,14,12,8,6,0,-1,-9,-1,-1,-9,0,edgeCount
653,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,16,-17,2,-1,-17,42,42,26,2,edgeCount
652,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
651,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,18,-19,2,-1,-19,-1,-1,-19,2,edgeCount
650,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
649,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,36,36,13,23,0,36,23,36,36,23,0,edgeCount
648,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
647,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,29,9,9,20,0,9,0,9,9,0,0,edgeCount
646,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
645,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,12,-13,0,-1,-13,-1,-1,-13,0,edgeCount
644,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
643,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,38,18,16,22,2,-1,-17,38,18,22,2,edgeCount
642,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
641,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,36,36,14,22,0,36,22,36,36,22,0,edgeCount
640,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
639,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
638,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,4,4,4,0,2,4,0,4,4,0,2,edgeCount
637,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
636,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
635,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,11,43,11,0,4,31,20,11,43,0,4,edgeCount
634,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
633,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,17,17,8,9,0,15,7,15,15,7,0,edgeCount
632,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,11,-12,0,-1,-12,-1,-1,-12,0,edgeCount
631,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,18,18,8,10,2,14,6,14,14,6,2,edgeCount
630,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
629,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
628,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
627,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
626,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
625,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
624,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,40,40,19,21,2,-1,-20,40,40,21,2,edgeCount
623,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
622,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
621,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
620,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
619,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,5,-6,4,-1,-6,-1,-1,-6,4,edgeCount
618,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
617,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,32,30,14,18,2,30,16,32,30,18,2,edgeCount
616,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
615,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,36,20,12,24,4,-1,-13,42,36,30,4,edgeCount
614,110,148,graphml/Interoute.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
613,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,32,12,10,22,0,-1,-11,32,12,22,0,edgeCount
612,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
611,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
610,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
609,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,6,6,4,2,0,6,2,6,6,2,0,edgeCount
608,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,7,7,7,0,0,-1,-8,7,7,0,0,edgeCount
607,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
606,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,11,29,11,0,2,29,18,45,45,34,2,edgeCount
605,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,7,7,7,0,0,16,9,16,16,9,0,edgeCount
604,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
603,110,148,graphml/Interoute.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
602,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
601,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,7,7,5,2,0,7,2,7,7,2,0,edgeCount
600,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
599,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
598,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,46,12,12,34,0,12,0,12,12,0,0,edgeCount
597,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
596,110,148,graphml/Interoute.graphml,2,,clustered,0.7;-0.3,-1,-1,13,-14,0,-1,-14,-1,-1,-14,0,edgeCount
