rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
200,50,50,2,2,,clustered,0.6;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
170,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
169,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
168,50,50,2,2,,clustered,0.6;-0.3,70,70,28,42,0,70,42,70,70,42,0,edgeCount
167,50,50,2,2,,clustered,0.6;-0.3,54,54,20,34,0,54,34,54,54,34,0,edgeCount
166,50,50,2,2,,clustered,0.6;-0.3,53,53,43,10,0,53,10,53,53,10,0,edgeCount
165,50,50,2,2,,clustered,0.6;-0.3,61,61,37,24,0,61,24,61,61,24,0,edgeCount
164,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
163,50,50,2,2,,clustered,0.6;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
162,50,50,2,2,,clustered,0.6;-0.3,55,55,33,22,0,55,22,55,55,22,0,edgeCount
161,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
160,50,50,2,2,,clustered,0.6;-0.3,46,46,42,4,0,46,4,46,46,4,0,edgeCount
159,50,50,2,2,,clustered,0.6;-0.3,21,21,9,12,0,21,12,21,21,12,0,edgeCount
158,50,50,2,2,,clustered,0.6;-0.3,66,66,24,42,0,66,42,66,66,42,0,edgeCount
157,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
156,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
155,50,50,2,2,,clustered,0.6;-0.3,54,54,42,12,0,54,12,54,54,12,0,edgeCount
154,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
153,50,50,2,2,,clustered,0.6;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
152,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
151,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
150,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
149,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
148,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
147,50,50,2,2,,clustered,0.6;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
146,50,50,2,2,,clustered,0.6;-0.3,64,64,32,32,0,64,32,64,64,32,0,edgeCount
145,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
144,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
143,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
142,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
141,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
140,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
139,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
138,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
137,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
136,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
135,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
134,50,50,2,2,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
133,50,50,2,2,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
132,50,50,2,2,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
131,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
130,50,50,2,2,,clustered,0.6;-0.3,33,33,23,10,0,33,10,33,33,10,0,edgeCount
129,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
128,50,50,2,2,,clustered,0.6;-0.3,54,54,42,12,0,54,12,54,54,12,0,edgeCount
127,50,50,2,2,,clustered,0.6;-0.3,17,17,17,0,0,17,0,17,17,0,0,edgeCount
126,50,50,2,2,,clustered,0.6;-0.3,61,61,35,26,0,61,26,61,61,26,0,edgeCount
125,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
124,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
123,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
122,50,50,2,2,,clustered,0.6;-0.3,20,20,8,12,0,20,12,20,20,12,0,edgeCount
121,50,50,2,2,,clustered,0.6;-0.3,21,21,21,0,0,21,0,21,21,0,0,edgeCount
120,50,50,2,2,,clustered,0.6;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
119,50,50,2,2,,clustered,0.6;-0.3,20,20,20,0,0,20,0,20,20,0,0,edgeCount
118,50,50,2,2,,clustered,0.6;-0.3,56,56,42,14,0,56,14,56,56,14,0,edgeCount
117,50,50,2,2,,clustered,0.6;-0.3,15,15,15,0,0,15,0,15,15,0,0,edgeCount
116,50,50,2,2,,clustered,0.6;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
115,50,50,2,2,,clustered,0.6;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
114,50,50,2,2,,clustered,0.6;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
113,50,50,2,2,,clustered,0.6;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
112,50,50,2,2,,clustered,0.6;-0.3,55,55,19,36,0,55,36,55,55,36,0,edgeCount
111,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
110,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
109,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
108,50,50,2,2,,clustered,0.6;-0.3,60,60,36,24,0,60,24,60,60,24,0,edgeCount
107,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
106,50,50,2,2,,clustered,0.6;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
105,50,50,2,2,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
104,50,50,2,2,,clustered,0.6;-0.3,53,53,37,16,0,53,16,53,53,16,0,edgeCount
103,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
102,50,50,2,2,,clustered,0.6;-0.3,15,15,15,0,0,15,0,15,15,0,0,edgeCount
101,50,50,2,2,,clustered,0.6;-0.3,70,70,26,44,0,70,44,70,70,44,0,edgeCount
100,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
99,50,50,2,2,,clustered,0.6;-0.3,56,56,28,28,0,56,28,56,56,28,0,edgeCount
98,50,50,2,2,,clustered,0.6;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
97,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
96,50,50,2,2,,clustered,0.6;-0.3,30,30,20,10,0,30,10,30,30,10,0,edgeCount
95,50,50,2,2,,clustered,0.6;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
94,50,50,2,2,,clustered,0.6;-0.3,33,33,17,16,0,33,16,33,33,16,0,edgeCount
93,50,50,2,2,,clustered,0.6;-0.3,18,18,18,0,0,18,0,18,18,0,0,edgeCount
92,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
91,50,50,2,2,,clustered,0.6;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
90,50,50,2,2,,clustered,0.6;-0.3,42,42,38,4,0,42,4,42,42,4,0,edgeCount
89,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
88,50,50,2,2,,clustered,0.6;-0.3,49,49,43,6,0,49,6,49,49,6,0,edgeCount
87,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
86,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
85,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
84,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
83,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
82,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
81,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
80,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
79,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
78,50,50,2,2,,clustered,0.6;-0.3,51,51,45,6,0,51,6,51,51,6,0,edgeCount
77,50,50,2,2,,clustered,0.6;-0.3,45,45,41,4,0,45,4,45,45,4,0,edgeCount
76,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
75,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
74,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
73,50,50,2,2,,clustered,0.6;-0.3,60,60,32,28,0,60,28,60,60,28,0,edgeCount
72,50,50,2,2,,clustered,0.6;-0.3,61,61,35,26,0,61,26,61,61,26,0,edgeCount
71,50,50,2,2,,clustered,0.6;-0.3,19,19,19,0,0,19,0,19,19,0,0,edgeCount
70,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
69,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
68,50,50,2,2,,clustered,0.6;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
67,50,50,2,2,,clustered,0.6;-0.3,50,50,46,4,0,50,4,50,50,4,0,edgeCount
66,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
65,50,50,2,2,,clustered,0.6;-0.3,27,27,23,4,0,27,4,27,27,4,0,edgeCount
64,50,50,2,2,,clustered,0.6;-0.3,67,67,29,38,0,67,38,67,67,38,0,edgeCount
63,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
62,50,50,2,2,,clustered,0.6;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
61,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
60,50,50,2,2,,clustered,0.6;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
59,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
58,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
57,50,50,2,2,,clustered,0.6;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
56,50,50,2,2,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
55,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
54,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
53,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
52,50,50,2,2,,clustered,0.6;-0.3,57,57,35,22,0,57,22,57,57,22,0,edgeCount
51,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
50,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
49,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
48,50,50,2,2,,clustered,0.6;-0.3,67,67,29,38,0,67,38,67,67,38,0,edgeCount
47,50,50,2,2,,clustered,0.6;-0.3,22,22,22,0,0,22,0,22,22,0,0,edgeCount
46,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
45,50,50,2,2,,clustered,0.6;-0.3,56,56,34,22,0,56,22,56,56,22,0,edgeCount
44,50,50,2,2,,clustered,0.6;-0.3,17,17,17,0,0,17,0,17,17,0,0,edgeCount
43,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
42,50,50,2,2,,clustered,0.6;-0.3,61,61,35,26,0,61,26,61,61,26,0,edgeCount
41,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
40,50,50,2,2,,clustered,0.6;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
39,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
38,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
37,50,50,2,2,,clustered,0.6;-0.3,60,60,38,22,0,60,22,60,60,22,0,edgeCount
36,50,50,2,2,,clustered,0.6;-0.3,49,49,23,26,0,49,26,49,49,26,0,edgeCount
35,50,50,2,2,,clustered,0.6;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
34,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
33,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
32,50,50,2,2,,clustered,0.6;-0.3,36,36,22,14,0,36,14,36,36,14,0,edgeCount
31,50,50,2,2,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
30,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
29,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
28,50,50,2,2,,clustered,0.6;-0.3,62,62,36,26,0,62,26,62,62,26,0,edgeCount
27,50,50,2,2,,clustered,0.6;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
26,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
25,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
24,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
23,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
22,50,50,2,2,,clustered,0.6;-0.3,16,16,12,4,0,16,4,16,16,4,0,edgeCount
21,50,50,2,2,,clustered,0.6;-0.3,60,60,36,24,0,60,24,60,60,24,0,edgeCount
20,50,50,2,2,,clustered,0.6;-0.3,17,17,17,0,0,17,0,17,17,0,0,edgeCount
19,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
18,50,50,2,2,,clustered,0.6;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
17,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
16,50,50,2,2,,clustered,0.6;-0.3,42,42,20,22,0,42,22,42,42,22,0,edgeCount
15,50,50,2,2,,clustered,0.6;-0.3,44,44,26,18,0,44,18,44,44,18,0,edgeCount
14,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
13,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
12,50,50,2,2,,clustered,0.6;-0.3,54,54,26,28,0,54,28,54,54,28,0,edgeCount
11,50,50,2,2,,clustered,0.6;-0.3,17,17,17,0,0,17,0,17,17,0,0,edgeCount
10,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
9,50,50,2,2,,clustered,0.6;-0.3,61,61,35,26,0,61,26,61,61,26,0,edgeCount
8,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
7,50,50,2,2,,clustered,0.6;-0.3,16,16,16,0,0,16,0,16,16,0,0,edgeCount
6,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
5,50,50,2,2,,clustered,0.6;-0.3,17,17,17,0,0,17,0,17,17,0,0,edgeCount
4,50,50,2,2,,clustered,0.6;-0.3,17,17,17,0,0,17,0,17,17,0,0,edgeCount
3,50,50,2,2,,clustered,0.6;-0.3,21,21,21,0,0,21,0,21,21,0,0,edgeCount
2,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
1,50,50,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
