rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
200,50,200,8,8,,clustered,0.5;-0.3,10,8,2,8,0,2,0,6,2,4,0,edgeCount
199,50,200,8,8,,clustered,0.5;-0.3,16,19,2,14,0,2,0,7,2,5,0,edgeCount
198,50,200,8,8,,clustered,0.5;-0.3,3,3,3,0,0,11,8,7,11,4,0,edgeCount
197,50,200,8,8,,clustered,0.5;-0.3,4,5,3,1,0,11,8,3,7,0,0,edgeCount
196,50,200,8,8,,clustered,0.5;-0.3,8,6,3,5,0,13,10,17,17,14,0,edgeCount
195,50,200,8,8,,clustered,0.5;-0.3,10,5,3,7,0,7,4,7,7,4,0,edgeCount
194,50,200,8,8,,clustered,0.5;-0.3,8,16,3,5,0,7,4,3,7,0,0,edgeCount
193,50,200,8,8,,clustered,0.5;-0.3,14,4,3,11,0,5,2,3,5,0,0,edgeCount
192,50,200,8,8,,clustered,0.5;-0.3,3,3,2,1,0,2,0,3,2,1,0,edgeCount
191,50,200,8,8,,clustered,0.5;-0.3,4,5,3,1,0,13,10,11,13,8,0,edgeCount
190,50,200,8,8,,clustered,0.5;-0.3,10,5,3,7,0,7,4,7,7,4,0,edgeCount
189,50,200,8,8,,clustered,0.5;-0.3,3,5,3,0,0,9,6,7,9,4,0,edgeCount
188,50,200,8,8,,clustered,0.5;-0.3,3,9,3,0,0,7,4,5,7,2,0,edgeCount
187,50,200,8,8,,clustered,0.5;-0.3,3,12,3,0,0,7,4,7,7,4,0,edgeCount
186,50,200,8,8,,clustered,0.5;-0.3,4,6,2,2,0,2,0,6,2,4,0,edgeCount
185,50,200,8,8,,clustered,0.5;-0.3,3,39,2,1,0,4,2,5,4,3,0,edgeCount
184,50,200,8,8,,clustered,0.5;-0.3,10,3,3,7,0,3,0,5,5,2,0,edgeCount
183,50,200,8,8,,clustered,0.5;-0.3,21,24,2,19,0,2,0,7,2,5,0,edgeCount
182,50,200,8,8,,clustered,0.5;-0.3,4,7,3,1,0,7,4,5,7,2,0,edgeCount
181,50,200,8,8,,clustered,0.5;-0.3,21,10,2,19,0,2,0,3,2,1,0,edgeCount
180,50,200,8,8,,clustered,0.5;-0.3,10,9,4,6,0,14,10,20,20,16,0,edgeCount
179,50,200,8,8,,clustered,0.5;-0.3,6,4,3,3,0,5,2,13,15,10,0,edgeCount
178,50,200,8,8,,clustered,0.5;-0.3,25,7,3,22,0,9,6,5,5,2,0,edgeCount
177,50,200,8,8,,clustered,0.5;-0.3,2,5,2,0,0,2,0,4,2,2,0,edgeCount
176,50,200,8,8,,clustered,0.5;-0.3,8,4,3,5,0,3,0,7,7,4,0,edgeCount
175,50,200,8,8,,clustered,0.5;-0.3,25,7,3,22,0,3,0,7,7,4,0,edgeCount
174,50,200,8,8,,clustered,0.5;-0.3,10,19,3,7,0,9,6,11,15,8,0,edgeCount
173,50,200,8,8,,clustered,0.5;-0.3,8,5,3,5,0,3,0,3,3,0,0,edgeCount
172,50,200,8,8,,clustered,0.5;-0.3,10,10,2,8,0,4,2,3,4,1,0,edgeCount
171,50,200,8,8,,clustered,0.5;-0.3,6,23,2,4,0,2,0,9,2,7,0,edgeCount
170,50,200,8,8,,clustered,0.5;-0.3,4,4,3,1,0,13,10,13,13,10,0,edgeCount
169,50,200,8,8,,clustered,0.5;-0.3,20,21,4,16,0,18,14,18,18,14,0,edgeCount
168,50,200,8,8,,clustered,0.5;-0.3,8,3,3,5,0,3,0,3,3,0,0,edgeCount
167,50,200,8,8,,clustered,0.5;-0.3,22,45,2,20,0,4,2,4,4,2,0,edgeCount
166,50,200,8,8,,clustered,0.5;-0.3,15,8,2,13,0,2,0,2,2,0,0,edgeCount
165,50,200,8,8,,clustered,0.5;-0.3,26,9,3,23,0,7,4,3,3,0,0,edgeCount
164,50,200,8,8,,clustered,0.5;-0.3,10,3,3,7,0,5,2,5,5,2,0,edgeCount
163,50,200,8,8,,clustered,0.5;-0.3,30,9,3,27,0,3,0,3,3,0,0,edgeCount
162,50,200,8,8,,clustered,0.5;-0.3,16,7,3,13,0,5,2,3,5,0,0,edgeCount
161,50,200,8,8,,clustered,0.5;-0.3,3,3,2,1,0,2,0,7,2,5,0,edgeCount
160,50,200,8,8,,clustered,0.5;-0.3,3,4,3,0,0,17,14,17,17,14,0,edgeCount
159,50,200,8,8,,clustered,0.5;-0.3,3,5,3,0,0,7,4,11,11,8,0,edgeCount
158,50,200,8,8,,clustered,0.5;-0.3,8,10,3,5,0,7,4,9,9,6,0,edgeCount
157,50,200,8,8,,clustered,0.5;-0.3,23,5,3,20,0,5,2,3,5,0,0,edgeCount
156,50,200,8,8,,clustered,0.5;-0.3,30,5,3,27,0,13,10,13,13,10,0,edgeCount
155,50,200,8,8,,clustered,0.5;-0.3,4,20,2,2,0,2,0,7,2,5,0,edgeCount
154,50,200,8,8,,clustered,0.5;-0.3,21,9,2,19,0,2,0,11,2,9,0,edgeCount
153,50,200,8,8,,clustered,0.5;-0.3,24,11,2,22,0,4,2,3,4,1,0,edgeCount
152,50,200,8,8,,clustered,0.5;-0.3,4,17,3,1,0,13,10,13,13,10,0,edgeCount
151,50,200,8,8,,clustered,0.5;-0.3,11,7,3,8,0,3,0,3,3,0,0,edgeCount
150,50,200,8,8,,clustered,0.5;-0.3,3,10,3,0,0,19,16,3,3,0,0,edgeCount
149,50,200,8,8,,clustered,0.5;-0.3,19,2,2,17,0,2,0,7,2,5,0,edgeCount
148,50,200,8,8,,clustered,0.5;-0.3,17,3,3,14,0,7,4,5,7,2,0,edgeCount
147,50,200,8,8,,clustered,0.5;-0.3,19,3,2,17,0,4,2,3,4,1,0,edgeCount
146,50,200,8,8,,clustered,0.5;-0.3,23,17,3,20,0,9,6,9,9,6,0,edgeCount
145,50,200,8,8,,clustered,0.5;-0.3,8,7,3,5,0,20,17,20,10,17,0,edgeCount
144,50,200,8,8,,clustered,0.5;-0.3,4,5,2,2,0,4,2,5,4,3,0,edgeCount
143,50,200,8,8,,clustered,0.5;-0.3,19,3,3,16,0,3,0,3,3,0,0,edgeCount
142,50,200,8,8,,clustered,0.5;-0.3,12,13,3,9,0,3,0,3,3,0,0,edgeCount
141,50,200,8,8,,clustered,0.5;-0.3,3,7,3,0,0,5,2,3,5,0,0,edgeCount
140,50,200,8,8,,clustered,0.5;-0.3,4,3,3,1,0,3,0,3,3,0,0,edgeCount
139,50,200,8,8,,clustered,0.5;-0.3,20,3,2,18,0,2,0,3,2,1,0,edgeCount
138,50,200,8,8,,clustered,0.5;-0.3,3,6,3,0,0,5,2,3,5,0,0,edgeCount
137,50,200,8,8,,clustered,0.5;-0.3,20,5,3,17,0,3,0,3,3,0,0,edgeCount
136,50,200,8,8,,clustered,0.5;-0.3,5,11,3,2,0,15,12,13,13,10,0,edgeCount
135,50,200,8,8,,clustered,0.5;-0.3,3,5,2,1,0,2,0,3,2,1,0,edgeCount
134,50,200,8,8,,clustered,0.5;-0.3,30,4,3,27,0,7,4,5,7,2,0,edgeCount
133,50,200,8,8,,clustered,0.5;-0.3,6,5,3,3,0,22,19,22,22,19,0,edgeCount
132,50,200,8,8,,clustered,0.5;-0.3,20,2,2,18,0,2,0,6,2,4,0,edgeCount
131,50,200,8,8,,clustered,0.5;-0.3,4,6,3,1,0,3,0,11,11,8,0,edgeCount
130,50,200,8,8,,clustered,0.5;-0.3,26,9,3,23,0,5,2,3,5,0,0,edgeCount
129,50,200,8,8,,clustered,0.5;-0.3,10,10,3,7,0,7,4,7,7,4,0,edgeCount
128,50,200,8,8,,clustered,0.5;-0.3,12,17,3,9,0,5,2,5,7,2,0,edgeCount
127,50,200,8,8,,clustered,0.5;-0.3,14,3,2,12,0,2,0,11,2,9,0,edgeCount
126,50,200,8,8,,clustered,0.5;-0.3,4,11,2,2,0,4,2,4,4,2,0,edgeCount
125,50,200,8,8,,clustered,0.5;-0.3,4,13,3,1,0,13,10,7,13,4,0,edgeCount
124,50,200,8,8,,clustered,0.5;-0.3,3,15,2,1,0,2,0,11,2,9,0,edgeCount
123,50,200,8,8,,clustered,0.5;-0.3,30,34,4,26,0,12,8,18,18,14,0,edgeCount
122,50,200,8,8,,clustered,0.5;-0.3,3,7,3,0,0,13,10,11,13,8,0,edgeCount
121,50,200,8,8,,clustered,0.5;-0.3,8,9,3,5,0,16,13,16,16,13,0,edgeCount
120,50,200,8,8,,clustered,0.5;-0.3,16,4,3,13,0,7,4,7,7,4,0,edgeCount
