rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
200,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
172,100,100,2,2,,clustered,0.6;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
171,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
170,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
169,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
168,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
167,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
166,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
165,100,100,2,2,,clustered,0.6;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
164,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
163,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
162,100,100,2,2,,clustered,0.6;-0.3,123,123,49,74,0,123,74,123,123,74,0,edgeCount
161,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
160,100,100,2,2,,clustered,0.6;-0.3,68,68,28,40,0,68,40,68,68,40,0,edgeCount
159,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
158,100,100,2,2,,clustered,0.6;-0.3,24,24,24,0,0,24,0,24,24,0,0,edgeCount
157,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
156,100,100,2,2,,clustered,0.6;-0.3,98,98,70,28,0,98,28,98,98,28,0,edgeCount
155,100,100,2,2,,clustered,0.6;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
154,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
153,100,100,2,2,,clustered,0.6;-0.3,102,102,96,6,0,102,6,102,102,6,0,edgeCount
152,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
151,100,100,2,2,,clustered,0.6;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
150,100,100,2,2,,clustered,0.6;-0.3,142,142,48,94,0,142,94,142,142,94,0,edgeCount
149,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
148,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
147,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
146,100,100,2,2,,clustered,0.6;-0.3,21,21,21,0,0,21,0,21,21,0,0,edgeCount
145,100,100,2,2,,clustered,0.6;-0.3,123,123,65,58,0,123,58,123,123,58,0,edgeCount
144,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
143,100,100,2,2,,clustered,0.6;-0.3,29,29,29,0,0,29,0,29,29,0,0,edgeCount
142,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
141,100,100,2,2,,clustered,0.6;-0.3,21,21,21,0,0,21,0,21,21,0,0,edgeCount
140,100,100,2,2,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
139,100,100,2,2,,clustered,0.6;-0.3,75,75,27,48,0,75,48,75,75,48,0,edgeCount
138,100,100,2,2,,clustered,0.6;-0.3,113,113,55,58,0,113,58,113,113,58,0,edgeCount
137,100,100,2,2,,clustered,0.6;-0.3,110,110,68,42,0,110,42,110,110,42,0,edgeCount
136,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
135,100,100,2,2,,clustered,0.6;-0.3,84,84,82,2,0,84,2,84,84,2,0,edgeCount
134,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
133,100,100,2,2,,clustered,0.6;-0.3,107,107,89,18,0,107,18,107,107,18,0,edgeCount
132,100,100,2,2,,clustered,0.6;-0.3,67,67,35,32,0,67,32,67,67,32,0,edgeCount
131,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
130,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
129,100,100,2,2,,clustered,0.6;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
128,100,100,2,2,,clustered,0.6;-0.3,94,94,88,6,0,94,6,94,94,6,0,edgeCount
127,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
126,100,100,2,2,,clustered,0.6;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
125,100,100,2,2,,clustered,0.6;-0.3,116,116,80,36,0,116,36,116,116,36,0,edgeCount
124,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
123,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
122,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
121,100,100,2,2,,clustered,0.6;-0.3,97,97,93,4,0,97,4,97,97,4,0,edgeCount
120,100,100,2,2,,clustered,0.6;-0.3,110,110,78,32,0,110,32,110,110,32,0,edgeCount
119,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
118,100,100,2,2,,clustered,0.6;-0.3,93,93,79,14,0,93,14,93,93,14,0,edgeCount
117,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
116,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
115,100,100,2,2,,clustered,0.6;-0.3,143,143,55,88,0,143,88,143,143,88,0,edgeCount
114,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
113,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
112,100,100,2,2,,clustered,0.6;-0.3,92,92,68,24,0,92,24,92,92,24,0,edgeCount
111,100,100,2,2,,clustered,0.6;-0.3,68,68,60,8,0,68,8,68,68,8,0,edgeCount
110,100,100,2,2,,clustered,0.6;-0.3,16,16,16,0,0,16,0,16,16,0,0,edgeCount
109,100,100,2,2,,clustered,0.6;-0.3,86,86,76,10,0,86,10,86,86,10,0,edgeCount
108,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
107,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
106,100,100,2,2,,clustered,0.6;-0.3,136,136,62,74,0,136,74,136,136,74,0,edgeCount
105,100,100,2,2,,clustered,0.6;-0.3,40,40,40,0,0,40,0,40,40,0,0,edgeCount
104,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
103,100,100,2,2,,clustered,0.6;-0.3,107,107,79,28,0,107,28,107,107,28,0,edgeCount
102,100,100,2,2,,clustered,0.6;-0.3,76,76,50,26,0,76,26,76,76,26,0,edgeCount
101,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
100,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
99,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
98,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
97,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
96,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
95,100,100,2,2,,clustered,0.6;-0.3,58,58,56,2,0,58,2,58,58,2,0,edgeCount
94,100,100,2,2,,clustered,0.6;-0.3,19,19,19,0,0,19,0,19,19,0,0,edgeCount
93,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
92,100,100,2,2,,clustered,0.6;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
91,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
90,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
89,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
88,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
87,100,100,2,2,,clustered,0.6;-0.3,26,26,26,0,0,26,0,26,26,0,0,edgeCount
86,100,100,2,2,,clustered,0.6;-0.3,113,113,69,44,0,113,44,113,113,44,0,edgeCount
85,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
84,100,100,2,2,,clustered,0.6;-0.3,64,64,64,0,0,64,0,64,64,0,0,edgeCount
83,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
82,100,100,2,2,,clustered,0.6;-0.3,101,101,61,40,0,101,40,101,101,40,0,edgeCount
81,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
80,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
79,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
78,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
77,100,100,2,2,,clustered,0.6;-0.3,97,97,69,28,0,97,28,97,97,28,0,edgeCount
76,100,100,2,2,,clustered,0.6;-0.3,81,81,31,50,0,81,50,81,81,50,0,edgeCount
75,100,100,2,2,,clustered,0.6;-0.3,112,112,62,50,0,112,50,112,112,50,0,edgeCount
74,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
73,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
72,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
71,100,100,2,2,,clustered,0.6;-0.3,70,70,62,8,0,70,8,70,70,8,0,edgeCount
70,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
69,100,100,2,2,,clustered,0.6;-0.3,124,124,66,58,0,124,58,124,124,58,0,edgeCount
68,100,100,2,2,,clustered,0.6;-0.3,45,45,45,0,0,45,0,45,45,0,0,edgeCount
67,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
66,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
65,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
64,100,100,2,2,,clustered,0.6;-0.3,98,98,36,62,0,98,62,98,98,62,0,edgeCount
63,100,100,2,2,,clustered,0.6;-0.3,115,115,83,32,0,115,32,115,115,32,0,edgeCount
62,100,100,2,2,,clustered,0.6;-0.3,142,142,50,92,0,142,92,142,142,92,0,edgeCount
61,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
60,100,100,2,2,,clustered,0.6;-0.3,77,77,71,6,0,77,6,77,77,6,0,edgeCount
59,100,100,2,2,,clustered,0.6;-0.3,32,32,32,0,0,32,0,32,32,0,0,edgeCount
58,100,100,2,2,,clustered,0.6;-0.3,33,33,33,0,0,33,0,33,33,0,0,edgeCount
57,100,100,2,2,,clustered,0.6;-0.3,114,114,84,30,0,114,30,114,114,30,0,edgeCount
56,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
55,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
54,100,100,2,2,,clustered,0.6;-0.3,69,69,57,12,0,69,12,69,69,12,0,edgeCount
53,100,100,2,2,,clustered,0.6;-0.3,105,105,85,20,0,105,20,105,105,20,0,edgeCount
52,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
51,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
50,100,100,2,2,,clustered,0.6;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
49,100,100,2,2,,clustered,0.6;-0.3,108,108,82,26,0,108,26,108,108,26,0,edgeCount
48,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
47,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
46,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
45,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
44,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
43,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
42,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
41,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
40,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
39,100,100,2,2,,clustered,0.6;-0.3,138,138,54,84,0,138,84,138,138,84,0,edgeCount
38,100,100,2,2,,clustered,0.6;-0.3,137,137,53,84,0,137,84,137,137,84,0,edgeCount
37,100,100,2,2,,clustered,0.6;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
36,100,100,2,2,,clustered,0.6;-0.3,12,12,8,4,0,12,4,12,12,4,0,edgeCount
35,100,100,2,2,,clustered,0.6;-0.3,37,37,37,0,0,37,0,37,37,0,0,edgeCount
34,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
33,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
32,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
31,100,100,2,2,,clustered,0.6;-0.3,65,65,51,14,0,65,14,65,65,14,0,edgeCount
30,100,100,2,2,,clustered,0.6;-0.3,69,69,33,36,0,69,36,69,69,36,0,edgeCount
29,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
28,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
27,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
26,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
25,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
24,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
23,100,100,2,2,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
22,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
21,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
20,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
19,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
18,100,100,2,2,,clustered,0.6;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
17,100,100,2,2,,clustered,0.6;-0.3,38,38,38,0,0,38,0,38,38,0,0,edgeCount
16,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
15,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
14,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
13,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
12,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
11,100,100,2,2,,clustered,0.6;-0.3,95,95,73,22,0,95,22,95,95,22,0,edgeCount
10,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
9,100,100,2,2,,clustered,0.6;-0.3,119,119,47,72,0,119,72,119,119,72,0,edgeCount
8,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
7,100,100,2,2,,clustered,0.6;-0.3,126,126,48,78,0,126,78,126,126,78,0,edgeCount
6,100,100,2,2,,clustered,0.6;-0.3,123,123,55,68,0,123,68,123,123,68,0,edgeCount
5,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
4,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
3,100,100,2,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
2,100,100,2,2,,clustered,0.6;-0.3,98,98,42,56,0,98,56,98,98,56,0,edgeCount
1,100,100,2,2,,clustered,0.6;-0.3,20,20,20,0,0,20,0,20,20,0,0,edgeCount
