rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,100,107,0.02,1,,clustered,0.6;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
999,100,107,0.02,2,,clustered,0.6;-0.3,7,29,7,0,2,17,10,17,31,10,2,edgeCount
998,100,110,0.02,2,,clustered,0.6;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
997,100,90,0.02,1,,clustered,0.6;-0.3,22,18,12,10,4,-1,-13,22,18,10,4,edgeCount
996,100,96,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
995,100,79,0.02,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
994,100,104,0.02,1,,clustered,0.6;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
993,100,109,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
992,100,95,0.02,2,,clustered,0.6;-0.3,-1,-1,6,-7,4,-1,-7,21,13,15,4,edgeCount
991,100,114,0.02,1,,clustered,0.6;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
990,100,118,0.02,3,,clustered,0.6;-0.3,10,19,6,4,2,-1,-7,12,12,6,2,edgeCount
989,100,99,0.02,3,,clustered,0.6;-0.3,5,27,5,0,0,9,4,9,9,4,0,edgeCount
988,100,101,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
987,100,94,0.02,1,,clustered,0.6;-0.3,14,12,12,2,2,-1,-13,14,12,2,2,edgeCount
986,100,97,0.02,1,,clustered,0.6;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
985,100,100,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
984,100,103,0.02,2,,clustered,0.6;-0.3,12,12,6,6,0,18,12,18,18,12,0,edgeCount
983,100,86,0.02,1,,clustered,0.6;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
982,100,87,0.02,2,,clustered,0.6;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
981,100,105,0.02,2,,clustered,0.6;-0.3,31,29,9,22,0,9,0,9,9,0,0,edgeCount
980,100,121,0.02,3,,clustered,0.6;-0.3,15,5,5,10,0,13,8,5,5,0,0,edgeCount
979,100,108,0.02,1,,clustered,0.6;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
978,100,91,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
977,100,90,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
976,100,107,0.02,2,,clustered,0.6;-0.3,13,19,3,10,8,-1,-4,3,3,0,8,edgeCount
975,100,121,0.02,1,,clustered,0.6;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
974,100,106,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
973,100,103,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
972,100,96,0.02,1,,clustered,0.6;-0.3,6,6,6,0,6,6,0,6,6,0,6,edgeCount
971,100,104,0.02,2,,clustered,0.6;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
970,100,91,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
969,100,104,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
968,100,100,0.02,1,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
967,100,109,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
966,100,85,0.02,1,,clustered,0.6;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
965,100,108,0.02,1,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
964,100,95,0.02,1,,clustered,0.6;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
963,100,108,0.02,1,,clustered,0.6;-0.3,-1,-1,8,-9,2,-1,-9,-1,-1,-9,2,edgeCount
962,100,106,0.02,1,,clustered,0.6;-0.3,6,32,6,0,4,6,0,6,32,0,4,edgeCount
961,100,93,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
960,100,113,0.02,1,,clustered,0.6;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
959,100,103,0.02,1,,clustered,0.6;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
958,100,93,0.02,2,,clustered,0.6;-0.3,17,5,5,12,0,5,0,5,5,0,0,edgeCount
957,100,93,0.02,2,,clustered,0.6;-0.3,14,14,12,2,0,14,2,14,14,2,0,edgeCount
956,100,95,0.02,1,,clustered,0.6;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
955,100,85,0.02,1,,clustered,0.6;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
954,100,93,0.02,1,,clustered,0.6;-0.3,-1,-1,8,-9,0,-1,-9,-1,-1,-9,0,edgeCount
953,100,91,0.02,1,,clustered,0.6;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
952,100,95,0.02,1,,clustered,0.6;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
951,100,84,0.02,1,,clustered,0.6;-0.3,8,8,8,0,2,-1,-9,8,8,0,2,edgeCount
950,100,109,0.02,1,,clustered,0.6;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
949,100,120,0.02,2,,clustered,0.6;-0.3,29,15,9,20,2,-1,-10,19,11,10,2,edgeCount
948,100,93,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
947,100,108,0.02,1,,clustered,0.6;-0.3,-1,-1,9,-10,4,-1,-10,-1,-1,-10,4,edgeCount
946,100,105,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
945,100,94,0.02,1,,clustered,0.6;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
944,100,112,0.02,2,,clustered,0.6;-0.3,17,25,3,14,2,3,0,3,3,0,2,edgeCount
943,100,98,0.02,1,,clustered,0.6;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
942,100,98,0.02,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
941,100,105,0.02,1,,clustered,0.6;-0.3,-1,-1,11,-12,2,-1,-12,-1,-1,-12,2,edgeCount
940,100,92,0.02,1,,clustered,0.6;-0.3,10,28,10,0,2,10,0,10,28,0,2,edgeCount
939,100,100,0.02,1,,clustered,0.6;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
938,100,99,0.02,1,,clustered,0.6;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
937,100,114,0.02,3,,clustered,0.6;-0.3,26,6,6,20,0,6,0,6,6,0,0,edgeCount
936,100,107,0.02,2,,clustered,0.6;-0.3,15,5,5,10,2,-1,-6,21,13,16,2,edgeCount
935,100,89,0.02,1,,clustered,0.6;-0.3,7,7,7,0,2,7,0,7,7,0,2,edgeCount
934,100,114,0.02,1,,clustered,0.6;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
933,100,110,0.02,3,,clustered,0.6;-0.3,6,16,4,2,2,4,0,4,4,0,2,edgeCount
932,100,96,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
931,100,114,0.02,2,,clustered,0.6;-0.3,7,8,4,3,0,4,0,4,4,0,0,edgeCount
930,100,97,0.02,1,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
929,100,95,0.02,1,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
928,100,103,0.02,1,,clustered,0.6;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
927,100,122,0.02,1,,clustered,0.6;-0.3,7,7,7,0,2,-1,-8,7,7,0,2,edgeCount
926,100,96,0.02,3,,clustered,0.6;-0.3,6,8,6,0,0,8,2,8,8,2,0,edgeCount
925,100,99,0.02,1,,clustered,0.6;-0.3,5,9,5,0,4,5,0,5,9,0,4,edgeCount
924,100,105,0.02,1,,clustered,0.6;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
923,100,114,0.02,1,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
922,100,97,0.02,1,,clustered,0.6;-0.3,8,8,8,0,2,8,0,8,8,0,2,edgeCount
921,100,102,0.02,1,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
920,100,88,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
919,100,100,0.02,1,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
918,100,94,0.02,2,,clustered,0.6;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
917,100,107,0.02,2,,clustered,0.6;-0.3,8,32,8,0,2,20,12,20,20,12,2,edgeCount
916,100,89,0.02,1,,clustered,0.6;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
915,100,96,0.02,2,,clustered,0.6;-0.3,6,12,6,0,0,8,2,8,8,2,0,edgeCount
914,100,107,0.02,1,,clustered,0.6;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
913,100,108,0.02,2,,clustered,0.6;-0.3,40,22,9,31,4,-1,-10,-1,-1,-10,4,edgeCount
912,100,91,0.02,1,,clustered,0.6;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
911,100,112,0.02,1,,clustered,0.6;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
