rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,50,182,0.15,8,,clustered,0.5;-0.3,6,8,3,3,0,14,11,14,14,11,0,edgeCount
999,50,200,0.15,3,,clustered,0.5;-0.3,2,2,2,0,18,2,0,6,2,4,6,edgeCount
998,50,174,0.15,7,,clustered,0.5;-0.3,3,8,3,0,0,5,2,5,5,2,0,edgeCount
997,50,163,0.15,7,,clustered,0.5;-0.3,7,6,3,4,0,5,2,3,5,0,0,edgeCount
996,50,191,0.15,5,,clustered,0.5;-0.3,3,2,2,1,0,2,0,3,2,1,0,edgeCount
995,50,193,0.15,5,,clustered,0.5;-0.3,4,4,2,2,26,4,2,12,4,10,8,edgeCount
994,50,184,0.15,7,,clustered,0.5;-0.3,5,8,2,3,0,4,2,10,4,8,0,edgeCount
993,50,183,0.15,8,,clustered,0.5;-0.3,34,14,2,32,22,2,0,14,2,12,6,edgeCount
992,50,199,0.15,4,,clustered,0.5;-0.3,14,22,2,12,0,2,0,10,2,8,0,edgeCount
991,50,153,0.15,5,,clustered,0.5;-0.3,18,5,4,14,6,10,6,6,6,2,2,edgeCount
990,50,179,0.15,6,,clustered,0.5;-0.3,13,3,2,11,14,2,0,7,2,5,4,edgeCount
989,50,178,0.15,6,,clustered,0.5;-0.3,10,2,2,8,0,2,0,2,2,0,0,edgeCount
988,50,179,0.15,7,,clustered,0.5;-0.3,4,8,3,1,6,13,10,7,9,4,2,edgeCount
987,50,160,0.15,5,,clustered,0.5;-0.3,25,15,3,22,12,-1,-4,-1,-1,-4,4,edgeCount
986,50,172,0.15,8,,clustered,0.5;-0.3,7,6,2,5,6,2,0,15,2,13,2,edgeCount
985,50,193,0.15,6,,clustered,0.5;-0.3,4,4,3,1,0,5,2,7,9,4,0,edgeCount
984,50,184,0.15,6,,clustered,0.5;-0.3,4,11,3,1,16,5,2,3,5,0,4,edgeCount
983,50,197,0.15,6,,clustered,0.5;-0.3,5,11,3,2,34,13,10,13,7,10,8,edgeCount
982,50,180,0.15,5,,clustered,0.5;-0.3,3,9,2,1,0,2,0,10,2,8,0,edgeCount
981,50,182,0.15,7,,clustered,0.5;-0.3,4,9,2,2,18,4,2,6,4,4,4,edgeCount
980,50,190,0.15,3,,clustered,0.5;-0.3,8,4,3,5,34,-1,-4,13,15,10,12,edgeCount
979,50,186,0.15,2,,clustered,0.5;-0.3,3,5,3,0,12,3,0,3,3,0,6,edgeCount
978,50,177,0.15,6,,clustered,0.5;-0.3,6,3,2,4,0,4,2,5,4,3,0,edgeCount
977,50,189,0.15,7,,clustered,0.5;-0.3,4,2,2,2,12,2,0,8,2,6,4,edgeCount
976,50,195,0.15,4,,clustered,0.5;-0.3,5,5,3,2,30,14,11,23,19,20,8,edgeCount
975,50,195,0.15,10,,clustered,0.5;-0.3,16,8,2,14,0,4,2,9,4,7,0,edgeCount
974,50,195,0.15,9,,clustered,0.5;-0.3,18,3,3,15,0,5,2,9,9,6,0,edgeCount
973,50,207,0.15,9,,clustered,0.5;-0.3,3,8,2,1,14,6,4,3,6,1,4,edgeCount
972,50,158,0.15,4,,clustered,0.5;-0.3,4,12,4,0,20,10,6,4,4,0,6,edgeCount
971,50,188,0.15,1,,clustered,0.5;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
970,50,160,0.15,6,,clustered,0.5;-0.3,8,3,3,5,6,3,0,3,3,0,2,edgeCount
969,50,163,0.15,4,,clustered,0.5;-0.3,16,14,2,14,24,2,0,7,2,5,10,edgeCount
968,50,185,0.15,6,,clustered,0.5;-0.3,11,9,3,8,6,3,0,3,3,0,2,edgeCount
967,50,192,0.15,4,,clustered,0.5;-0.3,10,16,3,7,0,5,2,5,5,2,0,edgeCount
966,50,185,0.15,5,,clustered,0.5;-0.3,4,3,3,1,0,3,0,3,3,0,0,edgeCount
965,50,192,0.15,4,,clustered,0.5;-0.3,27,36,3,24,16,11,8,7,7,4,4,edgeCount
964,50,191,0.15,4,,clustered,0.5;-0.3,8,10,3,5,32,3,0,3,3,0,8,edgeCount
963,50,175,0.15,9,,clustered,0.5;-0.3,8,7,3,5,6,22,19,22,22,19,2,edgeCount
962,50,198,0.15,9,,clustered,0.5;-0.3,6,8,3,3,0,15,12,15,15,12,0,edgeCount
961,50,180,0.15,9,,clustered,0.5;-0.3,12,2,2,10,0,2,0,2,2,0,0,edgeCount
960,50,193,0.15,8,,clustered,0.5;-0.3,22,5,2,20,20,4,2,7,4,5,6,edgeCount
959,50,177,0.15,3,,clustered,0.5;-0.3,6,16,4,2,34,-1,-5,-1,-1,-5,12,edgeCount
958,50,177,0.15,4,,clustered,0.5;-0.3,3,12,2,1,30,2,0,3,2,1,10,edgeCount
957,50,180,0.15,7,,clustered,0.5;-0.3,3,3,2,1,0,2,0,3,2,1,0,edgeCount
956,50,165,0.15,9,,clustered,0.5;-0.3,2,12,2,0,0,2,0,4,2,2,0,edgeCount
955,50,188,0.15,7,,clustered,0.5;-0.3,4,13,3,1,16,5,2,3,5,0,4,edgeCount
954,50,185,0.15,6,,clustered,0.5;-0.3,4,7,2,2,0,2,0,6,2,4,0,edgeCount
953,50,176,0.15,6,,clustered,0.5;-0.3,3,5,3,0,0,7,4,7,7,4,0,edgeCount
952,50,193,0.15,5,,clustered,0.5;-0.3,5,11,2,3,24,2,0,3,2,1,6,edgeCount
951,50,197,0.15,7,,clustered,0.5;-0.3,14,3,3,11,24,7,4,3,3,0,6,edgeCount
950,50,178,0.15,9,,clustered,0.5;-0.3,18,6,2,16,6,2,0,6,2,4,2,edgeCount
949,50,184,0.15,4,,clustered,0.5;-0.3,13,9,3,10,14,3,0,3,3,0,4,edgeCount
948,50,184,0.15,3,,clustered,0.5;-0.3,4,8,4,0,22,10,6,10,10,6,8,edgeCount
