rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,100,101,0.02,2,,clustered,0.4;-0.3,11,11,7,4,0,7,0,7,7,0,0,edgeCount
999,100,114,0.02,1,,clustered,0.4;-0.3,6,11,6,0,2,6,0,6,11,0,2,edgeCount
998,100,118,0.02,2,,clustered,0.4;-0.3,6,5,5,1,0,5,0,5,5,0,0,edgeCount
997,100,98,0.02,2,,clustered,0.4;-0.3,8,8,8,0,2,8,0,8,8,0,2,edgeCount
996,100,102,0.02,2,,clustered,0.4;-0.3,7,6,6,1,0,6,0,6,6,0,0,edgeCount
995,100,103,0.02,1,,clustered,0.4;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
994,100,93,0.02,2,,clustered,0.4;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
993,100,90,0.02,1,,clustered,0.4;-0.3,8,15,8,0,2,8,0,8,15,0,2,edgeCount
992,100,108,0.02,1,,clustered,0.4;-0.3,7,14,7,0,4,7,0,7,14,0,4,edgeCount
991,100,99,0.02,1,,clustered,0.4;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
990,100,100,0.02,1,,clustered,0.4;-0.3,8,8,8,0,2,8,0,8,8,0,2,edgeCount
989,100,105,0.02,3,,clustered,0.4;-0.3,6,20,5,1,0,5,0,5,5,0,0,edgeCount
988,100,103,0.02,1,,clustered,0.4;-0.3,7,7,7,0,4,7,0,7,7,0,4,edgeCount
987,100,99,0.02,1,,clustered,0.4;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
986,100,102,0.02,2,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
985,100,89,0.02,1,,clustered,0.4;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
984,100,97,0.02,1,,clustered,0.4;-0.3,7,12,7,0,2,7,0,7,12,0,2,edgeCount
983,100,108,0.02,1,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
982,100,118,0.02,1,,clustered,0.4;-0.3,6,10,6,0,2,6,0,6,10,0,2,edgeCount
981,100,91,0.02,1,,clustered,0.4;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
980,100,115,0.02,1,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
979,100,99,0.02,1,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
978,100,110,0.02,2,,clustered,0.4;-0.3,6,10,5,1,0,5,0,5,5,0,0,edgeCount
977,100,88,0.02,1,,clustered,0.4;-0.3,7,7,7,0,2,7,0,7,7,0,2,edgeCount
976,100,89,0.02,1,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
975,100,105,0.02,1,,clustered,0.4;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
974,100,105,0.02,2,,clustered,0.4;-0.3,28,20,6,22,0,6,0,6,6,0,0,edgeCount
973,100,111,0.02,3,,clustered,0.4;-0.3,23,23,7,16,0,21,14,21,21,14,0,edgeCount
972,100,98,0.02,2,,clustered,0.4;-0.3,6,7,6,0,0,6,0,6,6,0,0,edgeCount
971,100,102,0.02,2,,clustered,0.4;-0.3,7,7,7,0,2,7,0,7,7,0,2,edgeCount
970,100,107,0.02,3,,clustered,0.4;-0.3,6,7,6,0,0,10,4,10,10,4,0,edgeCount
969,100,114,0.02,2,,clustered,0.4;-0.3,7,4,4,3,0,4,0,4,4,0,0,edgeCount
968,100,108,0.02,2,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
967,100,101,0.02,3,,clustered,0.4;-0.3,17,5,3,14,0,3,0,3,3,0,0,edgeCount
966,100,111,0.02,1,,clustered,0.4;-0.3,22,14,7,15,4,-1,-8,22,14,15,4,edgeCount
965,100,85,0.02,1,,clustered,0.4;-0.3,6,6,6,0,2,6,0,6,6,0,2,edgeCount
964,100,101,0.02,1,,clustered,0.4;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
963,100,96,0.02,1,,clustered,0.4;-0.3,15,15,15,0,0,15,0,15,15,0,0,edgeCount
962,100,103,0.02,1,,clustered,0.4;-0.3,8,9,8,0,4,8,0,8,9,0,4,edgeCount
961,100,87,0.02,1,,clustered,0.4;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
960,100,90,0.02,2,,clustered,0.4;-0.3,13,11,11,2,0,11,0,11,11,0,0,edgeCount
959,100,106,0.02,3,,clustered,0.4;-0.3,4,10,4,0,0,4,0,10,10,6,0,edgeCount
958,100,90,0.02,1,,clustered,0.4;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
957,100,95,0.02,2,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
956,100,89,0.02,1,,clustered,0.4;-0.3,2,2,2,0,2,2,0,2,2,0,2,edgeCount
955,100,102,0.02,1,,clustered,0.4;-0.3,6,6,6,0,2,6,0,6,6,0,2,edgeCount
954,100,92,0.02,2,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
953,100,93,0.02,1,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
952,100,93,0.02,2,,clustered,0.4;-0.3,20,20,8,12,0,20,12,20,20,12,0,edgeCount
951,100,103,0.02,1,,clustered,0.4;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
950,100,107,0.02,3,,clustered,0.4;-0.3,7,7,5,2,0,16,11,16,16,11,0,edgeCount
949,100,90,0.02,1,,clustered,0.4;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
948,100,105,0.02,1,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
947,100,92,0.02,1,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
946,100,78,0.02,1,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
945,100,95,0.02,1,,clustered,0.4;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
944,100,107,0.02,3,,clustered,0.4;-0.3,18,18,5,13,0,18,13,18,18,13,0,edgeCount
943,100,92,0.02,1,,clustered,0.4;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
942,100,110,0.02,1,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
941,100,107,0.02,1,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
940,100,104,0.02,1,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
939,100,103,0.02,1,,clustered,0.4;-0.3,11,11,11,0,2,11,0,11,11,0,2,edgeCount
938,100,94,0.02,1,,clustered,0.4;-0.3,10,10,10,0,2,10,0,10,10,0,2,edgeCount
937,100,111,0.02,2,,clustered,0.4;-0.3,2,2,2,0,2,2,0,2,2,0,2,edgeCount
936,100,90,0.02,1,,clustered,0.4;-0.3,5,5,5,0,4,5,0,5,5,0,4,edgeCount
935,100,115,0.02,1,,clustered,0.4;-0.3,6,6,6,0,6,6,0,6,6,0,6,edgeCount
934,100,101,0.02,2,,clustered,0.4;-0.3,26,11,8,18,2,8,0,8,8,0,2,edgeCount
933,100,108,0.02,1,,clustered,0.4;-0.3,8,8,8,0,4,8,0,8,8,0,4,edgeCount
932,100,85,0.02,1,,clustered,0.4;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
931,100,107,0.02,2,,clustered,0.4;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
930,100,103,0.02,1,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
929,100,89,0.02,1,,clustered,0.4;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
928,100,101,0.02,1,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
927,100,99,0.02,3,,clustered,0.4;-0.3,18,10,2,16,0,2,0,2,2,0,0,edgeCount
926,100,106,0.02,1,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
925,100,88,0.02,1,,clustered,0.4;-0.3,8,8,8,0,2,8,0,8,8,0,2,edgeCount
924,100,104,0.02,1,,clustered,0.4;-0.3,4,13,4,0,4,4,0,4,13,0,4,edgeCount
923,100,94,0.02,1,,clustered,0.4;-0.3,7,8,7,0,2,7,0,7,8,0,2,edgeCount
922,100,91,0.02,3,,clustered,0.4;-0.3,6,4,3,3,2,4,1,6,4,3,2,edgeCount
921,100,89,0.02,1,,clustered,0.4;-0.3,8,12,8,0,2,8,0,8,12,0,2,edgeCount
920,100,101,0.02,2,,clustered,0.4;-0.3,8,18,4,4,6,4,0,4,13,0,6,edgeCount
919,100,112,0.02,1,,clustered,0.4;-0.3,12,12,6,6,6,-1,-7,12,12,6,6,edgeCount
918,100,105,0.02,1,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
917,100,113,0.02,2,,clustered,0.4;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
916,100,115,0.02,1,,clustered,0.4;-0.3,16,16,8,8,4,-1,-9,16,16,8,4,edgeCount
915,100,100,0.02,1,,clustered,0.4;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
914,100,101,0.02,2,,clustered,0.4;-0.3,5,11,5,0,2,13,8,13,5,8,2,edgeCount
913,100,101,0.02,1,,clustered,0.4;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
912,100,94,0.02,1,,clustered,0.4;-0.3,5,5,5,0,4,-1,-6,5,5,0,4,edgeCount
911,100,111,0.02,1,,clustered,0.4;-0.3,5,10,5,0,8,5,0,5,10,0,8,edgeCount
910,100,88,0.02,2,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
909,100,88,0.02,1,,clustered,0.4;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
908,100,98,0.02,1,,clustered,0.4;-0.3,6,14,6,0,2,6,0,6,14,0,2,edgeCount
907,100,111,0.02,1,,clustered,0.4;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
906,100,117,0.02,3,,clustered,0.4;-0.3,6,6,5,1,0,6,1,6,6,1,0,edgeCount
905,100,114,0.02,1,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
904,100,97,0.02,1,,clustered,0.4;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
903,100,85,0.02,1,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
902,100,120,0.02,2,,clustered,0.4;-0.3,9,9,7,2,0,9,2,9,9,2,0,edgeCount
901,100,117,0.02,1,,clustered,0.4;-0.3,6,6,6,0,2,6,0,6,6,0,2,edgeCount
900,100,106,0.02,2,,clustered,0.4;-0.3,3,5,3,0,0,5,2,5,5,2,0,edgeCount
899,100,101,0.02,1,,clustered,0.4;-0.3,9,9,9,0,6,-1,-10,9,9,0,6,edgeCount
898,100,97,0.02,1,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
897,100,93,0.02,1,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
896,100,84,0.02,2,,clustered,0.4;-0.3,-1,-1,5,-6,2,-1,-6,9,9,4,2,edgeCount
895,100,104,0.02,1,,clustered,0.4;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
894,100,105,0.02,3,,clustered,0.4;-0.3,8,8,8,0,0,22,14,22,22,14,0,edgeCount
893,100,90,0.02,1,,clustered,0.4;-0.3,7,10,7,0,2,7,0,7,10,0,2,edgeCount
892,100,84,0.02,1,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
891,100,92,0.02,1,,clustered,0.4;-0.3,9,9,9,0,2,9,0,9,9,0,2,edgeCount
890,100,111,0.02,2,,clustered,0.4;-0.3,10,8,8,2,0,8,0,8,8,0,0,edgeCount
889,100,98,0.02,1,,clustered,0.4;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
888,100,114,0.02,1,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
887,100,116,0.02,3,,clustered,0.4;-0.3,12,19,4,8,0,4,0,4,4,0,0,edgeCount
886,100,89,0.02,1,,clustered,0.4;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
885,100,103,0.02,1,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
884,100,95,0.02,1,,clustered,0.4;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
883,100,114,0.02,1,,clustered,0.4;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
882,100,104,0.02,3,,clustered,0.4;-0.3,13,13,2,11,0,2,0,2,2,0,0,edgeCount
881,100,116,0.02,1,,clustered,0.4;-0.3,7,7,7,0,4,7,0,7,7,0,4,edgeCount
880,100,105,0.02,1,,clustered,0.4;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
879,100,95,0.02,3,,clustered,0.4;-0.3,5,5,4,1,0,11,7,11,11,7,0,edgeCount
878,100,101,0.02,1,,clustered,0.4;-0.3,7,9,7,0,2,7,0,7,9,0,2,edgeCount
877,100,97,0.02,1,,clustered,0.4;-0.3,5,5,5,0,4,5,0,5,5,0,4,edgeCount
876,100,96,0.02,1,,clustered,0.4;-0.3,7,7,7,0,2,7,0,7,7,0,2,edgeCount
875,100,116,0.02,2,,clustered,0.4;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
874,100,117,0.02,1,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
873,100,96,0.02,2,,clustered,0.4;-0.3,7,5,5,2,0,5,0,5,5,0,0,edgeCount
872,100,106,0.02,1,,clustered,0.4;-0.3,2,2,2,0,4,2,0,2,2,0,4,edgeCount
871,100,96,0.02,2,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
870,100,95,0.02,1,,clustered,0.4;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
869,100,104,0.02,1,,clustered,0.4;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
868,100,107,0.02,1,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
867,100,110,0.02,2,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
866,100,101,0.02,1,,clustered,0.4;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
865,100,90,0.02,1,,clustered,0.4;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
864,100,88,0.02,2,,clustered,0.4;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
863,100,112,0.02,2,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
862,100,107,0.02,1,,clustered,0.4;-0.3,4,14,4,0,8,4,0,4,14,0,8,edgeCount
861,100,89,0.02,3,,clustered,0.4;-0.3,6,10,6,0,2,6,0,6,6,0,2,edgeCount
860,100,85,0.02,1,,clustered,0.4;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
859,100,110,0.02,1,,clustered,0.4;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
858,100,127,0.02,2,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
857,100,85,0.02,1,,clustered,0.4;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
856,100,98,0.02,1,,clustered,0.4;-0.3,8,8,8,0,2,8,0,8,8,0,2,edgeCount
855,100,96,0.02,1,,clustered,0.4;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
854,100,85,0.02,1,,clustered,0.4;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
853,100,92,0.02,1,,clustered,0.4;-0.3,6,6,6,0,4,6,0,6,6,0,4,edgeCount
852,100,99,0.02,2,,clustered,0.4;-0.3,4,3,3,1,0,3,0,3,3,0,0,edgeCount
