rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
500,100,248,0.05,3,2,adversarial,0.82,3,3,6,-3,0,17,3,3,0
499,100,227,0.05,2,1,adversarial,0.54,3,3,3,0,18,3,3,3,10
498,100,245,0.05,4,3,adversarial,0.83,3,4,3,0,0,11,3,3,0
497,100,265,0.05,3,2,adversarial,0.54,2,2,2,0,0,2,2,2,0
496,100,260,0.05,3,2,adversarial,0.3,3,4,3,0,0,3,3,3,0
495,100,229,0.05,3,2,adversarial,0.31,3,3,3,0,0,3,3,3,0
494,100,253,0.05,4,3,adversarial,0.87,2,2,4,-2,16,10,2,2,8
493,100,247,0.05,3,2,adversarial,0.52,4,8,4,0,0,4,4,4,0
492,100,220,0.05,3,2,adversarial,0.74,2,2,2,0,0,2,2,2,0
491,100,254,0.05,1,0,adversarial,0.8,4,4,4,0,0,4,4,4,0
490,100,234,0.05,4,3,adversarial,0.48,2,2,4,-2,10,10,2,2,4
489,100,259,0.05,4,3,adversarial,0.74,4,10,4,0,0,4,4,4,0
488,100,239,0.05,4,3,adversarial,0.57,2,2,2,0,0,2,2,2,0
487,100,253,0.05,5,4,adversarial,0.68,3,3,4,-1,14,8,3,3,6
486,100,224,0.05,5,4,adversarial,0.56,3,3,3,0,20,3,3,3,10
485,100,272,0.05,5,4,adversarial,0.74,3,3,3,0,0,3,3,3,0
484,100,248,0.05,5,4,adversarial,0.83,3,3,4,-1,6,12,3,3,2
483,100,244,0.05,7,6,adversarial,0.72,2,2,3,-1,0,5,2,2,0
482,100,244,0.05,5,4,adversarial,0.31,3,3,3,0,6,7,3,3,4
481,100,269,0.05,2,1,adversarial,0.67,4,4,6,-2,0,12,4,4,0
480,100,227,0.05,2,1,adversarial,0.44,3,3,3,0,12,9,3,3,8
479,100,245,0.05,3,2,adversarial,0.82,4,4,5,-1,0,17,4,4,0
478,100,260,0.05,3,2,adversarial,0.4,4,4,4,0,38,4,4,4,14
477,100,241,0.05,3,2,adversarial,0.33,4,6,4,0,18,4,4,6,10
476,100,252,0.05,3,2,adversarial,0.7,3,3,3,0,2,3,3,3,2
475,100,264,0.05,4,3,adversarial,0.9,2,2,4,-2,14,18,2,2,6
474,100,240,0.05,2,1,adversarial,0.86,3,5,3,0,8,3,3,3,4
473,100,226,0.05,5,4,adversarial,0.4,4,4,4,0,0,4,4,4,0
472,100,222,0.05,5,4,adversarial,0.48,4,4,4,0,0,4,4,4,0
471,100,240,0.05,3,2,adversarial,0.38,2,2,2,0,0,2,2,2,0
470,100,231,0.05,4,3,adversarial,0.39,3,3,4,-1,0,8,3,3,0
469,100,262,0.05,6,5,adversarial,0.8,3,3,4,-1,22,24,3,3,8
468,100,236,0.05,4,3,adversarial,0.72,4,7,4,0,2,4,4,4,2
467,100,242,0.05,2,1,adversarial,0.73,4,7,4,0,0,4,4,4,0
466,100,274,0.05,1,0,adversarial,0.48,5,6,5,0,6,8,5,6,6
465,100,271,0.05,3,2,adversarial,0.59,4,4,4,0,16,12,2,2,6
464,100,228,0.05,4,3,adversarial,0.35,2,2,2,0,4,2,2,2,2
463,100,253,0.05,4,3,adversarial,0.37,3,3,3,0,0,3,3,3,0
462,100,245,0.05,4,3,adversarial,0.41,3,3,3,0,8,3,3,3,4
461,100,269,0.05,2,1,adversarial,0.43,4,5,4,0,12,4,4,4,6
460,100,271,0.05,4,3,adversarial,0.6,3,3,4,-1,8,12,3,3,4
459,100,255,0.05,2,1,adversarial,0.5,4,6,4,0,0,10,4,4,0
458,100,255,0.05,1,0,adversarial,0.87,6,6,6,0,4,10,6,6,4
457,100,224,0.05,1,0,adversarial,0.89,3,6,3,0,4,3,3,6,4
456,100,262,0.05,4,3,adversarial,0.68,3,3,2,1,0,2,2,2,0
455,100,242,0.05,9,8,adversarial,0.87,2,2,2,0,2,4,2,2,2
454,100,243,0.05,4,3,adversarial,0.66,3,3,5,-2,4,15,3,3,2
453,100,242,0.05,3,2,adversarial,0.38,4,5,4,0,0,4,4,4,0
452,100,256,0.05,4,3,adversarial,0.51,4,9,4,0,2,4,4,4,2
451,100,256,0.05,5,4,adversarial,0.31,2,2,3,-1,0,5,2,2,0
450,100,240,0.05,3,2,adversarial,0.37,4,7,4,0,0,10,4,4,0
449,100,253,0.05,4,3,adversarial,0.9,2,2,2,0,20,2,2,2,8
448,100,261,0.05,2,1,adversarial,0.33,5,5,5,0,0,5,5,5,0
447,100,225,0.05,2,1,adversarial,0.58,3,4,3,0,16,3,3,4,10
446,100,252,0.05,2,1,adversarial,0.64,4,4,4,0,0,4,4,4,0
445,100,254,0.05,5,4,adversarial,0.64,2,2,3,-1,14,5,2,2,8
444,100,265,0.05,3,2,adversarial,0.58,3,3,3,0,0,5,2,2,0
443,100,239,0.05,4,3,adversarial,0.82,4,4,4,0,0,17,4,4,0
442,100,246,0.05,5,4,adversarial,0.85,3,3,3,0,0,3,3,3,0
441,100,246,0.05,3,2,adversarial,0.46,2,2,2,0,0,2,2,2,0
440,100,256,0.05,3,2,adversarial,0.86,4,5,4,0,0,6,2,2,0
439,100,259,0.05,3,2,adversarial,0.32,2,2,2,0,22,2,2,2,12
438,100,240,0.05,1,0,adversarial,0.61,2,2,2,0,2,2,2,2,2
437,100,229,0.05,4,3,adversarial,0.5,4,10,4,0,0,10,4,4,0
436,100,246,0.05,4,3,adversarial,0.72,3,6,3,0,0,8,3,3,0
435,100,280,0.05,4,3,adversarial,0.87,2,2,2,0,4,2,2,2,2
434,100,284,0.05,2,1,adversarial,0.32,3,6,3,0,4,3,3,3,2
433,100,250,0.05,3,2,adversarial,0.74,4,4,4,0,16,4,4,4,6
432,100,229,0.05,3,2,adversarial,0.31,4,5,4,0,0,4,4,4,0
430,100,275,0.05,6,5,adversarial,0.43,2,2,2,0,0,2,2,2,0
429,100,260,0.05,11,10,adversarial,0.33,2,2,2,0,0,2,2,2,0
428,100,243,0.05,4,3,adversarial,0.45,4,4,4,0,0,10,4,4,0
427,100,250,0.05,3,2,adversarial,0.56,3,3,3,0,0,3,3,3,0
426,100,257,0.05,4,3,adversarial,0.76,3,3,3,0,12,7,3,3,6
425,100,255,0.05,5,4,adversarial,0.52,3,5,3,0,2,3,3,3,2
424,100,274,0.05,2,1,adversarial,0.43,5,5,5,0,0,5,5,5,0
423,100,211,0.05,3,2,adversarial,0.45,2,2,2,0,12,2,2,2,6
422,100,250,0.05,4,3,adversarial,0.61,2,2,4,-2,20,24,2,2,8
421,100,233,0.05,3,2,adversarial,0.49,3,3,3,0,2,3,3,3,2
420,100,240,0.05,3,2,adversarial,0.49,3,3,3,0,10,7,3,3,4
419,100,246,0.05,4,3,adversarial,0.38,3,3,4,-1,6,8,3,3,4
418,100,237,0.05,3,2,adversarial,0.43,4,4,4,0,0,4,4,4,0
417,100,224,0.05,7,6,adversarial,0.35,2,2,2,0,0,2,2,2,0
416,100,268,0.05,3,2,adversarial,0.37,3,7,3,0,0,3,3,3,0
415,100,268,0.05,4,3,adversarial,0.5,3,3,3,0,4,3,3,3,2
414,100,292,0.05,3,2,adversarial,0.47,3,3,4,-1,0,8,3,3,0
413,100,223,0.05,5,4,adversarial,0.82,2,2,2,0,0,2,2,2,0
412,100,240,0.05,3,2,adversarial,0.81,2,2,4,-2,0,10,2,2,0
411,100,247,0.05,2,1,adversarial,0.38,5,7,5,0,0,5,5,5,0
410,100,263,0.05,4,3,adversarial,0.61,3,3,4,-1,0,8,3,3,0
409,100,240,0.05,3,2,adversarial,0.88,2,2,5,-3,16,14,2,2,8
408,100,261,0.05,6,5,adversarial,0.48,3,3,3,0,0,7,3,3,0
407,100,243,0.05,5,4,adversarial,0.83,3,3,3,0,16,18,3,3,8
406,100,266,0.05,4,3,adversarial,0.63,3,3,4,-1,20,8,3,3,8
405,100,243,0.05,1,0,adversarial,0.33,4,6,4,0,6,4,4,6,6
404,100,266,0.05,4,3,adversarial,0.7,3,3,4,-1,0,8,3,3,0
403,100,242,0.05,3,2,adversarial,0.89,4,7,4,0,0,4,4,4,0
402,100,240,0.05,6,5,adversarial,0.63,3,3,3,0,6,7,3,3,2
401,100,241,0.05,3,2,adversarial,0.38,4,7,4,0,0,4,4,4,0
400,100,246,0.05,3,2,adversarial,0.61,4,4,4,0,6,10,4,4,2
399,100,259,0.05,8,7,adversarial,0.31,2,2,2,0,0,2,2,2,0
398,100,241,0.05,3,2,adversarial,0.46,3,3,3,0,0,3,3,3,0
397,100,236,0.05,1,0,adversarial,0.6,4,8,5,-1,6,6,4,8,6
396,100,249,0.05,4,3,adversarial,0.9,3,3,5,-2,4,26,3,3,2
395,100,232,0.05,5,4,adversarial,0.72,3,3,3,0,4,16,3,3,2
394,100,233,0.05,4,3,adversarial,0.5,2,2,4,-2,0,9,2,2,0
393,100,261,0.05,2,1,adversarial,0.7,3,3,3,0,16,7,3,3,8
392,100,252,0.05,6,5,adversarial,0.51,3,3,4,-1,0,8,3,3,0
391,100,231,0.05,1,0,adversarial,0.78,5,5,5,0,0,5,5,5,0
390,100,240,0.05,5,4,adversarial,0.63,2,2,2,0,0,2,2,2,0
389,100,255,0.05,4,3,adversarial,0.38,3,3,3,0,0,3,3,3,0
388,100,258,0.05,7,6,adversarial,0.3,3,3,3,0,0,3,3,3,0
387,100,261,0.05,2,1,adversarial,0.35,3,6,2,1,0,2,2,2,0
386,100,257,0.05,1,0,adversarial,0.43,3,5,3,0,4,3,3,5,4
385,100,232,0.05,2,1,adversarial,0.84,4,7,4,0,0,10,4,4,0
384,100,238,0.05,1,0,adversarial,0.86,4,4,4,0,0,4,4,4,0
383,100,236,0.05,5,4,adversarial,0.76,3,3,3,0,0,3,3,3,0
382,100,229,0.05,5,4,adversarial,0.65,4,6,4,0,0,4,4,4,0
381,100,274,0.05,7,6,adversarial,0.8,2,2,3,-1,0,27,2,2,0
380,100,262,0.05,5,4,adversarial,0.59,3,3,3,0,0,3,3,3,0
379,100,263,0.05,7,6,adversarial,0.58,3,3,4,-1,0,12,3,3,0
378,100,244,0.05,3,2,adversarial,0.76,3,3,5,-2,0,9,3,3,0
377,100,272,0.05,3,2,adversarial,0.49,3,3,3,0,16,7,3,3,6
376,100,262,0.05,4,3,adversarial,0.4,3,3,4,-1,0,8,3,3,0
375,100,224,0.05,4,3,adversarial,0.6,3,3,3,0,8,7,3,3,4
374,100,273,0.05,5,4,adversarial,0.57,2,2,3,-1,16,5,2,2,8
373,100,243,0.05,5,4,adversarial,0.62,4,5,5,-1,0,23,4,4,0
372,100,253,0.05,1,0,adversarial,0.38,2,2,2,0,10,2,2,2,10
371,100,248,0.05,3,2,adversarial,0.34,4,5,4,0,0,4,4,4,0
370,100,284,0.05,4,3,adversarial,0.42,2,2,2,0,12,2,2,2,4
369,100,218,0.05,2,1,adversarial,0.34,4,5,5,-1,14,11,4,4,8
368,100,279,0.05,2,1,adversarial,0.34,3,5,3,0,0,3,3,3,0
367,100,239,0.05,1,0,adversarial,0.86,4,4,4,0,0,4,4,4,0
366,100,236,0.05,2,1,adversarial,0.8,3,7,3,0,0,3,3,3,0
365,100,217,0.05,5,4,adversarial,0.76,2,2,4,-2,0,6,2,2,0
364,100,253,0.05,2,1,adversarial,0.72,4,4,4,0,8,4,4,4,4
363,100,271,0.05,2,1,adversarial,0.39,3,3,3,0,0,3,3,3,0
362,100,234,0.05,2,1,adversarial,0.57,4,7,4,0,12,4,4,4,6
361,100,246,0.05,3,2,adversarial,0.53,3,3,5,-2,10,9,3,3,4
360,100,241,0.05,4,3,adversarial,0.58,3,3,3,0,14,7,3,3,6
359,100,259,0.05,3,2,adversarial,0.46,4,7,5,-1,10,19,4,4,4
358,100,248,0.05,4,3,adversarial,0.42,3,3,2,1,0,2,2,2,0
357,100,251,0.05,6,5,adversarial,0.77,3,3,4,-1,0,12,3,3,0
356,100,249,0.05,5,4,adversarial,0.63,3,3,3,0,0,7,3,3,0
355,100,254,0.05,3,2,adversarial,0.6,3,8,3,0,0,3,3,3,0
354,100,243,0.05,2,1,adversarial,0.73,3,5,5,-2,12,14,3,3,6
353,100,241,0.05,6,5,adversarial,0.6,3,3,3,0,0,20,3,3,0
352,100,240,0.05,4,3,adversarial,0.84,3,3,3,0,0,7,3,3,0
351,100,256,0.05,3,2,adversarial,0.85,3,3,3,0,22,11,3,4,8
350,100,263,0.05,6,5,adversarial,0.47,2,2,3,-1,0,5,2,2,0
349,100,248,0.05,5,4,adversarial,0.39,3,3,3,0,0,4,3,3,0
348,100,239,0.05,3,2,adversarial,0.87,4,6,4,0,0,4,4,4,0
347,100,245,0.05,4,3,adversarial,0.81,4,5,4,0,0,4,4,4,0
346,100,220,0.05,4,3,adversarial,0.72,3,3,3,0,0,3,3,3,0
345,100,240,0.05,5,4,adversarial,0.54,2,2,2,0,0,2,2,2,0
344,100,257,0.05,4,3,adversarial,0.74,2,2,4,-2,0,6,2,2,0
343,100,260,0.05,4,3,adversarial,0.3,4,4,4,0,26,4,4,4,10
342,100,250,0.05,7,6,adversarial,0.71,3,3,4,-1,4,18,3,3,2
341,100,220,0.05,5,4,adversarial,0.44,2,2,3,-1,4,5,2,2,2
340,100,243,0.05,4,3,adversarial,0.58,3,3,3,0,10,7,3,3,4
339,100,231,0.05,7,6,adversarial,0.78,2,2,2,0,2,2,2,2,2
338,100,221,0.05,2,1,adversarial,0.36,4,6,4,0,0,4,4,4,0
337,100,242,0.05,1,0,adversarial,0.6,4,4,4,0,0,4,4,4,0
336,100,254,0.05,2,1,adversarial,0.3,2,2,2,0,24,2,2,2,12
335,100,226,0.05,2,1,adversarial,0.85,3,3,3,0,0,3,3,3,0
334,100,270,0.05,1,0,adversarial,0.7,2,2,2,0,0,2,2,2,0
333,100,246,0.05,3,2,adversarial,0.36,2,2,2,0,4,2,2,2,2
332,100,238,0.05,1,0,adversarial,0.84,5,5,5,0,0,5,5,5,0
331,100,269,0.05,2,1,adversarial,0.71,3,3,5,-2,0,9,3,3,0
330,100,238,0.05,2,1,adversarial,0.59,4,4,4,0,0,4,4,4,0
329,100,281,0.05,6,5,adversarial,0.74,4,4,4,0,0,16,4,4,0
328,100,235,0.05,5,4,adversarial,0.49,3,3,3,0,0,3,3,3,0
327,100,257,0.05,5,4,adversarial,0.78,3,3,3,0,6,7,3,3,2
326,100,265,0.05,2,1,adversarial,0.36,3,3,3,0,8,7,3,3,4
325,100,216,0.05,2,1,adversarial,0.31,4,5,4,0,20,10,4,6,10
324,100,245,0.05,4,3,adversarial,0.84,4,5,4,0,0,4,4,4,0
323,100,258,0.05,3,2,adversarial,0.7,4,4,4,0,0,10,4,4,0
322,100,228,0.05,4,3,adversarial,0.48,3,3,3,0,0,3,3,3,0
321,100,244,0.05,7,6,adversarial,0.83,3,3,3,0,18,3,3,3,8
320,100,236,0.05,4,3,adversarial,0.57,4,6,4,0,18,4,4,7,10
319,100,272,0.05,7,6,adversarial,0.82,3,3,3,0,0,3,3,3,0
318,100,272,0.05,6,5,adversarial,0.61,2,2,2,0,0,2,2,2,0
317,100,256,0.05,3,2,adversarial,0.74,4,9,4,0,6,4,4,4,2
316,100,260,0.05,4,3,adversarial,0.72,4,6,6,-2,2,26,4,4,2
315,100,237,0.05,3,2,adversarial,0.68,3,3,4,-1,12,12,3,3,4
314,100,226,0.05,2,1,adversarial,0.55,3,9,3,0,0,3,3,3,0
313,100,234,0.05,3,2,adversarial,0.49,3,3,4,-1,6,8,3,3,4
312,100,230,0.05,4,3,adversarial,0.38,3,3,3,0,4,3,3,3,2
311,100,241,0.05,4,3,adversarial,0.89,3,3,4,-1,8,8,3,3,4
310,100,251,0.05,7,6,adversarial,0.6,2,2,3,-1,0,9,2,2,0
309,100,271,0.05,5,4,adversarial,0.49,3,3,3,0,0,3,3,3,0
308,100,243,0.05,4,3,adversarial,0.75,3,3,4,-1,0,14,3,3,0
307,100,246,0.05,3,2,adversarial,0.86,3,9,5,-2,18,14,3,3,8
306,100,252,0.05,2,1,adversarial,0.58,5,7,5,0,0,5,5,5,0
305,100,252,0.05,2,1,adversarial,0.64,4,5,4,0,24,4,4,6,12
304,100,243,0.05,3,2,adversarial,0.52,4,5,4,0,0,4,4,4,0
303,100,272,0.05,5,4,adversarial,0.61,3,3,4,-1,0,12,3,3,0
302,100,238,0.05,6,5,adversarial,0.8,2,2,4,-2,0,16,2,2,0
301,100,271,0.05,3,2,adversarial,0.88,4,6,4,0,18,4,4,7,6
300,100,225,0.05,4,3,adversarial,0.46,3,3,3,0,0,3,3,3,0
299,100,228,0.05,2,1,adversarial,0.38,4,6,4,0,0,4,4,4,0
298,100,261,0.05,5,4,adversarial,0.76,3,3,3,0,0,7,3,3,0
297,100,251,0.05,7,6,adversarial,0.39,3,3,3,0,6,7,3,3,2
296,100,242,0.05,4,3,adversarial,0.63,3,12,3,0,0,3,3,3,0
295,100,260,0.05,4,3,adversarial,0.3,3,3,3,0,16,7,3,3,6
294,100,226,0.05,7,6,adversarial,0.77,2,2,4,-2,0,25,2,2,0
293,100,252,0.05,6,5,adversarial,0.38,2,2,2,0,12,2,2,2,6
292,100,253,0.05,2,1,adversarial,0.44,4,6,4,0,16,10,4,6,8
291,100,220,0.05,6,5,adversarial,0.65,4,4,4,0,0,10,4,4,0
290,100,245,0.05,3,2,adversarial,0.48,4,4,4,0,14,4,4,4,6
289,100,251,0.05,7,6,adversarial,0.77,4,6,4,0,0,22,4,4,0
288,100,276,0.05,4,3,adversarial,0.9,3,3,4,-1,0,8,3,3,0
287,100,265,0.05,4,3,adversarial,0.41,2,2,2,0,0,2,2,2,0
286,100,256,0.05,5,4,adversarial,0.87,2,2,5,-3,0,7,2,2,0
285,100,250,0.05,4,3,adversarial,0.78,3,3,4,-1,10,14,3,3,4
284,100,229,0.05,4,3,adversarial,0.44,3,3,3,0,14,3,3,3,6
