rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
500,100,253,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
499,100,265,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
498,100,253,0.05,5,4,random,-1,5,5,4,1,0,4,4,4,0
497,100,260,0.05,7,6,random,-1,3,7,3,0,0,3,3,3,0
496,100,232,0.05,5,4,random,-1,3,3,3,0,6,3,3,3,2
495,100,269,0.05,2,1,random,-1,4,4,4,0,0,4,4,4,0
494,100,251,0.05,1,0,random,-1,4,5,4,0,4,4,4,5,4
493,100,210,0.05,4,3,random,-1,2,2,2,0,10,2,2,2,4
492,100,228,0.05,4,3,random,-1,3,3,3,0,18,3,3,3,10
491,100,254,0.05,1,0,random,-1,4,4,4,0,0,4,4,4,0
490,100,242,0.05,3,2,random,-1,3,3,3,0,16,3,3,3,8
489,100,253,0.05,5,4,random,-1,4,4,4,0,0,4,4,4,0
488,100,250,0.05,2,1,random,-1,5,5,5,0,0,5,5,5,0
487,100,266,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
486,100,264,0.05,5,4,random,-1,3,3,3,0,8,3,3,3,4
485,100,261,0.05,3,2,random,-1,3,3,3,0,36,3,3,3,12
484,100,254,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
483,100,262,0.05,2,1,random,-1,4,4,4,0,0,4,4,4,0
482,100,252,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
481,100,244,0.05,5,4,random,-1,4,4,4,0,0,4,4,4,0
480,100,261,0.05,3,2,random,-1,3,5,3,0,6,3,3,3,2
479,100,231,0.05,4,3,random,-1,4,5,4,0,0,4,4,4,0
478,100,249,0.05,3,2,random,-1,3,5,3,0,0,3,3,3,0
477,100,268,0.05,3,2,random,-1,4,6,2,2,26,2,2,2,10
476,100,258,0.05,6,5,random,-1,2,2,2,0,0,2,2,2,0
