rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,100,107,0.02,1,,clustered,0.3;-0.3,6,6,6,0,2,6,0,6,6,0,2,edgeCount
999,100,101,0.02,2,,clustered,0.3;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
998,100,87,0.02,1,,clustered,0.3;-0.3,10,10,10,0,6,10,0,10,10,0,6,edgeCount
997,100,102,0.02,2,,clustered,0.3;-0.3,7,8,3,4,0,3,0,3,3,0,0,edgeCount
996,100,98,0.02,1,,clustered,0.3;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
995,100,100,0.02,1,,clustered,0.3;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
994,100,110,0.02,1,,clustered,0.3;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
993,100,103,0.02,1,,clustered,0.3;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
992,100,116,0.02,3,,clustered,0.3;-0.3,4,4,4,0,4,6,2,6,6,2,4,edgeCount
991,100,106,0.02,2,,clustered,0.3;-0.3,7,6,6,1,0,6,0,6,6,0,0,edgeCount
990,100,99,0.02,1,,clustered,0.3;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
989,100,98,0.02,2,,clustered,0.3;-0.3,4,5,4,0,2,4,0,4,4,0,2,edgeCount
988,100,107,0.02,2,,clustered,0.3;-0.3,8,8,3,5,2,3,0,3,3,0,2,edgeCount
987,100,98,0.02,1,,clustered,0.3;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
986,100,107,0.02,1,,clustered,0.3;-0.3,7,7,7,0,2,7,0,7,7,0,2,edgeCount
985,100,95,0.02,1,,clustered,0.3;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
984,100,103,0.02,1,,clustered,0.3;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
983,100,121,0.02,2,,clustered,0.3;-0.3,10,11,7,3,0,7,0,7,7,0,0,edgeCount
982,100,116,0.02,5,,clustered,0.3;-0.3,4,3,3,1,0,3,0,3,3,0,0,edgeCount
981,100,92,0.02,1,,clustered,0.3;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
980,100,106,0.02,1,,clustered,0.3;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
979,100,98,0.02,1,,clustered,0.3;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
978,100,112,0.02,1,,clustered,0.3;-0.3,6,6,6,0,2,6,0,6,6,0,2,edgeCount
977,100,92,0.02,1,,clustered,0.3;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
976,100,93,0.02,1,,clustered,0.3;-0.3,8,17,8,0,2,8,0,8,17,0,2,edgeCount
975,100,111,0.02,2,,clustered,0.3;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
974,100,114,0.02,1,,clustered,0.3;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
973,100,103,0.02,1,,clustered,0.3;-0.3,8,8,8,0,2,8,0,8,8,0,2,edgeCount
972,100,97,0.02,1,,clustered,0.3;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
971,100,86,0.02,2,,clustered,0.3;-0.3,5,6,5,0,2,5,0,5,6,0,2,edgeCount
970,100,93,0.02,1,,clustered,0.3;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
969,100,110,0.02,4,,clustered,0.3;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
968,100,94,0.02,1,,clustered,0.3;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
967,100,113,0.02,2,,clustered,0.3;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
966,100,81,0.02,1,,clustered,0.3;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
965,100,110,0.02,1,,clustered,0.3;-0.3,8,10,8,0,2,8,0,8,10,0,2,edgeCount
964,100,90,0.02,1,,clustered,0.3;-0.3,3,3,3,0,4,3,0,3,3,0,4,edgeCount
963,100,101,0.02,1,,clustered,0.3;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
962,100,104,0.02,1,,clustered,0.3;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
961,100,87,0.02,1,,clustered,0.3;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
960,100,105,0.02,2,,clustered,0.3;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
959,100,88,0.02,1,,clustered,0.3;-0.3,2,2,2,0,6,2,0,2,2,0,6,edgeCount
958,100,98,0.02,2,,clustered,0.3;-0.3,6,4,4,2,2,4,0,4,4,0,2,edgeCount
957,100,91,0.02,1,,clustered,0.3;-0.3,4,4,4,0,4,4,0,4,4,0,4,edgeCount
956,100,95,0.02,1,,clustered,0.3;-0.3,4,6,4,0,8,4,0,4,6,0,8,edgeCount
955,100,96,0.02,1,,clustered,0.3;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
954,100,104,0.02,2,,clustered,0.3;-0.3,7,14,3,4,0,3,0,3,3,0,0,edgeCount
953,100,111,0.02,2,,clustered,0.3;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
952,100,101,0.02,1,,clustered,0.3;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
951,100,84,0.02,1,,clustered,0.3;-0.3,5,5,5,0,4,5,0,5,5,0,4,edgeCount
950,100,105,0.02,1,,clustered,0.3;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
949,100,80,0.02,1,,clustered,0.3;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
948,100,89,0.02,1,,clustered,0.3;-0.3,10,17,10,0,2,10,0,10,17,0,2,edgeCount
947,100,102,0.02,1,,clustered,0.3;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
946,100,102,0.02,2,,clustered,0.3;-0.3,17,5,5,12,2,5,0,5,5,0,2,edgeCount
945,100,108,0.02,3,,clustered,0.3;-0.3,3,3,3,0,0,5,2,3,3,0,0,edgeCount
