rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,40,108,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
976,40,94,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
974,40,124,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,13,10,-1,-1,-4,0,shortest
973,40,121,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
972,40,118,0.15,1,0,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
971,40,113,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
970,40,114,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
969,40,115,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
968,40,126,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,6,2,-1,-1,-5,0,shortest
967,40,107,0.15,5,4,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
966,40,118,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,9,6,-1,-1,-4,0,shortest
965,40,108,0.15,1,0,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
964,40,119,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
963,40,118,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
962,40,105,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,13,9,-1,-1,-5,0,shortest
961,40,107,0.15,3,2,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
960,40,97,0.15,7,6,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
959,40,111,0.15,2,1,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
958,40,108,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,12,8,-1,-1,-5,0,shortest
957,40,103,0.15,4,3,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
956,40,105,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
955,40,92,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
954,40,109,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
953,40,119,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
952,40,111,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,12,8,-1,-1,-5,0,shortest
951,40,128,0.15,2,1,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
950,40,129,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
949,40,118,0.15,5,4,clustered,0.6;-0.3,-1,-1,2,-3,0,4,2,-1,-1,-3,0,shortest
947,40,125,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
946,40,118,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
945,40,122,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
944,40,114,0.15,3,2,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
943,40,115,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
942,40,107,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
941,40,109,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,9,6,-1,-1,-4,0,shortest
940,40,127,0.15,8,7,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
939,40,129,0.15,9,8,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
938,40,122,0.15,1,0,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
937,40,118,0.15,3,2,clustered,0.6;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
936,40,119,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
935,40,124,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
934,40,116,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
933,40,125,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
931,40,111,0.15,5,4,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
930,40,106,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
929,40,110,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
926,40,113,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
925,40,126,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
924,40,118,0.15,6,5,clustered,0.6;-0.3,-1,-1,4,-5,0,16,12,-1,-1,-5,0,shortest
923,40,120,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
922,40,111,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,16,12,-1,-1,-5,0,shortest
921,40,132,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
920,40,112,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,10,6,-1,-1,-5,0,shortest
919,40,107,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
918,40,105,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
917,40,115,0.15,7,6,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
916,40,116,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
915,40,138,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,9,6,-1,-1,-4,0,shortest
914,40,114,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
913,40,108,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
912,40,124,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
911,40,112,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,12,8,-1,-1,-5,0,shortest
910,40,106,0.15,3,2,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
909,40,117,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
908,40,118,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,10,6,-1,-1,-5,0,shortest
906,40,120,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,12,8,-1,-1,-5,0,shortest
905,40,115,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
904,40,125,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
903,40,127,0.15,4,3,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
902,40,136,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
901,40,105,0.15,1,0,clustered,0.6;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
900,40,126,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
899,40,114,0.15,2,1,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
898,40,115,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
897,40,113,0.15,4,3,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
896,40,103,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
895,40,120,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
894,40,126,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
893,40,106,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
892,40,103,0.15,2,1,clustered,0.6;-0.3,-1,-1,4,-5,0,8,4,-1,-1,-5,0,shortest
891,40,102,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,14,11,-1,-1,-4,0,shortest
890,40,121,0.15,7,6,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
889,40,114,0.15,1,0,clustered,0.6;-0.3,-1,-1,4,-5,0,4,0,-1,-1,-5,0,shortest
887,40,124,0.15,1,0,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
886,40,136,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
885,40,120,0.15,7,6,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
884,40,115,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
883,40,127,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
882,40,132,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,13,10,-1,-1,-4,0,shortest
881,40,117,0.15,6,5,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
880,40,120,0.15,7,6,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
879,40,125,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,9,6,-1,-1,-4,0,shortest
878,40,115,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
877,40,113,0.15,2,1,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
876,40,133,0.15,7,6,clustered,0.6;-0.3,-1,-1,3,-4,0,13,10,-1,-1,-4,0,shortest
875,40,116,0.15,7,6,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
874,40,120,0.15,8,7,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
872,40,109,0.15,6,5,clustered,0.6;-0.3,-1,-1,2,-3,0,8,6,-1,-1,-3,0,shortest
871,40,133,0.15,5,4,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
870,40,115,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
869,40,127,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,17,14,-1,-1,-4,0,shortest
868,40,114,0.15,5,4,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
865,40,99,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
864,40,135,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,11,8,-1,-1,-4,0,shortest
863,40,133,0.15,9,8,clustered,0.6;-0.3,-1,-1,3,-4,0,13,10,-1,-1,-4,0,shortest
862,40,138,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
861,40,109,0.15,1,0,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
860,40,131,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
859,40,115,0.15,6,5,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
858,40,108,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,10,6,-1,-1,-5,0,shortest
857,40,120,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
856,40,122,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,13,10,-1,-1,-4,0,shortest
855,40,106,0.15,2,1,clustered,0.6;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
854,40,101,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,12,9,-1,-1,-4,0,shortest
853,40,101,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
852,40,131,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
851,40,119,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
850,40,119,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,9,6,-1,-1,-4,0,shortest
849,40,114,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,9,6,-1,-1,-4,0,shortest
848,40,114,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
847,40,108,0.15,5,4,clustered,0.6;-0.3,-1,-1,4,-5,0,10,6,-1,-1,-5,0,shortest
846,40,125,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
845,40,125,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
844,40,133,0.15,3,2,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
842,40,131,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
841,40,123,0.15,5,4,clustered,0.6;-0.3,-1,-1,4,-5,0,22,18,-1,-1,-5,0,shortest
840,40,123,0.15,7,6,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
839,40,112,0.15,7,6,clustered,0.6;-0.3,-1,-1,4,-5,0,16,12,-1,-1,-5,0,shortest
838,40,108,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,12,8,-1,-1,-5,0,shortest
837,40,112,0.15,6,5,clustered,0.6;-0.3,-1,-1,2,-3,0,4,2,-1,-1,-3,0,shortest
836,40,112,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
835,40,104,0.15,5,4,clustered,0.6;-0.3,-1,-1,4,-5,0,10,6,-1,-1,-5,0,shortest
834,40,113,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,14,11,-1,-1,-4,0,shortest
833,40,119,0.15,7,6,clustered,0.6;-0.3,-1,-1,3,-4,0,13,10,-1,-1,-4,0,shortest
832,40,101,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,6,2,-1,-1,-5,0,shortest
831,40,116,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
830,40,136,0.15,8,7,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
829,40,111,0.15,7,6,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
828,40,107,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
827,40,97,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
826,40,125,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,11,8,-1,-1,-4,0,shortest
825,40,112,0.15,5,4,clustered,0.6;-0.3,-1,-1,4,-5,0,16,12,-1,-1,-5,0,shortest
824,40,101,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
823,40,126,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
822,40,102,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
821,40,133,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
820,40,109,0.15,7,6,clustered,0.6;-0.3,-1,-1,2,-3,0,6,4,-1,-1,-3,0,shortest
818,40,105,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
817,40,126,0.15,6,5,clustered,0.6;-0.3,-1,-1,4,-5,0,22,18,-1,-1,-5,0,shortest
816,40,136,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
815,40,121,0.15,2,1,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
814,40,119,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
813,40,130,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
812,40,127,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,10,6,-1,-1,-5,0,shortest
811,40,121,0.15,1,0,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
810,40,102,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,16,12,-1,-1,-5,0,shortest
809,40,131,0.15,7,6,clustered,0.6;-0.3,-1,-1,4,-5,0,22,18,-1,-1,-5,0,shortest
808,40,115,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,9,6,-1,-1,-4,0,shortest
807,40,115,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
805,40,128,0.15,7,6,clustered,0.6;-0.3,-1,-1,4,-5,0,12,8,-1,-1,-5,0,shortest
804,40,118,0.15,8,7,clustered,0.6;-0.3,-1,-1,3,-4,0,15,12,-1,-1,-4,0,shortest
803,40,108,0.15,6,5,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
802,40,115,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
801,40,118,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
800,40,111,0.15,1,0,clustered,0.6;-0.3,-1,-1,4,-5,0,4,0,-1,-1,-5,0,shortest
799,40,110,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
798,40,119,0.15,5,4,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
797,40,114,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
796,40,124,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
795,40,128,0.15,2,1,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
794,40,118,0.15,1,0,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
793,40,117,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,11,8,-1,-1,-4,0,shortest
792,40,131,0.15,8,7,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
791,40,130,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
790,40,113,0.15,4,3,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
789,40,124,0.15,7,6,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
788,40,117,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
787,40,115,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
786,40,107,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,16,12,-1,-1,-5,0,shortest
785,40,118,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,12,8,-1,-1,-5,0,shortest
784,40,106,0.15,2,1,clustered,0.6;-0.3,-1,-1,3,-4,0,7,4,-1,-1,-4,0,shortest
783,40,126,0.15,5,4,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
782,40,131,0.15,7,6,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
780,40,106,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
779,40,111,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
778,40,101,0.15,3,2,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
777,40,114,0.15,5,4,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
776,40,123,0.15,12,11,clustered,0.6;-0.3,-1,-1,3,-4,0,32,29,-1,-1,-4,0,shortest
775,40,103,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
774,40,133,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,16,13,-1,-1,-4,0,shortest
773,40,116,0.15,2,1,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
772,40,103,0.15,6,5,clustered,0.6;-0.3,-1,-1,4,-5,0,10,6,-1,-1,-5,0,shortest
771,40,116,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
770,40,109,0.15,4,3,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
769,40,116,0.15,5,4,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
768,40,124,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,10,6,-1,-1,-5,0,shortest
766,40,137,0.15,3,2,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
765,40,131,0.15,7,6,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
764,40,115,0.15,4,3,clustered,0.6;-0.3,-1,-1,3,-4,0,16,13,-1,-1,-4,0,shortest
763,40,93,0.15,4,3,clustered,0.6;-0.3,-1,-1,2,-3,0,2,0,-1,-1,-3,0,shortest
762,40,118,0.15,4,3,clustered,0.6;-0.3,-1,-1,2,-3,0,4,2,-1,-1,-3,0,shortest
761,40,118,0.15,3,2,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
760,40,107,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
759,40,107,0.15,4,3,clustered,0.6;-0.3,-1,-1,5,-6,0,18,13,-1,-1,-6,0,shortest
758,40,117,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
757,40,129,0.15,6,5,clustered,0.6;-0.3,-1,-1,3,-4,0,3,0,-1,-1,-4,0,shortest
756,40,118,0.15,4,3,clustered,0.6;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
755,40,123,0.15,5,4,clustered,0.6;-0.3,-1,-1,3,-4,0,5,2,-1,-1,-4,0,shortest
