rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
1000,100,250,0.05,2,1,clustered,-1,2,2,2,0,10,2,2,2,10
999,100,231,0.05,9,8,clustered,-1,7,7,3,4,0,7,7,7,0
998,100,261,0.05,3,2,clustered,-1,7,13,5,2,20,-1,-1,-1,8
997,100,228,0.05,3,2,clustered,-1,-1,-1,5,-6,14,-1,-1,-1,6
995,100,230,0.05,2,1,clustered,-1,12,12,6,6,0,-1,-1,-1,0
994,100,241,0.05,5,4,clustered,-1,22,22,4,18,0,-1,-1,-1,0
991,100,252,0.05,3,2,clustered,-1,-1,-1,5,-6,22,-1,-1,-1,8
990,100,275,0.05,3,2,clustered,-1,2,2,2,0,0,2,2,2,0
989,100,238,0.05,4,3,clustered,-1,10,10,4,6,0,-1,-1,-1,0
988,100,237,0.05,4,3,clustered,-1,26,26,6,20,0,18,18,18,0
987,100,256,0.05,3,2,clustered,-1,12,18,5,7,24,-1,7,5,8
986,100,250,0.05,6,5,clustered,-1,29,29,5,24,2,-1,-1,-1,2
985,100,254,0.05,4,3,clustered,-1,58,58,4,54,22,-1,28,20,10
984,100,241,0.05,6,5,clustered,-1,36,36,3,33,0,33,33,33,0
983,100,256,0.05,5,4,clustered,-1,11,11,3,8,12,5,9,9,4
982,100,240,0.05,4,3,clustered,-1,51,53,5,46,10,-1,19,19,4
981,100,276,0.05,2,1,clustered,-1,16,16,4,12,0,-1,-1,-1,0
979,100,251,0.05,2,1,clustered,-1,16,24,4,12,0,8,8,8,0
978,100,263,0.05,6,5,clustered,-1,23,43,4,19,0,23,23,23,0
977,100,253,0.05,3,2,clustered,-1,22,22,4,18,14,10,10,10,8
975,100,254,0.05,4,3,clustered,-1,19,17,4,15,10,8,8,8,4
974,100,201,0.05,3,2,clustered,-1,8,18,4,4,0,8,8,8,0
973,100,237,0.05,3,2,clustered,-1,21,35,5,16,0,17,17,17,0
970,100,239,0.05,3,2,clustered,-1,17,17,3,14,0,7,3,3,0
969,100,239,0.05,2,1,clustered,-1,-1,-1,5,-6,30,-1,-1,-1,16
968,100,261,0.05,1,0,clustered,-1,10,10,6,4,6,-1,10,10,6
966,100,244,0.05,6,5,clustered,-1,33,43,5,28,0,-1,-1,-1,0
965,100,270,0.05,9,8,clustered,-1,-1,-1,5,-6,0,-1,-1,-1,0
964,100,245,0.05,1,0,clustered,-1,4,5,4,0,6,4,4,5,6
963,100,230,0.05,4,3,clustered,-1,7,9,4,3,0,8,8,8,0
962,100,218,0.05,3,2,clustered,-1,7,7,5,2,0,7,7,7,0
961,100,275,0.05,4,3,clustered,-1,10,16,4,6,0,-1,-1,-1,0
960,100,244,0.05,5,4,clustered,-1,-1,-1,6,-7,10,-1,-1,-1,6
959,100,265,0.05,6,5,clustered,-1,-1,-1,4,-5,0,-1,-1,-1,0
957,100,230,0.05,4,3,clustered,-1,-1,-1,4,-5,8,-1,-1,-1,4
956,100,268,0.05,4,3,clustered,-1,7,7,5,2,28,-1,30,20,12
954,100,250,0.05,2,1,clustered,-1,11,11,5,6,0,5,5,5,0
953,100,231,0.05,2,1,clustered,-1,3,9,3,0,0,3,3,3,0
952,100,235,0.05,5,4,clustered,-1,17,11,5,12,0,-1,-1,-1,0
