rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,50,165,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,20,-1,0,-1,-1,0,8,edgeCount
999,50,218,0.15,8,,clustered,0.8;-0.3,-1,-1,-1,0,30,-1,0,-1,-1,0,8,edgeCount
998,50,191,0.15,7,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,2,edgeCount
997,50,173,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
996,50,171,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,14,-1,0,-1,-1,0,4,edgeCount
995,50,180,0.15,5,,clustered,0.8;-0.3,-1,-1,5,-6,22,-1,-6,-1,-1,-6,8,edgeCount
994,50,170,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
993,50,172,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
992,50,159,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
991,50,208,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
990,50,167,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,16,-1,0,-1,-1,0,6,edgeCount
989,50,172,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,24,-1,0,-1,-1,0,6,edgeCount
988,50,200,0.15,7,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
987,50,192,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,2,edgeCount
986,50,192,0.15,7,,clustered,0.8;-0.3,10,6,4,6,0,-1,-5,-1,-1,-5,0,edgeCount
985,50,188,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,2,edgeCount
984,50,204,0.15,6,,clustered,0.8;-0.3,-1,-1,4,-5,20,-1,-5,-1,-1,-5,4,edgeCount
983,50,188,0.15,8,,clustered,0.8;-0.3,8,14,4,4,32,10,6,10,10,6,8,edgeCount
982,50,195,0.15,5,,clustered,0.8;-0.3,4,18,3,1,8,12,9,12,12,9,2,edgeCount
981,50,195,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
980,50,164,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
979,50,177,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
978,50,202,0.15,7,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
977,50,192,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,18,-1,0,-1,-1,0,4,edgeCount
976,50,201,0.15,11,,clustered,0.8;-0.3,-1,-1,-1,0,20,-1,0,-1,-1,0,4,edgeCount
975,50,177,0.15,8,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
974,50,165,0.15,7,,clustered,0.8;-0.3,-1,-1,6,-7,18,-1,-7,-1,-1,-7,6,edgeCount
973,50,181,0.15,8,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
972,50,183,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,36,-1,0,-1,-1,0,10,edgeCount
971,50,177,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,2,edgeCount
970,50,211,0.15,7,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
969,50,182,0.15,4,,clustered,0.8;-0.3,-1,-1,3,-4,32,-1,-4,-1,-1,-4,8,edgeCount
968,50,168,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
967,50,177,0.15,4,,clustered,0.8;-0.3,-1,-1,4,-5,6,-1,-5,-1,-1,-5,2,edgeCount
966,50,191,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
965,50,184,0.15,5,,clustered,0.8;-0.3,-1,-1,5,-6,28,-1,-6,-1,-1,-6,8,edgeCount
964,50,187,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,16,-1,0,-1,-1,0,4,edgeCount
963,50,204,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
