rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
939,100,236,0.05,5,4,random,3,3,3,0,0,3,3,3,0
938,100,228,0.05,4,3,random,2,2,2,0,10,2,2,2,4
937,100,271,0.05,6,5,random,3,7,3,0,6,3,3,3,2
936,100,267,0.05,5,4,random,3,6,2,1,0,3,3,3,0
935,100,278,0.05,5,4,random,2,2,2,0,28,2,2,2,8
934,100,242,0.05,4,3,random,3,3,3,0,4,3,3,3,2
933,100,236,0.05,3,2,random,3,3,3,0,4,3,3,3,2
932,100,243,0.05,4,3,random,3,3,3,0,0,3,3,3,0
931,100,226,0.05,4,3,random,3,3,3,0,2,3,3,3,2
930,100,252,0.05,1,0,random,5,5,5,0,14,5,5,5,14
929,100,233,0.05,1,0,random,4,4,4,0,0,4,4,4,0
928,100,257,0.05,6,5,random,2,2,2,0,28,2,2,2,10
927,100,267,0.05,4,3,random,3,3,3,0,0,3,3,3,0
926,100,261,0.05,2,1,random,4,6,4,0,0,4,4,4,0
925,100,239,0.05,1,0,random,4,4,4,0,0,4,4,4,0
924,100,253,0.05,3,2,random,3,3,3,0,18,3,3,3,8
923,100,243,0.05,6,5,random,3,3,3,0,12,3,3,3,6
922,100,269,0.05,2,1,random,3,4,3,0,4,3,3,3,2
921,100,236,0.05,2,1,random,4,5,4,0,8,4,4,4,4
920,100,263,0.05,3,2,random,3,3,3,0,24,3,3,3,10
919,100,227,0.05,3,2,random,3,3,3,0,0,3,3,3,0
918,100,261,0.05,5,4,random,4,9,4,0,4,4,4,4,2
917,100,219,0.05,3,2,random,3,3,3,0,0,3,3,3,0
916,100,245,0.05,2,1,random,3,3,3,0,0,3,3,3,0
915,100,258,0.05,4,3,random,3,5,3,0,0,3,3,3,0
914,100,252,0.05,3,2,random,4,4,4,0,0,4,4,4,0
913,100,248,0.05,1,0,random,5,5,5,0,0,5,5,5,0
912,100,252,0.05,4,3,random,3,3,3,0,0,3,3,3,0
911,100,237,0.05,4,3,random,3,3,3,0,20,3,3,3,10
910,100,244,0.05,4,3,random,3,3,3,0,0,3,3,3,0
909,100,255,0.05,4,3,random,3,3,3,0,0,3,3,3,0
908,100,237,0.05,3,2,random,2,2,2,0,0,2,2,2,0
907,100,244,0.05,2,1,random,4,4,4,0,0,4,4,4,0
906,100,248,0.05,3,2,random,3,6,3,0,24,3,3,3,10
905,100,245,0.05,4,3,random,3,3,3,0,0,3,3,3,0
904,100,260,0.05,3,2,random,3,3,3,0,16,3,3,3,8
903,100,275,0.05,3,2,random,3,3,3,0,18,3,3,3,6
902,100,233,0.05,5,4,random,4,4,4,0,4,4,4,4,2
901,100,252,0.05,3,2,random,3,3,3,0,6,3,3,3,4
900,100,244,0.05,5,4,random,3,3,3,0,0,3,3,3,0
899,100,264,0.05,1,0,random,5,5,5,0,0,5,5,5,0
898,100,260,0.05,6,5,random,2,2,2,0,26,2,2,2,10
897,100,246,0.05,3,2,random,4,6,2,2,16,2,2,2,8
896,100,277,0.05,5,4,random,2,2,2,0,0,2,2,2,0
895,100,249,0.05,3,2,random,3,3,3,0,8,3,3,3,4
894,100,256,0.05,5,4,random,4,4,4,0,0,4,4,4,0
893,100,255,0.05,3,2,random,3,3,3,0,4,3,3,3,2
892,100,246,0.05,3,2,random,4,4,4,0,0,10,4,4,0
891,100,251,0.05,4,3,random,3,3,3,0,0,3,3,3,0
890,100,245,0.05,5,4,random,3,3,3,0,8,3,3,3,4
889,100,216,0.05,1,0,random,5,8,5,0,12,5,5,8,12
888,100,253,0.05,4,3,random,3,3,3,0,6,3,3,3,2
887,100,238,0.05,6,5,random,3,9,3,0,0,3,3,3,0
886,100,256,0.05,5,4,random,3,3,3,0,0,3,3,3,0
885,100,266,0.05,4,3,random,3,3,3,0,0,3,3,3,0
884,100,265,0.05,4,3,random,3,3,3,0,0,3,3,3,0
883,100,242,0.05,1,0,random,2,2,2,0,14,2,2,2,14
882,100,276,0.05,6,5,random,3,3,3,0,2,3,3,3,2
881,100,243,0.05,4,3,random,4,4,4,0,0,4,4,4,0
880,100,247,0.05,6,5,random,4,4,3,1,6,4,4,4,4
879,100,291,0.05,8,7,random,2,2,2,0,0,2,2,2,0
878,100,232,0.05,5,4,random,3,3,3,0,0,3,3,3,0
877,100,246,0.05,6,5,random,2,2,2,0,0,2,2,2,0
876,100,269,0.05,3,2,random,4,5,2,2,0,2,2,2,0
875,100,239,0.05,6,5,random,3,3,2,1,8,2,2,2,4
874,100,250,0.05,6,5,random,3,3,3,0,0,3,3,3,0
873,100,250,0.05,5,4,random,3,3,3,0,0,3,3,3,0
872,100,232,0.05,4,3,random,2,2,2,0,4,2,2,2,2
871,100,231,0.05,4,3,random,3,3,3,0,0,3,3,3,0
870,100,278,0.05,6,5,random,4,10,4,0,0,4,4,4,0
869,100,248,0.05,4,3,random,2,2,2,0,0,2,2,2,0
868,100,223,0.05,1,0,random,2,2,2,0,6,2,2,2,6
867,100,275,0.05,5,4,random,4,7,2,2,0,2,2,2,0
866,100,252,0.05,4,3,random,2,2,2,0,20,2,2,2,8
865,100,274,0.05,5,4,random,3,5,3,0,16,3,3,3,6
864,100,244,0.05,2,1,random,4,5,4,0,0,4,4,4,0
863,100,235,0.05,2,1,random,4,4,4,0,14,4,4,4,8
862,100,258,0.05,7,6,random,2,2,2,0,6,2,2,2,2
861,100,217,0.05,4,3,random,3,3,3,0,0,3,3,3,0
860,100,231,0.05,3,2,random,3,3,3,0,0,3,3,3,0
859,100,250,0.05,5,4,random,2,2,2,0,0,3,2,2,0
858,100,235,0.05,4,3,random,4,4,4,0,0,4,4,4,0
857,100,241,0.05,2,1,random,3,3,3,0,14,3,3,3,8
856,100,248,0.05,3,2,random,3,3,3,0,0,3,3,3,0
855,100,268,0.05,6,5,random,3,3,3,0,0,3,3,3,0
854,100,254,0.05,5,4,random,2,2,2,0,0,2,2,2,0
853,100,243,0.05,4,3,random,3,3,3,0,0,3,3,3,0
852,100,263,0.05,3,2,random,3,3,3,0,0,3,3,3,0
851,100,226,0.05,2,1,random,4,4,4,0,0,4,4,4,0
850,100,230,0.05,3,2,random,3,3,3,0,0,3,3,3,0
849,100,234,0.05,3,2,random,6,6,4,2,0,6,6,6,0
848,100,262,0.05,3,2,random,4,4,4,0,0,4,4,4,0
847,100,247,0.05,1,0,random,3,3,3,0,0,3,3,3,0
846,100,243,0.05,3,2,random,4,4,4,0,0,4,4,4,0
845,100,269,0.05,2,1,random,4,4,4,0,8,4,4,4,4
844,100,249,0.05,5,4,random,3,3,3,0,0,3,3,3,0
843,100,237,0.05,2,1,random,4,4,4,0,22,4,4,4,12
842,100,221,0.05,3,2,random,4,4,4,0,14,4,4,4,8
841,100,261,0.05,4,3,random,3,3,3,0,8,3,3,3,4
840,100,225,0.05,4,3,random,3,3,3,0,16,3,3,3,8
839,100,258,0.05,5,4,random,3,3,3,0,0,3,3,3,0
838,100,240,0.05,5,4,random,3,3,3,0,0,3,3,3,0
837,100,247,0.05,5,4,random,2,2,2,0,0,2,2,2,0
836,100,231,0.05,4,3,random,4,7,4,0,12,4,4,4,6
835,100,259,0.05,3,2,random,4,4,2,2,28,2,2,2,14
834,100,253,0.05,2,1,random,4,7,4,0,8,4,4,4,4
833,100,219,0.05,2,1,random,4,4,4,0,16,4,4,7,8
832,100,245,0.05,4,3,random,4,4,4,0,4,4,4,4,2
831,100,233,0.05,3,2,random,3,3,3,0,0,3,3,3,0
830,100,249,0.05,2,1,random,2,2,2,0,0,2,2,2,0
829,100,250,0.05,2,1,random,3,3,3,0,0,3,3,3,0
828,100,242,0.05,5,4,random,2,2,2,0,0,2,2,2,0
827,100,264,0.05,6,5,random,3,3,3,0,0,3,3,3,0
826,100,233,0.05,5,4,random,3,3,3,0,0,3,3,3,0
825,100,252,0.05,6,5,random,3,3,3,0,0,3,3,3,0
824,100,264,0.05,4,3,random,3,3,3,0,0,3,3,3,0
823,100,253,0.05,4,3,random,2,2,2,0,0,2,2,2,0
822,100,264,0.05,4,3,random,3,3,2,1,0,2,2,2,0
821,100,247,0.05,3,2,random,4,6,4,0,0,4,4,4,0
820,100,242,0.05,4,3,random,4,4,4,0,0,4,4,4,0
819,100,274,0.05,3,2,random,3,6,3,0,0,3,3,3,0
818,100,211,0.05,7,6,random,3,3,3,0,4,3,3,3,2
817,100,243,0.05,1,0,random,3,3,3,0,0,3,3,3,0
816,100,208,0.05,1,0,random,5,5,5,0,4,5,5,5,4
815,100,244,0.05,6,5,random,2,2,2,0,0,2,2,2,0
814,100,253,0.05,6,5,random,2,2,2,0,4,2,2,2,2
813,100,262,0.05,7,6,random,3,3,3,0,0,3,3,3,0
812,100,246,0.05,4,3,random,2,2,2,0,0,2,2,2,0
811,100,243,0.05,2,1,random,4,7,4,0,4,4,4,4,2
810,100,210,0.05,1,0,random,5,5,5,0,6,5,5,5,6
809,100,238,0.05,3,2,random,3,3,2,1,10,2,2,2,6
808,100,260,0.05,5,4,random,2,2,2,0,14,2,2,2,6
807,100,270,0.05,5,4,random,3,3,3,0,0,3,3,3,0
806,100,249,0.05,3,2,random,4,9,4,0,0,4,4,4,0
805,100,244,0.05,4,3,random,3,3,3,0,6,3,3,3,2
804,100,236,0.05,4,3,random,4,4,4,0,0,4,4,4,0
803,100,243,0.05,4,3,random,3,3,3,0,10,3,3,3,6
802,100,259,0.05,5,4,random,2,2,2,0,0,2,2,2,0
801,100,252,0.05,4,3,random,2,2,2,0,0,2,2,2,0
800,100,271,0.05,3,2,random,4,5,4,0,0,4,4,4,0
799,100,249,0.05,1,0,random,5,5,5,0,0,5,5,5,0
798,100,227,0.05,1,0,random,4,4,4,0,0,4,4,4,0
797,100,240,0.05,4,3,random,3,10,3,0,4,3,3,3,2
796,100,244,0.05,6,5,random,3,3,3,0,0,3,3,3,0
795,100,263,0.05,2,1,random,4,4,4,0,0,4,4,4,0
794,100,258,0.05,5,4,random,3,3,3,0,0,3,3,3,0
793,100,260,0.05,2,1,random,4,4,4,0,14,4,4,4,8
792,100,257,0.05,4,3,random,4,6,4,0,0,4,4,4,0
791,100,276,0.05,3,2,random,4,8,4,0,10,4,4,4,4
790,100,250,0.05,1,0,random,3,3,3,0,12,3,3,3,12
789,100,207,0.05,2,1,random,4,6,4,0,0,4,4,4,0
788,100,259,0.05,5,4,random,4,4,4,0,0,4,4,4,0
787,100,248,0.05,5,4,random,3,3,3,0,12,3,3,3,4
786,100,281,0.05,4,3,random,3,3,3,0,42,3,3,3,14
785,100,231,0.05,4,3,random,4,4,4,0,10,4,4,4,4
784,100,236,0.05,4,3,random,4,4,4,0,8,4,4,4,6
783,100,264,0.05,5,4,random,3,3,3,0,0,3,3,3,0
782,100,272,0.05,2,1,random,4,6,4,0,0,4,4,4,0
781,100,244,0.05,5,4,random,3,3,3,0,6,3,3,3,2
780,100,252,0.05,4,3,random,2,2,2,0,0,2,2,2,0
779,100,245,0.05,1,0,random,3,5,3,0,8,3,3,5,8
778,100,236,0.05,3,2,random,3,3,3,0,8,3,3,3,4
777,100,245,0.05,7,6,random,3,3,3,0,0,3,3,3,0
776,100,240,0.05,3,2,random,3,8,3,0,0,3,3,3,0
775,100,271,0.05,6,5,random,3,3,3,0,12,3,3,3,4
774,100,288,0.05,3,2,random,3,3,3,0,0,3,3,3,0
773,100,247,0.05,5,4,random,3,3,3,0,8,3,3,3,4
772,100,256,0.05,3,2,random,3,6,3,0,0,3,3,3,0
771,100,248,0.05,6,5,random,2,2,2,0,0,2,2,2,0
770,100,254,0.05,8,7,random,2,2,2,0,0,2,2,2,0
769,100,247,0.05,6,5,random,3,3,3,0,0,3,3,3,0
768,100,252,0.05,4,3,random,3,3,3,0,18,3,3,3,6
767,100,253,0.05,3,2,random,3,5,3,0,0,3,3,3,0
766,100,246,0.05,3,2,random,4,5,4,0,16,4,4,4,10
765,100,267,0.05,6,5,random,3,5,3,0,0,3,3,3,0
764,100,256,0.05,3,2,random,3,3,3,0,8,3,3,3,4
763,100,247,0.05,4,3,random,4,4,4,0,0,4,4,4,0
762,100,256,0.05,6,5,random,3,5,3,0,0,3,3,3,0
761,100,245,0.05,5,4,random,2,2,2,0,0,2,2,2,0
760,100,266,0.05,2,1,random,3,3,3,0,0,3,3,3,0
759,100,236,0.05,3,2,random,4,8,4,0,0,4,4,4,0
758,100,235,0.05,2,1,random,4,4,4,0,0,4,4,4,0
757,100,245,0.05,2,1,random,4,4,4,0,0,4,4,4,0
756,100,269,0.05,5,4,random,4,4,4,0,10,4,4,4,4
755,100,245,0.05,4,3,random,3,3,3,0,0,3,3,3,0
754,100,261,0.05,5,4,random,4,4,4,0,10,4,4,4,4
753,100,239,0.05,1,0,random,2,2,2,0,10,2,2,2,10
752,100,276,0.05,6,5,random,2,2,2,0,0,2,2,2,0
751,100,247,0.05,4,3,random,2,2,2,0,0,2,2,2,0
750,100,219,0.05,4,3,random,3,3,3,0,8,3,3,3,4
749,100,238,0.05,1,0,random,5,5,5,0,0,5,5,5,0
748,100,246,0.05,4,3,random,4,4,4,0,12,4,4,4,6
747,100,240,0.05,2,1,random,4,9,4,0,16,4,4,4,8
746,100,266,0.05,5,4,random,3,3,3,0,10,3,3,3,4
745,100,250,0.05,3,2,random,4,4,4,0,0,4,4,4,0
744,100,261,0.05,4,3,random,10,8,4,6,0,8,4,4,0
743,100,209,0.05,2,1,random,3,4,3,0,12,3,3,3,6
742,100,238,0.05,6,5,random,2,2,2,0,0,2,2,2,0
741,100,271,0.05,2,1,random,4,10,4,0,0,4,4,4,0
740,100,245,0.05,6,5,random,3,3,3,0,8,3,3,3,4
739,100,242,0.05,5,4,random,2,2,2,0,0,2,2,2,0
738,100,267,0.05,6,5,random,2,2,2,0,0,2,2,2,0
737,100,259,0.05,3,2,random,5,9,4,1,0,5,5,5,0
736,100,271,0.05,3,2,random,4,5,4,0,12,4,4,4,4
735,100,236,0.05,2,1,random,4,5,4,0,0,4,4,4,0
734,100,252,0.05,5,4,random,4,4,4,0,2,4,4,4,2
733,100,239,0.05,2,1,random,5,5,5,0,0,5,5,5,0
732,100,251,0.05,7,6,random,2,2,2,0,0,2,2,2,0
731,100,243,0.05,5,4,random,2,2,2,0,4,2,2,2,2
730,100,240,0.05,6,5,random,2,2,2,0,6,2,2,2,2
729,100,267,0.05,2,1,random,4,4,4,0,8,4,4,4,4
728,100,263,0.05,4,3,random,3,3,3,0,0,3,3,3,0
727,100,263,0.05,6,5,random,3,3,3,0,6,3,3,3,2
726,100,259,0.05,3,2,random,3,3,3,0,0,3,3,3,0
725,100,257,0.05,3,2,random,3,3,3,0,10,3,3,3,4
724,100,238,0.05,2,1,random,4,4,4,0,0,4,4,4,0
723,100,241,0.05,4,3,random,2,2,2,0,12,2,2,2,6
722,100,207,0.05,4,3,random,3,3,3,0,10,3,3,3,4
721,100,247,0.05,1,0,random,4,4,4,0,0,4,4,4,0
720,100,260,0.05,1,0,random,4,4,4,0,0,4,4,4,0
719,100,226,0.05,3,2,random,2,2,2,0,12,2,2,2,6
718,100,259,0.05,5,4,random,3,4,3,0,6,3,3,3,2
717,100,262,0.05,4,3,random,3,6,3,0,0,3,3,3,0
716,100,252,0.05,3,2,random,3,3,3,0,4,3,3,3,2
715,100,262,0.05,6,5,random,3,3,3,0,0,3,3,3,0
714,100,246,0.05,4,3,random,3,3,3,0,0,3,3,3,0
713,100,244,0.05,5,4,random,3,4,3,0,6,3,3,3,2
712,100,251,0.05,3,2,random,4,8,4,0,0,4,4,4,0
711,100,272,0.05,4,3,random,2,2,3,-1,40,5,2,2,14
710,100,254,0.05,2,1,random,4,6,4,0,4,4,4,4,2
709,100,240,0.05,1,0,random,3,5,3,0,18,3,3,5,18
708,100,261,0.05,6,5,random,3,3,3,0,0,3,3,3,0
707,100,254,0.05,2,1,random,3,3,2,1,8,2,2,2,4
706,100,257,0.05,2,1,random,3,5,3,0,0,3,3,3,0
705,100,240,0.05,1,0,random,3,6,3,0,12,3,3,6,12
704,100,236,0.05,2,1,random,2,2,2,0,10,2,2,2,6
703,100,282,0.05,7,6,random,3,3,3,0,0,3,3,3,0
702,100,271,0.05,2,1,random,3,3,3,0,6,3,3,3,4
701,100,240,0.05,3,2,random,4,6,4,0,0,4,4,4,0
700,100,254,0.05,4,3,random,4,6,4,0,0,4,4,4,0
699,100,248,0.05,4,3,random,4,4,4,0,4,4,4,4,2
698,100,273,0.05,5,4,random,3,3,3,0,6,3,3,3,2
697,100,241,0.05,7,6,random,3,3,3,0,0,3,3,3,0
696,100,255,0.05,8,7,random,2,2,2,0,10,2,2,2,4
695,100,234,0.05,5,4,random,3,3,3,0,0,3,3,3,0
694,100,282,0.05,5,4,random,4,7,4,0,0,4,4,4,0
693,100,263,0.05,5,4,random,4,7,4,0,0,4,4,4,0
692,100,271,0.05,3,2,random,4,8,4,0,4,4,4,4,2
691,100,240,0.05,6,5,random,2,2,2,0,0,2,2,2,0
690,100,246,0.05,3,2,random,3,3,3,0,12,3,3,3,6
689,100,284,0.05,3,2,random,3,4,3,0,24,3,3,3,8
688,100,228,0.05,6,5,random,2,2,2,0,8,2,2,2,4
687,100,259,0.05,3,2,random,3,3,3,0,10,3,3,3,4
686,100,256,0.05,1,0,random,4,6,4,0,2,4,4,6,2
685,100,258,0.05,2,1,random,3,5,3,0,22,3,3,6,12
684,100,241,0.05,3,2,random,5,5,2,3,12,2,2,2,6
683,100,231,0.05,3,2,random,3,3,3,0,0,3,3,3,0
682,100,239,0.05,3,2,random,7,7,4,3,0,7,7,7,0
681,100,257,0.05,4,3,random,2,2,2,0,16,2,2,2,6
680,100,255,0.05,6,5,random,3,3,3,0,0,3,3,3,0
679,100,246,0.05,4,3,random,3,3,3,0,0,3,3,3,0
678,100,272,0.05,5,4,random,3,3,3,0,10,3,3,3,4
677,100,225,0.05,2,1,random,4,6,4,0,12,4,4,4,6
676,100,255,0.05,4,3,random,2,2,2,0,0,2,2,2,0
675,100,269,0.05,5,4,random,3,3,3,0,0,3,3,3,0
674,100,259,0.05,4,3,random,4,4,4,0,0,4,4,4,0
673,100,252,0.05,2,1,random,3,8,3,0,0,3,3,3,0
672,100,233,0.05,1,0,random,4,4,4,0,0,4,4,4,0
671,100,244,0.05,3,2,random,3,3,3,0,16,3,3,3,8
670,100,238,0.05,2,1,random,4,4,4,0,0,4,4,4,0
669,100,261,0.05,6,5,random,3,3,3,0,0,3,3,3,0
668,100,230,0.05,4,3,random,4,4,4,0,0,4,4,4,0
667,100,233,0.05,4,3,random,4,4,4,0,0,4,4,4,0
666,100,264,0.05,3,2,random,3,3,3,0,18,3,3,3,8
665,100,247,0.05,2,1,random,3,3,3,0,0,3,3,3,0
664,100,266,0.05,6,5,random,3,3,3,0,10,3,3,3,4
663,100,229,0.05,2,1,random,3,7,3,0,0,3,3,3,0
662,100,253,0.05,1,0,random,4,4,4,0,0,4,4,4,0
661,100,252,0.05,3,2,random,3,3,3,0,0,3,3,3,0
660,100,248,0.05,5,4,random,3,3,3,0,6,3,3,3,2
659,100,245,0.05,1,0,random,4,4,4,0,8,4,4,4,8
658,100,255,0.05,4,3,random,3,3,3,0,12,3,3,3,4
657,100,276,0.05,5,4,random,2,2,2,0,24,2,2,2,10
656,100,237,0.05,4,3,random,3,3,3,0,0,3,3,3,0
655,100,257,0.05,5,4,random,2,2,2,0,28,2,2,2,10
654,100,301,0.05,4,3,random,2,2,2,0,6,2,2,2,2
653,100,264,0.05,2,1,random,4,7,4,0,24,4,4,4,12
652,100,248,0.05,3,2,random,4,4,4,0,0,4,4,4,0
651,100,226,0.05,4,3,random,4,10,4,0,12,4,4,4,6
650,100,231,0.05,4,3,random,3,3,3,0,20,3,3,3,10
649,100,235,0.05,2,1,random,4,4,2,2,0,2,2,2,0
648,100,237,0.05,4,3,random,3,3,3,0,8,4,3,3,4
647,100,250,0.05,3,2,random,4,6,4,0,0,4,4,4,0
646,100,213,0.05,3,2,random,4,6,4,0,12,4,4,4,8
645,100,283,0.05,4,3,random,3,3,3,0,0,3,3,3,0
644,100,247,0.05,3,2,random,3,3,3,0,0,3,3,3,0
643,100,256,0.05,3,2,random,3,3,3,0,0,3,3,3,0
642,100,261,0.05,3,2,random,3,6,3,0,0,3,3,3,0
641,100,235,0.05,5,4,random,2,2,2,0,0,2,2,2,0
640,100,254,0.05,7,6,random,2,2,2,0,0,2,2,2,0
639,100,235,0.05,3,2,random,3,3,3,0,0,3,3,3,0
638,100,263,0.05,5,4,random,2,2,2,0,0,2,2,2,0
637,100,259,0.05,6,5,random,2,2,2,0,0,2,2,2,0
636,100,244,0.05,2,1,random,4,4,4,0,20,4,4,4,10
635,100,216,0.05,1,0,random,6,6,6,0,0,6,6,6,0
634,100,264,0.05,3,2,random,3,12,3,0,0,3,3,3,0
633,100,235,0.05,5,4,random,3,3,3,0,0,3,3,3,0
632,100,237,0.05,4,3,random,4,4,4,0,0,4,4,4,0
631,100,244,0.05,3,2,random,4,4,4,0,0,4,4,4,0
630,100,243,0.05,4,3,random,2,2,2,0,0,2,2,2,0
629,100,254,0.05,5,4,random,3,3,3,0,26,3,3,3,10
628,100,230,0.05,4,3,random,3,6,3,0,0,3,3,3,0
627,100,222,0.05,4,3,random,3,3,3,0,0,3,3,3,0
626,100,237,0.05,3,2,random,4,4,4,0,0,4,4,4,0
625,100,251,0.05,3,2,random,3,3,3,0,8,3,3,3,4
624,100,255,0.05,4,3,random,3,3,3,0,0,3,3,3,0
623,100,255,0.05,3,2,random,4,4,4,0,0,4,4,4,0
622,100,274,0.05,5,4,random,3,3,3,0,10,3,3,3,4
621,100,270,0.05,3,2,random,4,4,4,0,0,4,4,4,0
620,100,239,0.05,3,2,random,4,4,4,0,0,4,4,4,0
619,100,249,0.05,3,2,random,3,6,2,1,0,2,2,2,0
618,100,273,0.05,4,3,random,3,3,3,0,0,3,3,3,0
617,100,238,0.05,2,1,random,4,4,4,0,0,4,4,4,0
616,100,271,0.05,3,2,random,3,3,3,0,0,3,3,3,0
615,100,218,0.05,3,2,random,4,4,4,0,0,4,4,4,0
614,100,245,0.05,3,2,random,4,4,4,0,10,4,4,4,4
613,100,272,0.05,6,5,random,3,3,3,0,0,3,3,3,0
612,100,233,0.05,4,3,random,3,5,3,0,0,3,3,3,0
611,100,206,0.05,3,2,random,3,3,3,0,14,3,3,3,8
610,100,260,0.05,5,4,random,3,3,3,0,0,3,3,3,0
609,100,279,0.05,4,3,random,3,3,3,0,0,3,3,3,0
608,100,247,0.05,4,3,random,2,2,2,0,4,2,2,2,2
607,100,227,0.05,2,1,random,4,7,4,0,16,4,4,7,8
606,100,236,0.05,2,1,random,4,6,4,0,0,4,4,4,0
605,100,265,0.05,4,3,random,4,6,4,0,6,4,4,4,2
604,100,250,0.05,4,3,random,3,3,3,0,6,3,3,3,4
603,100,247,0.05,3,2,random,3,3,3,0,24,3,3,3,10
602,100,253,0.05,5,4,random,3,3,3,0,22,3,3,3,8
601,100,242,0.05,3,2,random,4,4,4,0,4,4,4,4,2
600,100,229,0.05,5,4,random,3,3,3,0,0,3,3,3,0
599,100,256,0.05,5,4,random,2,2,2,0,0,2,2,2,0
598,100,283,0.05,4,3,random,3,6,3,0,0,3,3,3,0
597,100,242,0.05,6,5,random,4,4,4,0,8,4,4,4,4
596,100,241,0.05,5,4,random,3,3,3,0,0,3,3,3,0
