rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
719,100,290,0.05,5,4,clustered,0.5;-0.15,8,6,4,4,0,-1,-5,-1,-1,-5,0,shortest
716,100,252,0.05,5,4,clustered,0.5;-0.15,5,5,3,2,16,6,3,6,6,3,8,shortest
715,100,265,0.05,4,3,clustered,0.5;-0.15,3,3,3,0,0,3,0,7,7,4,0,shortest
714,100,249,0.05,4,3,clustered,0.5;-0.15,-1,-1,3,-4,4,-1,-4,-1,-1,-4,2,shortest
713,100,254,0.05,5,4,clustered,0.5;-0.15,-1,-1,7,-8,8,-1,-8,-1,-1,-8,4,shortest
712,100,259,0.05,2,1,clustered,0.5;-0.15,8,14,4,4,10,8,4,8,12,4,6,shortest
711,100,252,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,10,-1,-7,-1,-1,-7,6,shortest
710,100,240,0.05,3,2,clustered,0.5;-0.15,7,7,5,2,0,7,2,7,7,2,0,shortest
709,100,274,0.05,5,4,clustered,0.5;-0.15,2,2,2,0,16,2,0,2,2,0,6,shortest
707,100,259,0.05,5,4,clustered,0.5;-0.15,77,71,5,72,20,-1,-6,-1,-1,-6,8,shortest
706,100,265,0.05,6,5,clustered,0.5;-0.15,5,5,3,2,0,5,2,5,5,2,0,shortest
705,100,268,0.05,4,3,clustered,0.5;-0.15,30,28,5,25,0,11,6,15,15,10,0,shortest
704,100,275,0.05,6,5,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
702,100,252,0.05,5,4,clustered,0.5;-0.15,29,29,5,24,0,23,18,23,23,18,0,shortest
701,100,225,0.05,4,3,clustered,0.5;-0.15,50,50,6,44,0,18,12,18,18,12,0,shortest
699,100,268,0.05,3,2,clustered,0.5;-0.15,3,11,3,0,0,3,0,3,3,0,0,shortest
697,100,251,0.05,4,3,clustered,0.5;-0.15,16,16,4,12,6,10,6,10,10,6,2,shortest
695,100,216,0.05,2,1,clustered,0.5;-0.15,14,14,6,8,0,14,8,14,14,8,0,shortest
694,100,241,0.05,5,4,clustered,0.5;-0.15,21,21,6,15,2,-1,-7,23,23,17,2,shortest
693,100,221,0.05,1,0,clustered,0.5;-0.15,4,4,4,0,0,4,0,4,4,0,0,shortest
691,100,223,0.05,6,5,clustered,0.5;-0.15,18,18,4,14,10,12,8,18,18,14,6,shortest
690,100,241,0.05,1,0,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
689,100,238,0.05,3,2,clustered,0.5;-0.15,11,7,5,6,0,13,8,13,13,8,0,shortest
688,100,245,0.05,4,3,clustered,0.5;-0.15,-1,-1,7,-8,10,-1,-8,-1,-1,-8,6,shortest
687,100,245,0.05,4,3,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
686,100,274,0.05,4,3,clustered,0.5;-0.15,7,7,3,4,0,7,4,3,3,0,0,shortest
685,100,219,0.05,5,4,clustered,0.5;-0.15,4,4,4,0,0,4,0,4,4,0,0,shortest
683,100,250,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,6,-1,-6,-1,-1,-6,2,shortest
681,100,246,0.05,4,3,clustered,0.5;-0.15,41,39,4,37,12,-1,-5,-1,-1,-5,6,shortest
680,100,263,0.05,3,2,clustered,0.5;-0.15,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,shortest
679,100,266,0.05,6,5,clustered,0.5;-0.15,21,21,5,16,0,-1,-6,-1,-1,-6,0,shortest
678,100,246,0.05,2,1,clustered,0.5;-0.15,14,14,6,8,0,10,4,10,10,4,0,shortest
677,100,258,0.05,5,4,clustered,0.5;-0.15,49,49,5,44,0,21,16,21,21,16,0,shortest
675,100,222,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,12,-1,-7,-1,-1,-7,6,shortest
674,100,232,0.05,3,2,clustered,0.5;-0.15,7,7,3,4,0,7,4,7,7,4,0,shortest
673,100,274,0.05,7,6,clustered,0.5;-0.15,7,7,3,4,0,11,8,7,7,4,0,shortest
672,100,257,0.05,2,1,clustered,0.5;-0.15,-1,-1,5,-6,12,-1,-6,-1,-1,-6,6,shortest
671,100,259,0.05,7,6,clustered,0.5;-0.15,4,4,4,0,4,10,6,10,10,6,2,shortest
670,100,255,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
669,100,241,0.05,4,3,clustered,0.5;-0.15,27,29,5,22,12,-1,-6,-1,-1,-6,4,shortest
668,100,252,0.05,1,0,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
667,100,230,0.05,1,0,clustered,0.5;-0.15,7,13,5,2,12,-1,-6,7,13,2,12,shortest
665,100,239,0.05,2,1,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
664,100,249,0.05,6,5,clustered,0.5;-0.15,-1,-1,5,-6,10,-1,-6,-1,-1,-6,4,shortest
662,100,267,0.05,6,5,clustered,0.5;-0.15,23,29,6,17,0,-1,-7,-1,-1,-7,0,shortest
660,100,249,0.05,3,2,clustered,0.5;-0.15,8,8,5,3,12,-1,-6,11,21,6,6,shortest
659,100,226,0.05,2,1,clustered,0.5;-0.15,7,7,5,2,0,-1,-6,-1,-1,-6,0,shortest
657,100,246,0.05,5,4,clustered,0.5;-0.15,7,7,3,4,12,7,4,7,7,4,6,shortest
656,100,247,0.05,3,2,clustered,0.5;-0.15,30,26,6,24,8,-1,-7,10,6,4,4,shortest
655,100,281,0.05,5,4,clustered,0.5;-0.15,6,6,4,2,16,6,2,6,6,2,6,shortest
654,100,237,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
653,100,236,0.05,3,2,clustered,0.5;-0.15,41,35,6,35,10,-1,-7,-1,-1,-7,4,shortest
652,100,263,0.05,6,5,clustered,0.5;-0.15,22,22,4,18,0,-1,-5,-1,-1,-5,0,shortest
650,100,279,0.05,5,4,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
649,100,238,0.05,5,4,clustered,0.5;-0.15,9,9,3,6,0,5,2,5,5,2,0,shortest
648,100,255,0.05,5,4,clustered,0.5;-0.15,52,52,5,47,0,22,17,22,22,17,0,shortest
647,100,274,0.05,2,1,clustered,0.5;-0.15,5,17,5,0,22,-1,-6,-1,-1,-6,12,shortest
646,100,251,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,8,-1,-7,-1,-1,-7,8,shortest
645,100,233,0.05,2,1,clustered,0.5;-0.15,4,5,4,0,12,-1,-5,11,11,7,6,shortest
644,100,247,0.05,3,2,clustered,0.5;-0.15,5,5,4,1,0,-1,-5,-1,-1,-5,0,shortest
642,100,235,0.05,6,5,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
641,100,228,0.05,3,2,clustered,0.5;-0.15,6,6,3,3,36,-1,-4,-1,-1,-4,18,shortest
640,100,241,0.05,2,1,clustered,0.5;-0.15,4,4,4,0,16,4,0,4,4,0,8,shortest
639,100,227,0.05,3,2,clustered,0.5;-0.15,9,25,5,4,0,9,4,9,9,4,0,shortest
638,100,224,0.05,2,1,clustered,0.5;-0.15,4,10,4,0,0,4,0,4,4,0,0,shortest
637,100,223,0.05,5,4,clustered,0.5;-0.15,17,17,5,12,0,-1,-6,-1,-1,-6,0,shortest
636,100,239,0.05,4,3,clustered,0.5;-0.15,2,2,2,0,0,2,0,2,2,0,0,shortest
635,100,267,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
634,100,262,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,20,-1,-6,-1,-1,-6,8,shortest
633,100,255,0.05,3,2,clustered,0.5;-0.15,3,9,3,0,24,5,2,5,5,2,10,shortest
632,100,236,0.05,7,6,clustered,0.5;-0.15,2,2,2,0,0,2,0,2,2,0,0,shortest
631,100,222,0.05,4,3,clustered,0.5;-0.15,38,34,6,32,0,-1,-7,-1,-1,-7,0,shortest
629,100,240,0.05,5,4,clustered,0.5;-0.15,-1,-1,6,-7,4,-1,-7,-1,-1,-7,2,shortest
628,100,234,0.05,3,2,clustered,0.5;-0.15,10,14,5,5,0,-1,-6,-1,-1,-6,0,shortest
627,100,249,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
626,100,263,0.05,4,3,clustered,0.5;-0.15,31,31,5,26,0,9,4,9,9,4,0,shortest
625,100,254,0.05,4,3,clustered,0.5;-0.15,26,26,4,22,0,8,4,8,8,4,0,shortest
624,100,241,0.05,2,1,clustered,0.5;-0.15,4,4,4,0,16,-1,-5,12,8,8,8,shortest
623,100,226,0.05,2,1,clustered,0.5;-0.15,25,25,7,18,0,-1,-8,-1,-1,-8,0,shortest
622,100,256,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
621,100,229,0.05,5,4,clustered,0.5;-0.15,13,13,5,8,2,-1,-6,-1,-1,-6,2,shortest
620,100,249,0.05,3,2,clustered,0.5;-0.15,10,20,4,6,0,-1,-5,-1,-1,-5,0,shortest
619,100,241,0.05,2,1,clustered,0.5;-0.15,4,12,4,0,0,4,0,4,4,0,0,shortest
618,100,237,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,4,-1,-7,-1,-1,-7,2,shortest
617,100,268,0.05,6,5,clustered,0.5;-0.15,-1,-1,4,-5,28,-1,-5,-1,-1,-5,10,shortest
616,100,262,0.05,4,3,clustered,0.5;-0.15,8,8,4,4,24,6,2,8,8,4,10,shortest
614,100,232,0.05,5,4,clustered,0.5;-0.15,10,10,4,6,4,4,0,8,8,4,2,shortest
613,100,244,0.05,7,6,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
612,100,244,0.05,1,0,clustered,0.5;-0.15,4,4,4,0,0,4,0,4,4,0,0,shortest
610,100,242,0.05,4,3,clustered,0.5;-0.15,9,9,4,5,0,-1,-5,-1,-1,-5,0,shortest
609,100,245,0.05,6,5,clustered,0.5;-0.15,-1,-1,5,-6,14,-1,-6,-1,-1,-6,8,shortest
608,100,241,0.05,4,3,clustered,0.5;-0.15,3,3,3,0,4,3,0,3,3,0,2,shortest
606,100,243,0.05,7,6,clustered,0.5;-0.15,-1,-1,5,-6,4,-1,-6,-1,-1,-6,2,shortest
604,100,273,0.05,4,3,clustered,0.5;-0.15,4,6,4,0,0,-1,-5,-1,-1,-5,0,shortest
603,100,253,0.05,7,6,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
602,100,251,0.05,4,3,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
601,100,267,0.05,2,1,clustered,0.5;-0.15,14,14,6,8,20,-1,-7,-1,-1,-7,10,shortest
597,100,251,0.05,3,2,clustered,0.5;-0.15,10,10,5,5,0,11,6,11,11,6,0,shortest
596,100,260,0.05,6,5,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
593,100,257,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,14,-1,-6,-1,-1,-6,8,shortest
592,100,253,0.05,2,1,clustered,0.5;-0.15,3,11,3,0,12,3,0,3,3,0,6,shortest
591,100,216,0.05,4,3,clustered,0.5;-0.15,13,13,5,8,0,-1,-6,-1,-1,-6,0,shortest
590,100,247,0.05,4,3,clustered,0.5;-0.15,34,38,4,30,10,14,10,16,16,12,4,shortest
588,100,257,0.05,4,3,clustered,0.5;-0.15,25,25,5,20,4,-1,-6,7,7,2,2,shortest
587,100,251,0.05,5,4,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
586,100,276,0.05,5,4,clustered,0.5;-0.15,18,24,2,16,14,2,0,2,2,0,4,shortest
585,100,272,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,28,-1,-7,-1,-1,-7,10,shortest
584,100,246,0.05,7,6,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
583,100,249,0.05,4,3,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
582,100,236,0.05,3,2,clustered,0.5;-0.15,5,5,5,0,0,-1,-6,-1,-1,-6,0,shortest
581,100,246,0.05,3,2,clustered,0.5;-0.15,14,14,5,9,0,-1,-6,-1,-1,-6,0,shortest
580,100,253,0.05,8,7,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
579,100,247,0.05,3,2,clustered,0.5;-0.15,4,4,4,0,0,4,0,4,4,0,0,shortest
577,100,258,0.05,6,5,clustered,0.5;-0.15,-1,-1,6,-7,16,-1,-7,-1,-1,-7,6,shortest
576,100,238,0.05,4,3,clustered,0.5;-0.15,11,7,4,7,4,10,6,4,4,0,2,shortest
575,100,242,0.05,2,1,clustered,0.5;-0.15,12,8,5,7,16,-1,-6,12,8,7,8,shortest
574,100,244,0.05,3,2,clustered,0.5;-0.15,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,shortest
573,100,270,0.05,5,4,clustered,0.5;-0.15,6,14,4,2,0,6,2,6,6,2,0,shortest
572,100,261,0.05,2,1,clustered,0.5;-0.15,23,23,5,18,0,9,4,9,9,4,0,shortest
571,100,231,0.05,3,2,clustered,0.5;-0.15,22,14,6,16,0,-1,-7,-1,-1,-7,0,shortest
569,100,246,0.05,5,4,clustered,0.5;-0.15,41,49,4,37,0,-1,-5,-1,-1,-5,0,shortest
568,100,231,0.05,5,4,clustered,0.5;-0.15,3,3,3,0,12,5,2,5,5,2,6,shortest
566,100,228,0.05,4,3,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
565,100,274,0.05,4,3,clustered,0.5;-0.15,30,30,5,25,18,-1,-6,-1,-1,-6,6,shortest
563,100,245,0.05,4,3,clustered,0.5;-0.15,4,4,4,0,6,4,0,10,10,6,2,shortest
562,100,262,0.05,5,4,clustered,0.5;-0.15,40,46,5,35,12,-1,-6,-1,-1,-6,4,shortest
560,100,257,0.05,6,5,clustered,0.5;-0.15,3,3,3,0,0,5,2,3,3,0,0,shortest
558,100,244,0.05,3,2,clustered,0.5;-0.15,-1,-1,7,-8,22,-1,-8,-1,-1,-8,12,shortest
557,100,247,0.05,3,2,clustered,0.5;-0.15,-1,-1,7,-8,10,-1,-8,-1,-1,-8,4,shortest
556,100,247,0.05,3,2,clustered,0.5;-0.15,10,16,4,6,0,4,0,8,8,4,0,shortest
554,100,239,0.05,6,5,clustered,0.5;-0.15,12,26,4,8,0,12,8,12,12,8,0,shortest
553,100,244,0.05,1,0,clustered,0.5;-0.15,-1,-1,5,-6,10,-1,-6,-1,-1,-6,10,shortest
552,100,251,0.05,4,3,clustered,0.5;-0.15,4,4,4,0,0,-1,-5,-1,-1,-5,0,shortest
550,100,214,0.05,1,0,clustered,0.5;-0.15,4,12,4,0,8,4,0,4,12,0,8,shortest
549,100,257,0.05,2,1,clustered,0.5;-0.15,-1,-1,7,-8,4,-1,-8,9,7,2,2,shortest
548,100,254,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
547,100,236,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
546,100,271,0.05,5,4,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
545,100,224,0.05,2,1,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
542,100,259,0.05,3,2,clustered,0.5;-0.15,12,12,5,7,0,15,10,15,15,10,0,shortest
541,100,274,0.05,6,5,clustered,0.5;-0.15,73,73,5,68,12,-1,-6,-1,-1,-6,6,shortest
540,100,245,0.05,3,2,clustered,0.5;-0.15,19,19,6,13,0,15,9,15,15,9,0,shortest
538,100,240,0.05,5,4,clustered,0.5;-0.15,2,2,2,0,24,2,0,2,2,0,12,shortest
537,100,250,0.05,6,5,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
536,100,248,0.05,1,0,clustered,0.5;-0.15,4,4,4,0,0,4,0,4,4,0,0,shortest
535,100,219,0.05,2,1,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
532,100,243,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,12,-1,-7,-1,-1,-7,6,shortest
531,100,229,0.05,2,1,clustered,0.5;-0.15,12,12,4,8,22,8,4,8,8,4,12,shortest
529,100,214,0.05,2,1,clustered,0.5;-0.15,-1,-1,5,-6,6,-1,-6,-1,-1,-6,4,shortest
528,100,282,0.05,4,3,clustered,0.5;-0.15,7,7,5,2,6,-1,-6,-1,-1,-6,4,shortest
526,100,250,0.05,8,7,clustered,0.5;-0.15,5,5,3,2,0,5,2,5,5,2,0,shortest
525,100,234,0.05,4,3,clustered,0.5;-0.15,11,9,6,5,0,-1,-7,-1,-1,-7,0,shortest
521,100,248,0.05,3,2,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
519,100,255,0.05,4,3,clustered,0.5;-0.15,20,26,4,16,26,-1,-5,-1,-1,-5,10,shortest
518,100,258,0.05,1,0,clustered,0.5;-0.15,-1,-1,6,-7,6,-1,-7,-1,-1,-7,6,shortest
517,100,244,0.05,4,3,clustered,0.5;-0.15,5,5,4,1,6,-1,-5,-1,-1,-5,2,shortest
516,100,234,0.05,2,1,clustered,0.5;-0.15,12,10,6,6,18,-1,-7,16,16,10,10,shortest
514,100,260,0.05,6,5,clustered,0.5;-0.15,29,29,5,24,0,17,12,13,13,8,0,shortest
513,100,265,0.05,3,2,clustered,0.5;-0.15,4,4,4,0,10,4,0,20,20,16,4,shortest
512,100,267,0.05,3,2,clustered,0.5;-0.15,28,28,4,24,16,-1,-5,-1,-1,-5,6,shortest
511,100,245,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,16,-1,-7,-1,-1,-7,8,shortest
510,100,240,0.05,4,3,clustered,0.5;-0.15,29,27,4,25,0,-1,-5,-1,-1,-5,0,shortest
508,100,258,0.05,4,3,clustered,0.5;-0.15,36,36,5,31,10,-1,-6,26,26,21,6,shortest
507,100,244,0.05,5,4,clustered,0.5;-0.15,4,4,4,0,0,-1,-5,-1,-1,-5,0,shortest
506,100,246,0.05,5,4,clustered,0.5;-0.15,19,19,5,14,12,11,6,11,11,6,6,shortest
505,100,240,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,6,-1,-7,-1,-1,-7,4,shortest
504,100,243,0.05,5,4,clustered,0.5;-0.15,-1,-1,4,-5,4,-1,-5,-1,-1,-5,2,shortest
503,100,244,0.05,5,4,clustered,0.5;-0.15,-1,-1,4,-5,18,-1,-5,-1,-1,-5,8,shortest
500,100,241,0.05,4,3,clustered,0.5;-0.15,9,9,5,4,10,9,4,9,9,4,4,shortest
499,100,228,0.05,3,2,clustered,0.5;-0.15,-1,-1,6,-7,4,-1,-7,-1,-1,-7,2,shortest
498,100,286,0.05,3,2,clustered,0.5;-0.15,18,18,4,14,0,4,0,8,8,4,0,shortest
497,100,244,0.05,3,2,clustered,0.5;-0.15,13,13,5,8,0,9,4,9,9,4,0,shortest
496,100,235,0.05,2,1,clustered,0.5;-0.15,11,11,2,9,24,2,0,2,2,0,12,shortest
495,100,268,0.05,5,4,clustered,0.5;-0.15,22,22,4,18,0,14,10,14,14,10,0,shortest
494,100,250,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
493,100,269,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
491,100,261,0.05,5,4,clustered,0.5;-0.15,47,47,5,42,12,-1,-6,-1,-1,-6,4,shortest
490,100,246,0.05,2,1,clustered,0.5;-0.15,18,18,4,14,0,-1,-5,-1,-1,-5,0,shortest
488,100,255,0.05,2,1,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
487,100,250,0.05,6,5,clustered,0.5;-0.15,2,2,2,0,0,2,0,2,2,0,0,shortest
486,100,250,0.05,5,4,clustered,0.5;-0.15,14,14,4,10,0,6,2,6,6,2,0,shortest
485,100,243,0.05,4,3,clustered,0.5;-0.15,3,3,3,0,4,3,0,3,3,0,4,shortest
484,100,282,0.05,5,4,clustered,0.5;-0.15,2,2,2,0,0,2,0,2,2,0,0,shortest
482,100,250,0.05,3,2,clustered,0.5;-0.15,8,8,4,4,0,4,0,8,8,4,0,shortest
481,100,237,0.05,7,6,clustered,0.5;-0.15,5,5,3,2,0,5,2,5,5,2,0,shortest
480,100,280,0.05,5,4,clustered,0.5;-0.15,9,13,4,5,0,-1,-5,-1,-1,-5,0,shortest
479,100,256,0.05,5,4,clustered,0.5;-0.15,22,18,4,18,0,8,4,8,8,4,0,shortest
478,100,249,0.05,3,2,clustered,0.5;-0.15,32,32,5,27,12,-1,-6,16,20,11,6,shortest
477,100,247,0.05,1,0,clustered,0.5;-0.15,11,11,5,6,12,-1,-6,11,11,6,12,shortest
475,100,250,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
474,100,242,0.05,2,1,clustered,0.5;-0.15,-1,-1,7,-8,22,-1,-8,-1,-1,-8,12,shortest
473,100,250,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
470,100,248,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
469,100,265,0.05,6,5,clustered,0.5;-0.15,5,5,3,2,0,5,2,5,5,2,0,shortest
466,100,247,0.05,5,4,clustered,0.5;-0.15,6,10,4,2,4,4,0,4,6,0,2,shortest
465,100,267,0.05,3,2,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
464,100,224,0.05,1,0,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
463,100,245,0.05,5,4,clustered,0.5;-0.15,4,4,4,0,0,4,0,16,16,12,0,shortest
460,100,246,0.05,3,2,clustered,0.5;-0.15,-1,-1,6,-7,14,-1,-7,-1,-1,-7,8,shortest
459,100,265,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
458,100,267,0.05,3,2,clustered,0.5;-0.15,18,28,4,14,0,12,8,12,12,8,0,shortest
457,100,271,0.05,2,1,clustered,0.5;-0.15,-1,-1,4,-5,12,-1,-5,-1,-1,-5,6,shortest
456,100,259,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,24,-1,-7,-1,-1,-7,12,shortest
455,100,243,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,12,-1,-7,-1,-1,-7,6,shortest
454,100,221,0.05,3,2,clustered,0.5;-0.15,12,16,4,8,0,8,4,8,8,4,0,shortest
452,100,282,0.05,4,3,clustered,0.5;-0.15,29,29,5,24,10,11,6,17,17,12,4,shortest
450,100,272,0.05,4,3,clustered,0.5;-0.15,33,33,5,28,0,-1,-6,-1,-1,-6,0,shortest
449,100,248,0.05,5,4,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
448,100,206,0.05,3,2,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
447,100,272,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
445,100,231,0.05,5,4,clustered,0.5;-0.15,14,8,4,10,14,12,8,16,12,12,6,shortest
442,100,227,0.05,1,0,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
441,100,243,0.05,2,1,clustered,0.5;-0.15,14,14,4,10,0,-1,-5,-1,-1,-5,0,shortest
438,100,266,0.05,4,3,clustered,0.5;-0.15,15,9,5,10,0,-1,-6,-1,-1,-6,0,shortest
437,100,241,0.05,7,6,clustered,0.5;-0.15,22,22,4,18,0,12,8,12,12,8,0,shortest
436,100,249,0.05,4,3,clustered,0.5;-0.15,17,17,5,12,6,19,14,25,25,20,2,shortest
434,100,220,0.05,4,3,clustered,0.5;-0.15,32,28,4,28,0,-1,-5,-1,-1,-5,0,shortest
433,100,235,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
432,100,231,0.05,5,4,clustered,0.5;-0.15,20,22,3,17,2,12,9,12,12,9,2,shortest
430,100,246,0.05,4,3,clustered,0.5;-0.15,3,3,3,0,8,3,0,3,3,0,4,shortest
429,100,226,0.05,6,5,clustered,0.5;-0.15,21,33,5,16,6,-1,-6,21,19,16,2,shortest
428,100,249,0.05,3,2,clustered,0.5;-0.15,23,25,5,18,14,-1,-6,15,15,10,8,shortest
426,100,242,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,10,-1,-6,-1,-1,-6,6,shortest
425,100,247,0.05,6,5,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
424,100,261,0.05,5,4,clustered,0.5;-0.15,-1,-1,6,-7,12,-1,-7,20,20,14,4,shortest
423,100,245,0.05,1,0,clustered,0.5;-0.15,10,10,6,4,2,-1,-7,10,10,4,2,shortest
422,100,256,0.05,6,5,clustered,0.5;-0.15,5,5,3,2,0,5,2,5,5,2,0,shortest
421,100,259,0.05,3,2,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
420,100,252,0.05,6,5,clustered,0.5;-0.15,8,8,4,4,0,12,8,12,12,8,0,shortest
419,100,253,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
418,100,253,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
417,100,256,0.05,3,2,clustered,0.5;-0.15,14,10,6,8,4,-1,-7,10,10,4,2,shortest
414,100,232,0.05,2,1,clustered,0.5;-0.15,10,10,5,5,0,-1,-6,-1,-1,-6,0,shortest
411,100,271,0.05,6,5,clustered,0.5;-0.15,23,23,3,20,4,7,4,7,7,4,2,shortest
409,100,228,0.05,4,3,clustered,0.5;-0.15,16,18,4,12,0,8,4,4,4,0,0,shortest
408,100,219,0.05,4,3,clustered,0.5;-0.15,2,2,2,0,0,2,0,2,2,0,0,shortest
407,100,253,0.05,4,3,clustered,0.5;-0.15,31,29,5,26,20,-1,-6,13,19,8,8,shortest
406,100,267,0.05,2,1,clustered,0.5;-0.15,7,17,5,2,16,-1,-6,-1,-1,-6,8,shortest
405,100,269,0.05,1,0,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
404,100,268,0.05,5,4,clustered,0.5;-0.15,2,2,2,0,0,2,0,2,2,0,0,shortest
403,100,267,0.05,2,1,clustered,0.5;-0.15,11,11,5,6,38,-1,-6,11,11,6,20,shortest
400,100,230,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,8,-1,-7,-1,-1,-7,4,shortest
398,100,213,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,14,-1,-6,-1,-1,-6,8,shortest
397,100,222,0.05,4,3,clustered,0.5;-0.15,13,19,5,8,6,-1,-6,12,12,7,2,shortest
