rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
999,50,169,0.15,8,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
998,50,186,0.15,6,,clustered,0.7999999999999999;-0.3,4,6,4,0,32,-1,-5,12,8,8,8,edgeCount
996,50,172,0.15,8,,clustered,0.7999999999999999;-0.3,19,35,3,16,6,3,0,5,5,2,2,edgeCount
993,50,168,0.15,5,,clustered,0.7999999999999999;-0.3,16,10,4,12,0,-1,-5,-1,-1,-5,0,edgeCount
991,50,175,0.15,6,,clustered,0.7999999999999999;-0.3,-1,-1,5,-6,20,-1,-6,-1,-1,-6,8,edgeCount
990,50,180,0.15,6,,clustered,0.7999999999999999;-0.3,3,21,3,0,0,9,6,9,9,6,0,edgeCount
989,50,163,0.15,6,,clustered,0.7999999999999999;-0.3,-1,-1,6,-7,12,-1,-7,-1,-1,-7,4,edgeCount
988,50,190,0.15,6,,clustered,0.7999999999999999;-0.3,5,20,3,2,0,11,8,11,11,8,0,edgeCount
987,50,180,0.15,7,,clustered,0.7999999999999999;-0.3,16,12,6,10,24,-1,-7,-1,-1,-7,6,edgeCount
986,50,184,0.15,6,,clustered,0.7999999999999999;-0.3,12,6,3,9,8,3,0,5,11,2,2,edgeCount
984,50,187,0.15,3,,clustered,0.7999999999999999;-0.3,3,19,3,0,24,7,4,7,7,4,8,edgeCount
983,50,171,0.15,5,,clustered,0.7999999999999999;-0.3,13,13,5,8,10,9,4,9,9,4,4,edgeCount
982,50,177,0.15,5,,clustered,0.7999999999999999;-0.3,28,24,4,24,0,-1,-5,-1,-1,-5,0,edgeCount
980,50,157,0.15,4,,clustered,0.7999999999999999;-0.3,4,12,3,1,12,-1,-4,-1,-1,-4,4,edgeCount
975,50,175,0.15,5,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
974,50,181,0.15,5,,clustered,0.7999999999999999;-0.3,30,24,5,25,64,-1,-6,-1,-1,-6,18,edgeCount
972,50,199,0.15,6,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,12,-1,-5,-1,-1,-5,4,edgeCount
969,50,186,0.15,5,,clustered,0.7999999999999999;-0.3,-1,-1,5,-6,40,-1,-6,-1,-1,-6,12,edgeCount
968,50,190,0.15,6,,clustered,0.7999999999999999;-0.3,-1,-1,5,-6,22,-1,-6,-1,-1,-6,6,edgeCount
967,50,187,0.15,5,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,28,-1,-5,-1,-1,-5,8,edgeCount
966,50,188,0.15,5,,clustered,0.7999999999999999;-0.3,12,4,4,8,0,-1,-5,-1,-1,-5,0,edgeCount
965,50,196,0.15,9,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
964,50,182,0.15,5,,clustered,0.7999999999999999;-0.3,11,5,3,8,0,-1,-4,-1,-1,-4,0,edgeCount
960,50,189,0.15,6,,clustered,0.7999999999999999;-0.3,-1,-1,5,-6,18,-1,-6,-1,-1,-6,4,edgeCount
959,50,199,0.15,7,,clustered,0.7999999999999999;-0.3,33,23,3,30,32,11,8,13,15,10,8,edgeCount
958,50,166,0.15,4,,clustered,0.7999999999999999;-0.3,19,27,3,16,16,5,2,5,5,2,6,edgeCount
957,50,172,0.15,7,,clustered,0.7999999999999999;-0.3,16,2,2,14,0,2,0,8,2,6,0,edgeCount
955,50,170,0.15,6,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,14,-1,-5,-1,-1,-5,4,edgeCount
949,50,171,0.15,8,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
945,50,181,0.15,8,,clustered,0.7999999999999999;-0.3,25,17,3,22,14,3,0,3,3,0,4,edgeCount
942,50,183,0.15,6,,clustered,0.7999999999999999;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
939,50,179,0.15,9,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,8,-1,-5,19,15,15,2,edgeCount
938,50,196,0.15,5,,clustered,0.7999999999999999;-0.3,33,15,3,30,28,3,0,5,5,2,8,edgeCount
936,50,187,0.15,4,,clustered,0.7999999999999999;-0.3,3,3,3,0,0,5,2,3,5,0,0,edgeCount
934,50,203,0.15,5,,clustered,0.7999999999999999;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
933,50,179,0.15,5,,clustered,0.7999999999999999;-0.3,8,12,4,4,0,-1,-5,-1,-1,-5,0,edgeCount
932,50,166,0.15,8,,clustered,0.7999999999999999;-0.3,6,19,4,2,10,14,10,14,14,10,4,edgeCount
931,50,204,0.15,5,,clustered,0.7999999999999999;-0.3,15,3,3,12,0,5,2,5,5,2,0,edgeCount
927,50,166,0.15,6,,clustered,0.7999999999999999;-0.3,5,25,3,2,30,7,4,7,7,4,10,edgeCount
924,50,151,0.15,5,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,6,-1,-5,-1,-1,-5,2,edgeCount
922,50,191,0.15,6,,clustered,0.7999999999999999;-0.3,-1,-1,5,-6,44,-1,-6,-1,-1,-6,14,edgeCount
921,50,177,0.15,6,,clustered,0.7999999999999999;-0.3,19,15,5,14,0,-1,-6,-1,-1,-6,0,edgeCount
918,50,184,0.15,8,,clustered,0.7999999999999999;-0.3,19,3,3,16,8,9,6,15,15,12,2,edgeCount
916,50,177,0.15,6,,clustered,0.7999999999999999;-0.3,5,15,3,2,0,5,2,5,7,2,0,edgeCount
914,50,186,0.15,8,,clustered,0.7999999999999999;-0.3,15,3,3,12,0,-1,-4,-1,-1,-4,0,edgeCount
912,50,201,0.15,7,,clustered,0.7999999999999999;-0.3,28,20,3,25,32,-1,-4,-1,-1,-4,8,edgeCount
911,50,166,0.15,7,,clustered,0.7999999999999999;-0.3,-1,-1,5,-6,46,-1,-6,-1,-1,-6,16,edgeCount
910,50,210,0.15,3,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
909,50,206,0.15,7,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
907,50,169,0.15,4,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
906,50,183,0.15,6,,clustered,0.7999999999999999;-0.3,5,30,3,2,30,11,8,11,11,8,8,edgeCount
904,50,172,0.15,6,,clustered,0.7999999999999999;-0.3,9,11,5,4,8,-1,-6,-1,-1,-6,2,edgeCount
903,50,206,0.15,8,,clustered,0.7999999999999999;-0.3,14,8,2,12,0,2,0,8,2,6,0,edgeCount
901,50,167,0.15,5,,clustered,0.7999999999999999;-0.3,33,25,5,28,0,-1,-6,-1,-1,-6,0,edgeCount
898,50,173,0.15,5,,clustered,0.7999999999999999;-0.3,6,2,2,4,24,2,0,4,2,2,8,edgeCount
895,50,183,0.15,8,,clustered,0.7999999999999999;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
889,50,193,0.15,5,,clustered,0.7999999999999999;-0.3,8,4,4,4,0,-1,-5,-1,-1,-5,0,edgeCount
887,50,196,0.15,2,,clustered,0.7999999999999999;-0.3,26,36,4,22,16,-1,-5,-1,-1,-5,8,edgeCount
885,50,180,0.15,6,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
884,50,198,0.15,10,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
881,50,163,0.15,6,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,16,-1,-5,-1,-1,-5,6,edgeCount
879,50,181,0.15,6,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
877,50,190,0.15,6,,clustered,0.7999999999999999;-0.3,11,19,5,6,6,-1,-6,-1,-1,-6,2,edgeCount
876,50,203,0.15,5,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,32,-1,-5,12,18,8,8,edgeCount
875,50,186,0.15,7,,clustered,0.7999999999999999;-0.3,13,5,3,10,18,-1,-4,-1,-1,-4,4,edgeCount
873,50,182,0.15,5,,clustered,0.7999999999999999;-0.3,-1,-1,5,-6,30,-1,-6,-1,-1,-6,8,edgeCount
872,50,205,0.15,7,,clustered,0.7999999999999999;-0.3,32,22,4,28,10,-1,-5,-1,-1,-5,2,edgeCount
868,50,177,0.15,5,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
867,50,177,0.15,5,,clustered,0.7999999999999999;-0.3,4,38,4,0,0,18,14,18,18,14,0,edgeCount
866,50,193,0.15,6,,clustered,0.7999999999999999;-0.3,-1,-1,5,-6,22,-1,-6,-1,-1,-6,6,edgeCount
865,50,192,0.15,4,,clustered,0.7999999999999999;-0.3,3,6,3,0,0,7,4,3,3,0,0,edgeCount
863,50,185,0.15,7,,clustered,0.7999999999999999;-0.3,15,3,3,12,4,7,4,3,5,0,2,edgeCount
860,50,190,0.15,6,,clustered,0.7999999999999999;-0.3,19,7,4,15,8,-1,-5,-1,-1,-5,2,edgeCount
859,50,178,0.15,6,,clustered,0.7999999999999999;-0.3,-1,-1,5,-6,12,-1,-6,-1,-1,-6,4,edgeCount
857,50,180,0.15,10,,clustered,0.7999999999999999;-0.3,30,26,2,28,0,2,0,12,2,10,0,edgeCount
853,50,171,0.15,3,,clustered,0.7999999999999999;-0.3,20,16,4,16,48,-1,-5,-1,-1,-5,16,edgeCount
852,50,181,0.15,7,,clustered,0.7999999999999999;-0.3,18,3,3,15,0,5,2,3,5,0,0,edgeCount
849,50,162,0.15,8,,clustered,0.7999999999999999;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
848,50,193,0.15,2,,clustered,0.7999999999999999;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,edgeCount
845,50,178,0.15,4,,clustered,0.7999999999999999;-0.3,-1,-1,4,-5,12,-1,-5,-1,-1,-5,4,edgeCount
842,50,171,0.15,6,,clustered,0.7999999999999999;-0.3,13,13,3,10,6,3,0,3,3,0,2,edgeCount
839,50,173,0.15,7,,clustered,0.7999999999999999;-0.3,18,22,4,14,0,12,8,12,12,8,0,edgeCount
