rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
1000,100,236,0.05,5,4,random,-1,3,5,3,0,4,3,3,3,2
999,100,264,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
998,100,234,0.05,2,1,random,-1,5,6,5,0,0,5,5,5,0
997,100,252,0.05,6,5,random,-1,3,3,3,0,2,3,3,3,2
996,100,243,0.05,4,3,random,-1,4,4,4,0,16,4,4,4,8
995,100,250,0.05,1,0,random,-1,4,4,4,0,6,4,4,4,6
994,100,238,0.05,2,1,random,-1,5,5,2,3,0,2,2,2,0
993,100,241,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
992,100,258,0.05,7,6,random,-1,3,3,3,0,0,3,3,3,0
991,100,279,0.05,6,5,random,-1,3,3,3,0,0,3,3,3,0
990,100,259,0.05,6,5,random,-1,2,2,2,0,0,2,2,2,0
989,100,210,0.05,1,0,random,-1,5,5,5,0,6,5,5,5,6
988,100,247,0.05,2,1,random,-1,3,8,3,0,10,3,3,3,6
987,100,235,0.05,4,3,random,-1,4,4,4,0,8,4,4,4,4
986,100,240,0.05,2,1,random,-1,5,5,5,0,0,5,5,5,0
985,100,263,0.05,7,6,random,-1,3,3,3,0,0,3,3,3,0
984,100,248,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
983,100,219,0.05,2,1,random,-1,5,5,5,0,0,5,5,5,0
982,100,269,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
981,100,243,0.05,2,1,random,-1,2,2,2,0,22,2,2,2,22
980,100,241,0.05,2,1,random,-1,4,5,4,0,0,4,4,4,0
979,100,223,0.05,3,2,random,-1,4,4,4,0,2,4,4,4,2
978,100,242,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
977,100,243,0.05,4,3,random,-1,3,5,3,0,12,3,3,3,6
976,100,214,0.05,1,0,random,-1,5,5,5,0,0,5,5,5,0
975,100,240,0.05,2,1,random,-1,4,4,4,0,22,4,4,4,12
974,100,282,0.05,3,2,random,-1,3,3,3,0,20,3,3,3,10
973,100,262,0.05,3,2,random,-1,3,5,3,0,0,3,3,3,0
972,100,264,0.05,2,1,random,-1,3,3,3,0,12,3,3,3,6
