rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
200,100,722,0.15,13,84,random,0.6,3,3,2,1,0,3,1,3,3,1,0,edgeCount
199,100,744,0.15,16,105,random,0.6,9,2,2,7,96,2,0,2,2,0,14,edgeCount
198,100,769,0.15,10,63,random,0.6,4,2,2,2,144,2,0,3,2,1,20,edgeCount
197,100,702,0.15,8,49,random,0.6,5,9,3,2,124,3,0,3,3,0,16,edgeCount
196,100,726,0.15,17,112,random,0.6,5,2,2,3,0,2,0,3,2,1,0,edgeCount
195,100,757,0.15,9,56,random,0.6,3,5,3,0,62,3,0,3,3,0,8,edgeCount
194,100,728,0.15,12,77,random,0.6,3,2,2,1,0,2,0,3,2,1,0,edgeCount
193,100,785,0.15,13,84,random,0.6,3,2,2,1,0,4,2,3,4,1,0,edgeCount
192,100,762,0.15,8,49,random,0.6,3,2,2,1,0,2,0,3,2,1,0,edgeCount
191,100,705,0.15,11,70,random,0.6,4,5,3,1,0,3,0,3,3,0,0,edgeCount
190,100,738,0.15,12,77,random,0.6,3,2,2,1,74,2,0,3,2,1,10,edgeCount
189,100,770,0.15,17,112,random,0.6,9,2,2,7,14,4,2,3,4,1,2,edgeCount
188,100,772,0.15,9,56,random,0.6,4,5,2,2,0,2,0,3,2,1,0,edgeCount
187,100,734,0.15,11,70,random,0.6,4,2,2,2,0,2,0,3,2,1,0,edgeCount
186,100,732,0.15,8,49,random,0.6,4,4,3,1,60,3,0,3,3,0,8,edgeCount
185,100,712,0.15,10,63,random,0.6,3,4,3,0,0,3,0,3,3,0,0,edgeCount
184,100,712,0.15,15,98,random,0.6,3,2,2,1,0,2,0,2,2,0,0,edgeCount
183,100,732,0.15,16,105,random,0.6,3,4,2,1,0,2,0,3,2,1,0,edgeCount
182,100,731,0.15,13,84,random,0.6,3,2,2,1,34,2,0,3,2,1,4,edgeCount
181,100,766,0.15,15,98,random,0.6,3,2,2,1,18,2,0,3,2,1,2,edgeCount
180,100,751,0.15,12,77,random,0.6,3,5,3,0,0,3,0,5,5,2,0,edgeCount
179,100,722,0.15,14,91,random,0.6,7,3,2,5,64,2,0,3,2,1,8,edgeCount
178,100,733,0.15,14,91,random,0.6,3,3,3,0,0,5,2,7,3,4,0,edgeCount
177,100,748,0.15,12,77,random,0.6,3,5,2,1,102,4,2,3,4,1,14,edgeCount
176,100,747,0.15,15,98,random,0.6,6,2,2,4,0,2,0,3,2,1,0,edgeCount
175,100,724,0.15,13,84,random,0.6,3,3,2,1,60,2,0,2,2,0,8,edgeCount
174,100,771,0.15,9,56,random,0.6,3,4,2,1,154,2,0,6,2,4,22,edgeCount
173,100,767,0.15,9,56,random,0.6,3,5,3,0,18,3,0,3,3,0,2,edgeCount
172,100,754,0.15,10,63,random,0.6,3,5,2,1,0,2,0,9,2,7,0,edgeCount
171,100,730,0.15,15,98,random,0.6,7,4,3,4,52,3,0,5,5,2,6,edgeCount
170,100,748,0.15,10,63,random,0.6,4,5,2,2,0,2,0,3,2,1,0,edgeCount
169,100,740,0.15,15,98,random,0.6,3,2,2,1,0,2,0,3,2,1,0,edgeCount
168,100,771,0.15,13,84,random,0.6,3,4,2,1,104,2,0,3,2,1,12,edgeCount
167,100,742,0.15,11,70,random,0.6,4,2,2,2,146,2,0,3,2,1,18,edgeCount
166,100,715,0.15,18,119,random,0.6,5,3,2,3,16,2,0,11,2,9,2,edgeCount
165,100,761,0.15,18,119,random,0.6,3,2,2,1,0,2,0,11,2,9,0,edgeCount
164,100,772,0.15,9,56,random,0.6,3,2,2,1,84,2,0,3,2,1,10,edgeCount
163,100,809,0.15,17,112,random,0.6,3,5,2,1,0,2,0,3,2,1,0,edgeCount
