rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
755,100,222,0.05,2,1,adversarial,0.46,4,4,4,0,0,4,4,4,0
754,100,253,0.05,6,5,adversarial,0.7,2,2,2,0,16,2,2,2,6
753,100,244,0.05,4,3,adversarial,0.67,5,13,3,2,0,5,5,5,0
752,100,226,0.05,1,0,adversarial,0.52,5,5,5,0,0,5,5,5,0
751,100,237,0.05,4,3,adversarial,0.4,2,2,2,0,0,2,2,2,0
750,100,264,0.05,4,3,adversarial,0.44,4,4,2,2,0,2,2,2,0
749,100,250,0.05,5,4,adversarial,0.9,11,11,5,6,6,27,29,29,4
748,100,235,0.05,3,2,adversarial,0.35,2,2,2,0,6,2,2,2,4
747,100,273,0.05,5,4,adversarial,0.75,7,7,3,4,0,7,7,7,0
746,100,234,0.05,2,1,adversarial,0.7,13,7,5,8,0,5,13,13,0
745,100,241,0.05,3,2,adversarial,0.59,3,22,3,0,6,3,3,3,2
744,100,258,0.05,1,0,adversarial,0.35,5,7,5,0,8,5,5,7,8
743,100,246,0.05,5,4,adversarial,0.4,3,3,3,0,12,3,3,3,8
742,100,256,0.05,3,2,adversarial,0.41,4,13,4,0,0,4,4,4,0
741,100,245,0.05,2,1,adversarial,0.7,14,10,5,9,8,14,15,21,6
740,100,300,0.05,5,4,adversarial,0.85,18,26,4,14,0,8,8,8,0
739,100,257,0.05,3,2,adversarial,0.85,12,8,5,7,4,19,27,27,2
738,100,252,0.05,4,3,adversarial,0.6,3,3,3,0,0,3,3,3,0
737,100,233,0.05,3,2,adversarial,0.55,3,3,3,0,4,3,3,3,2
736,100,258,0.05,2,1,adversarial,0.73,10,10,5,5,4,11,11,11,2
735,100,240,0.05,5,4,adversarial,0.38,3,3,3,0,0,3,3,3,0
734,100,214,0.05,3,2,adversarial,0.46,11,11,5,6,0,11,11,11,0
733,100,241,0.05,2,1,adversarial,0.44,2,2,2,0,12,2,2,2,6
732,100,236,0.05,3,2,adversarial,0.56,16,16,4,12,4,16,16,16,2
731,100,258,0.05,1,0,adversarial,0.76,19,13,5,14,4,8,19,13,4
730,100,240,0.05,1,0,adversarial,0.57,9,10,5,4,4,6,9,10,4
729,100,259,0.05,7,6,adversarial,0.68,2,2,2,0,0,2,2,2,0
728,100,242,0.05,4,3,adversarial,0.4,4,6,4,0,4,4,4,4,2
727,100,273,0.05,7,6,adversarial,0.43,8,8,4,4,0,8,8,8,0
726,100,230,0.05,3,2,adversarial,0.39,8,8,4,4,0,8,8,8,0
725,100,249,0.05,3,2,adversarial,0.67,7,13,4,3,0,13,13,13,0
724,100,225,0.05,1,0,adversarial,0.59,6,6,6,0,0,6,6,6,0
723,100,225,0.05,5,4,adversarial,0.32,3,3,3,0,6,7,7,7,4
722,100,259,0.05,7,6,adversarial,0.41,3,3,3,0,2,3,3,3,2
721,100,261,0.05,7,6,adversarial,0.73,19,20,4,15,0,22,22,22,0
720,100,244,0.05,4,3,adversarial,0.79,16,14,4,12,34,21,21,21,14
719,100,232,0.05,2,1,adversarial,0.9,7,5,4,3,0,8,8,8,0
718,100,256,0.05,5,4,adversarial,0.81,3,3,3,0,0,3,3,3,0
717,100,281,0.05,3,2,adversarial,0.59,9,9,5,4,0,9,9,9,0
716,100,244,0.05,4,3,adversarial,0.88,8,24,4,4,0,16,16,16,0
715,100,233,0.05,3,2,adversarial,0.38,3,3,3,0,6,3,3,3,4
714,100,228,0.05,4,3,adversarial,0.82,23,12,4,19,8,21,21,33,4
713,100,252,0.05,4,3,adversarial,0.78,7,7,3,4,0,18,18,18,0
712,100,244,0.05,5,4,adversarial,0.72,3,3,3,0,0,3,3,3,0
711,100,235,0.05,6,5,adversarial,0.52,3,3,3,0,0,3,3,3,0
710,100,288,0.05,3,2,adversarial,0.76,19,11,4,15,6,13,13,13,2
709,100,289,0.05,6,5,adversarial,0.8,2,2,2,0,0,2,2,2,0
708,100,241,0.05,1,0,adversarial,0.76,3,3,3,0,0,3,3,3,0
707,100,228,0.05,6,5,adversarial,0.8,4,11,4,0,0,16,10,10,0
706,100,256,0.05,5,4,adversarial,0.67,13,25,4,9,0,20,8,8,0
705,100,233,0.05,2,1,adversarial,0.43,4,4,4,0,0,4,4,4,0
704,100,242,0.05,5,4,adversarial,0.31,5,5,3,2,12,5,5,5,4
703,100,253,0.05,4,3,adversarial,0.85,5,5,3,2,18,5,5,5,6
702,100,274,0.05,5,4,adversarial,0.88,41,41,3,38,10,30,33,33,4
701,100,232,0.05,6,5,adversarial,0.5,3,3,2,1,6,2,2,2,2
700,100,224,0.05,6,5,adversarial,0.54,3,3,3,0,4,3,3,3,2
699,100,224,0.05,3,2,adversarial,0.54,8,7,4,4,12,10,4,4,4
698,100,241,0.05,7,6,adversarial,0.87,4,4,2,2,0,4,4,4,0
697,100,246,0.05,7,6,adversarial,0.82,3,3,3,0,0,12,3,3,0
696,100,223,0.05,6,5,adversarial,0.54,3,3,3,0,0,3,3,3,0
695,100,229,0.05,5,4,adversarial,0.83,3,3,3,0,16,7,3,3,8
694,100,257,0.05,5,4,adversarial,0.58,11,11,3,8,0,3,7,7,0
693,100,260,0.05,1,0,adversarial,0.87,5,13,5,0,2,5,5,13,2
692,100,276,0.05,4,3,adversarial,0.81,10,6,5,5,12,23,29,24,4
691,100,253,0.05,3,2,adversarial,0.47,12,10,4,8,0,11,11,11,0
690,100,256,0.05,3,2,adversarial,0.67,5,19,3,2,0,5,5,5,0
689,100,235,0.05,4,3,adversarial,0.3,4,12,4,0,8,4,4,4,4
688,100,245,0.05,5,4,adversarial,0.6,3,3,3,0,0,3,3,3,0
687,100,232,0.05,2,1,adversarial,0.62,10,10,2,8,0,2,2,2,0
686,100,243,0.05,4,3,adversarial,0.59,3,3,3,0,0,3,3,3,0
685,100,243,0.05,2,1,adversarial,0.43,4,5,4,0,0,4,4,4,0
684,100,274,0.05,3,2,adversarial,0.6,5,5,5,0,0,7,7,7,0
683,100,226,0.05,2,1,adversarial,0.63,3,3,3,0,0,3,3,3,0
682,100,260,0.05,2,1,adversarial,0.79,4,10,4,0,12,4,4,4,6
681,100,273,0.05,3,2,adversarial,0.49,3,5,3,0,0,3,3,3,0
680,100,252,0.05,3,2,adversarial,0.86,4,4,4,0,4,16,4,4,2
679,100,267,0.05,4,3,adversarial,0.42,13,11,4,9,8,15,15,15,4
678,100,234,0.05,1,0,adversarial,0.41,4,4,4,0,0,4,4,4,0
677,100,222,0.05,3,2,adversarial,0.62,6,8,4,2,10,6,6,6,6
676,100,241,0.05,4,3,adversarial,0.65,2,2,2,0,8,2,2,2,4
675,100,239,0.05,3,2,adversarial,0.38,3,16,3,0,16,9,8,6,6
674,100,243,0.05,2,1,adversarial,0.62,3,11,3,0,0,3,3,3,0
673,100,242,0.05,3,2,adversarial,0.43,2,2,2,0,8,2,2,2,4
672,100,251,0.05,4,3,adversarial,0.36,2,2,2,0,2,2,2,2,2
671,100,253,0.05,5,4,adversarial,0.39,3,3,3,0,0,3,3,3,0
670,100,234,0.05,3,2,adversarial,0.42,11,7,4,7,16,10,4,4,8
669,100,259,0.05,7,6,adversarial,0.87,12,12,4,8,0,12,12,12,0
668,100,242,0.05,3,2,adversarial,0.62,5,5,4,1,0,7,7,7,0
667,100,271,0.05,4,3,adversarial,0.78,6,6,4,2,0,25,25,25,0
666,100,235,0.05,6,5,adversarial,0.79,15,7,4,11,2,12,6,6,2
