rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
1000,100,230,0.05,6,5,adversarial,0.9,2,2,2,0,14,2,2,2,6
999,100,261,0.05,2,1,adversarial,0.77,4,4,4,0,0,4,4,4,0
998,100,249,0.05,6,5,adversarial,0.4,2,2,2,0,6,2,2,2,2
997,100,246,0.05,3,2,adversarial,0.42,3,3,3,0,4,3,3,3,2
996,100,240,0.05,3,2,adversarial,0.34,2,2,2,0,8,2,2,2,4
995,100,241,0.05,5,4,adversarial,0.73,5,5,3,2,8,9,5,5,4
994,100,271,0.05,5,4,adversarial,0.45,3,3,3,0,0,3,3,3,0
993,100,224,0.05,6,5,adversarial,0.84,5,5,3,2,8,5,5,5,4
992,100,269,0.05,8,7,adversarial,0.3,5,5,3,2,12,5,5,5,4
991,100,236,0.05,3,2,adversarial,0.54,4,5,4,0,0,4,4,4,0
990,100,259,0.05,5,4,adversarial,0.89,17,15,5,12,0,28,28,28,0
989,100,243,0.05,3,2,adversarial,0.41,3,3,3,0,0,3,3,3,0
988,100,252,0.05,3,2,adversarial,0.66,3,7,3,0,0,3,3,3,0
987,100,266,0.05,4,3,adversarial,0.9,55,65,5,50,24,28,29,29,10
986,100,242,0.05,6,5,adversarial,0.58,6,6,3,3,0,9,9,9,0
985,100,255,0.05,3,2,adversarial,0.42,4,5,4,0,0,4,4,4,0
984,100,274,0.05,6,5,adversarial,0.55,9,9,3,6,4,7,7,7,2
983,100,268,0.05,3,2,adversarial,0.38,3,3,3,0,0,3,3,3,0
982,100,254,0.05,3,2,adversarial,0.62,9,9,2,7,0,2,2,2,0
981,100,241,0.05,3,2,adversarial,0.4,4,4,4,0,4,4,4,4,2
980,100,250,0.05,6,5,adversarial,0.5,7,7,3,4,10,7,7,7,4
979,100,224,0.05,1,0,adversarial,0.58,3,3,3,0,0,3,3,3,0
978,100,263,0.05,5,4,adversarial,0.33,4,19,4,0,18,4,4,4,8
977,100,252,0.05,5,4,adversarial,0.46,3,3,3,0,16,3,3,3,8
976,100,248,0.05,2,1,adversarial,0.75,4,12,4,0,0,4,4,4,0
975,100,244,0.05,4,3,adversarial,0.5,3,17,3,0,0,8,7,7,0
974,100,221,0.05,3,2,adversarial,0.3,3,3,3,0,0,3,3,3,0
973,100,254,0.05,4,3,adversarial,0.46,8,8,4,4,6,8,8,8,4
972,100,269,0.05,5,4,adversarial,0.66,7,19,3,4,0,11,11,11,0
971,100,255,0.05,4,3,adversarial,0.78,4,4,4,0,0,4,4,4,0
970,100,232,0.05,3,2,adversarial,0.42,5,5,5,0,0,13,5,5,0
969,100,278,0.05,4,3,adversarial,0.51,12,15,4,8,0,14,8,8,0
968,100,242,0.05,5,4,adversarial,0.35,7,7,3,4,0,7,7,7,0
967,100,247,0.05,5,4,adversarial,0.77,3,3,3,0,6,3,3,3,2
966,100,234,0.05,2,1,adversarial,0.57,4,16,4,0,0,10,4,4,0
965,100,239,0.05,3,2,adversarial,0.59,6,4,4,2,26,8,8,8,10
964,100,229,0.05,3,2,adversarial,0.39,6,8,4,2,16,6,6,8,8
963,100,229,0.05,4,3,adversarial,0.37,4,4,4,0,0,4,4,4,0
962,100,281,0.05,2,1,adversarial,0.54,4,4,2,2,0,2,2,2,0
961,100,233,0.05,2,1,adversarial,0.58,4,4,4,0,0,4,4,4,0
960,100,258,0.05,4,3,adversarial,0.44,3,3,3,0,0,3,3,3,0
959,100,254,0.05,2,1,adversarial,0.5,9,5,4,5,0,10,4,4,0
958,100,265,0.05,2,1,adversarial,0.51,4,5,4,0,16,4,4,5,8
957,100,231,0.05,3,2,adversarial,0.57,8,8,4,4,0,8,8,8,0
956,100,263,0.05,2,1,adversarial,0.63,9,5,2,7,0,2,2,2,0
955,100,252,0.05,4,3,adversarial,0.3,4,11,4,0,0,4,4,4,0
954,100,251,0.05,2,1,adversarial,0.33,4,8,4,0,0,4,4,4,0
953,100,254,0.05,3,2,adversarial,0.78,3,3,3,0,22,3,3,3,8
952,100,223,0.05,3,2,adversarial,0.38,2,2,2,0,4,2,2,2,2
951,100,259,0.05,2,1,adversarial,0.52,4,11,4,0,8,4,4,16,4
950,100,252,0.05,4,3,adversarial,0.61,3,3,3,0,0,3,3,3,0
949,100,229,0.05,4,3,adversarial,0.38,4,6,4,0,6,4,4,4,2
948,100,221,0.05,1,0,adversarial,0.58,10,7,5,5,4,6,10,7,4
947,100,251,0.05,6,5,adversarial,0.58,3,3,3,0,4,3,3,3,2
946,100,256,0.05,1,0,adversarial,0.47,4,4,4,0,0,4,4,4,0
945,100,255,0.05,5,4,adversarial,0.36,2,2,2,0,20,2,2,2,8
944,100,252,0.05,3,2,adversarial,0.41,3,4,3,0,12,3,3,3,6
943,100,244,0.05,1,0,adversarial,0.55,2,2,2,0,0,2,2,2,0
942,100,230,0.05,1,0,adversarial,0.41,5,12,5,0,6,5,5,12,6
941,100,252,0.05,3,2,adversarial,0.82,13,13,4,9,0,8,8,8,0
940,100,229,0.05,3,2,adversarial,0.53,5,5,5,0,12,13,5,5,4
939,100,280,0.05,7,6,adversarial,0.53,3,5,3,0,0,3,3,3,0
938,100,229,0.05,5,4,adversarial,0.42,3,3,3,0,0,3,3,3,0
937,100,217,0.05,3,2,adversarial,0.31,5,9,5,0,0,5,5,5,0
936,100,228,0.05,3,2,adversarial,0.87,14,14,5,9,0,20,20,20,0
935,100,232,0.05,6,5,adversarial,0.45,2,2,2,0,0,2,2,2,0
934,100,251,0.05,3,2,adversarial,0.55,4,4,4,0,0,4,4,4,0
933,100,263,0.05,5,4,adversarial,0.85,3,3,3,0,12,3,3,3,8
932,100,241,0.05,5,4,adversarial,0.38,5,5,3,2,0,5,5,5,0
931,100,266,0.05,2,1,adversarial,0.53,3,7,3,0,0,3,3,3,0
930,100,242,0.05,4,3,adversarial,0.61,4,4,4,0,16,4,4,4,6
929,100,252,0.05,1,0,adversarial,0.85,23,17,5,18,10,6,23,17,10
928,100,240,0.05,3,2,adversarial,0.4,9,12,5,4,0,11,11,11,0
927,100,226,0.05,2,1,adversarial,0.37,3,3,3,0,0,3,3,3,0
926,100,257,0.05,7,6,adversarial,0.41,2,2,2,0,0,2,2,2,0
925,100,262,0.05,3,2,adversarial,0.3,3,8,3,0,0,3,3,3,0
924,100,273,0.05,5,4,adversarial,0.74,2,2,2,0,12,2,2,2,4
923,100,271,0.05,5,4,adversarial,0.68,5,5,3,2,6,5,5,5,2
922,100,289,0.05,5,4,adversarial,0.85,14,26,4,10,0,8,8,8,0
921,100,240,0.05,2,1,adversarial,0.43,4,5,4,0,0,4,4,4,0
920,100,239,0.05,2,1,adversarial,0.79,5,17,5,0,4,5,5,5,2
919,100,236,0.05,5,4,adversarial,0.58,3,3,3,0,0,7,7,7,0
918,100,258,0.05,5,4,adversarial,0.46,2,2,2,0,10,2,2,2,6
917,100,237,0.05,3,2,adversarial,0.3,4,4,4,0,0,4,4,4,0
916,100,255,0.05,4,3,adversarial,0.68,20,12,4,16,24,14,14,14,12
915,100,264,0.05,4,3,adversarial,0.5,3,3,3,0,0,3,3,3,0
914,100,229,0.05,4,3,adversarial,0.47,3,3,3,0,0,3,3,3,0
913,100,235,0.05,1,0,adversarial,0.66,6,6,6,0,2,10,6,6,2
912,100,234,0.05,3,2,adversarial,0.45,6,6,4,2,0,6,6,6,0
911,100,252,0.05,1,0,adversarial,0.65,4,4,4,0,0,4,4,4,0
910,100,234,0.05,4,3,adversarial,0.84,14,42,4,10,0,10,10,10,0
909,100,274,0.05,4,3,adversarial,0.74,3,7,3,0,6,3,7,7,2
908,100,245,0.05,5,4,adversarial,0.7,2,2,2,0,12,2,2,2,4
907,100,253,0.05,3,2,adversarial,0.41,5,8,3,2,12,5,5,8,6
906,100,231,0.05,8,7,adversarial,0.86,7,7,3,4,0,7,7,7,0
905,100,216,0.05,3,2,adversarial,0.76,10,16,5,5,0,17,17,17,0
904,100,248,0.05,2,1,adversarial,0.33,3,3,3,0,0,3,3,3,0
903,100,232,0.05,7,6,adversarial,0.48,17,14,4,13,0,18,12,12,0
902,100,238,0.05,3,2,adversarial,0.51,2,2,2,0,0,2,2,2,0
901,100,258,0.05,5,4,adversarial,0.85,3,3,3,0,16,3,3,3,6
900,100,243,0.05,3,2,adversarial,0.56,2,2,2,0,0,2,2,2,0
899,100,231,0.05,2,1,adversarial,0.7,10,6,4,6,12,4,4,4,6
898,100,263,0.05,2,1,adversarial,0.89,14,12,5,9,12,14,33,13,6
897,100,243,0.05,5,4,adversarial,0.64,20,16,4,16,0,20,14,14,0
896,100,252,0.05,4,3,adversarial,0.75,7,7,5,2,0,14,24,24,0
895,100,262,0.05,3,2,adversarial,0.68,12,13,4,8,34,8,8,8,12
894,100,261,0.05,5,4,adversarial,0.79,26,26,4,22,0,8,8,8,0
893,100,267,0.05,6,5,adversarial,0.8,12,12,4,8,0,18,12,12,0
892,100,252,0.05,2,1,adversarial,0.88,7,15,5,2,32,12,9,13,16
891,100,251,0.05,6,5,adversarial,0.55,3,7,3,0,0,3,3,3,0
890,100,269,0.05,5,4,adversarial,0.83,41,41,5,36,0,23,23,23,0
889,100,221,0.05,3,2,adversarial,0.68,8,8,4,4,4,8,8,8,2
888,100,212,0.05,4,3,adversarial,0.53,3,3,3,0,4,3,3,3,2
887,100,249,0.05,4,3,adversarial,0.7,6,6,4,2,20,12,12,12,8
886,100,231,0.05,3,2,adversarial,0.81,3,19,3,0,8,3,3,3,4
885,100,242,0.05,5,4,adversarial,0.75,4,4,2,2,0,4,4,4,0
884,100,256,0.05,3,2,adversarial,0.44,4,4,4,0,0,10,4,4,0
883,100,263,0.05,2,1,adversarial,0.9,8,24,5,3,16,6,10,22,10
882,100,253,0.05,6,5,adversarial,0.51,3,3,3,0,2,3,3,3,2
881,100,246,0.05,5,4,adversarial,0.5,8,13,4,4,0,8,8,8,0
880,100,243,0.05,5,4,adversarial,0.49,5,10,3,2,4,5,5,5,2
879,100,233,0.05,4,3,adversarial,0.83,3,3,3,0,0,3,3,3,0
878,100,237,0.05,2,1,adversarial,0.6,4,18,4,0,8,4,4,4,4
877,100,258,0.05,4,3,adversarial,0.8,13,21,4,9,0,20,20,20,0
876,100,256,0.05,4,3,adversarial,0.51,4,18,4,0,8,4,4,4,4
875,100,264,0.05,4,3,adversarial,0.34,4,14,4,0,2,4,4,4,2
874,100,244,0.05,5,4,adversarial,0.56,6,6,4,2,0,12,6,6,0
873,100,258,0.05,1,0,adversarial,0.71,5,5,5,0,0,5,5,5,0
872,100,247,0.05,4,3,adversarial,0.9,14,12,5,9,0,16,16,16,0
871,100,258,0.05,7,6,adversarial,0.75,3,3,3,0,12,7,3,3,6
870,100,236,0.05,5,4,adversarial,0.9,16,28,4,12,10,30,42,42,4
869,100,253,0.05,5,4,adversarial,0.67,8,8,4,4,4,8,8,8,2
868,100,246,0.05,7,6,adversarial,0.62,5,5,3,2,0,5,5,5,0
867,100,224,0.05,3,2,adversarial,0.47,4,12,4,0,0,4,4,4,0
866,100,229,0.05,2,1,adversarial,0.79,12,12,4,8,0,4,10,10,0
865,100,258,0.05,2,1,adversarial,0.79,7,5,4,3,0,9,9,9,0
864,100,230,0.05,1,0,adversarial,0.86,4,24,4,0,6,4,4,24,6
863,100,234,0.05,2,1,adversarial,0.49,4,4,4,0,0,4,4,4,0
862,100,244,0.05,3,2,adversarial,0.62,2,2,2,0,0,2,2,2,0
861,100,257,0.05,3,2,adversarial,0.76,16,6,5,11,16,16,16,14,8
860,100,244,0.05,2,1,adversarial,0.51,11,7,5,6,0,11,11,11,0
859,100,251,0.05,6,5,adversarial,0.83,30,30,4,26,0,10,10,10,0
858,100,238,0.05,3,2,adversarial,0.48,8,8,4,4,26,8,8,8,14
857,100,221,0.05,5,4,adversarial,0.76,3,3,3,0,0,3,3,3,0
856,100,252,0.05,3,2,adversarial,0.68,20,12,4,16,10,16,18,16,6
855,100,263,0.05,5,4,adversarial,0.82,3,3,3,0,0,3,3,3,0
854,100,245,0.05,3,2,adversarial,0.4,9,9,4,5,0,11,11,11,0
853,100,245,0.05,6,5,adversarial,0.9,27,33,5,22,0,23,23,23,0
852,100,253,0.05,3,2,adversarial,0.72,4,5,4,0,6,10,10,10,2
851,100,253,0.05,4,3,adversarial,0.39,5,14,3,2,0,5,5,5,0
850,100,235,0.05,4,3,adversarial,0.32,3,4,3,0,6,3,3,3,2
849,100,235,0.05,3,2,adversarial,0.72,35,45,5,30,6,22,25,26,4
848,100,252,0.05,3,2,adversarial,0.35,4,4,4,0,0,4,4,4,0
847,100,236,0.05,7,6,adversarial,0.5,2,2,2,0,0,2,2,2,0
846,100,229,0.05,4,3,adversarial,0.9,77,71,5,72,6,26,7,7,4
845,100,239,0.05,4,3,adversarial,0.87,27,21,5,22,0,23,23,23,0
844,100,245,0.05,3,2,adversarial,0.4,3,10,3,0,6,5,5,5,2
843,100,261,0.05,1,0,adversarial,0.3,13,7,6,7,6,6,13,7,6
842,100,245,0.05,1,0,adversarial,0.31,5,7,5,0,4,5,5,7,4
841,100,280,0.05,6,5,adversarial,0.52,10,10,4,6,0,8,8,8,0
840,100,261,0.05,3,2,adversarial,0.63,4,5,4,0,8,4,4,4,4
839,100,259,0.05,2,1,adversarial,0.44,3,6,3,0,0,3,3,3,0
838,100,262,0.05,3,2,adversarial,0.57,10,20,4,6,18,8,8,14,8
837,100,241,0.05,3,2,adversarial,0.44,7,9,3,4,8,6,6,6,4
836,100,244,0.05,3,2,adversarial,0.61,8,36,4,4,8,14,13,9,4
835,100,227,0.05,3,2,adversarial,0.55,7,7,5,2,0,7,7,7,0
834,100,240,0.05,6,5,adversarial,0.9,26,22,4,22,24,30,27,18,10
833,100,250,0.05,2,1,adversarial,0.58,5,5,3,2,0,8,8,8,0
832,100,228,0.05,1,0,adversarial,0.68,9,9,5,4,4,6,9,9,4
831,100,243,0.05,4,3,adversarial,0.3,3,3,3,0,0,3,3,3,0
830,100,222,0.05,5,4,adversarial,0.41,3,3,3,0,2,3,3,3,2
829,100,247,0.05,3,2,adversarial,0.85,15,15,3,12,0,7,7,7,0
828,100,212,0.05,1,0,adversarial,0.48,4,7,4,0,2,4,4,7,2
827,100,241,0.05,3,2,adversarial,0.49,3,3,3,0,0,3,3,3,0
826,100,251,0.05,4,3,adversarial,0.83,29,37,4,25,0,16,16,16,0
825,100,233,0.05,3,2,adversarial,0.67,9,5,5,4,0,11,11,11,0
824,100,260,0.05,6,5,adversarial,0.39,2,2,2,0,0,2,2,2,0
823,100,231,0.05,3,2,adversarial,0.38,8,6,4,4,0,11,11,11,0
822,100,255,0.05,5,4,adversarial,0.84,14,14,5,9,0,23,23,23,0
821,100,211,0.05,4,3,adversarial,0.85,26,18,5,21,0,15,15,15,0
820,100,261,0.05,1,0,adversarial,0.3,2,2,2,0,0,2,2,2,0
819,100,255,0.05,6,5,adversarial,0.32,3,3,3,0,0,3,3,3,0
818,100,242,0.05,7,6,adversarial,0.88,4,16,4,0,14,26,12,12,8
817,100,260,0.05,3,2,adversarial,0.3,4,4,4,0,14,4,4,4,6
816,100,256,0.05,2,1,adversarial,0.54,9,5,2,7,0,2,2,2,0
815,100,273,0.05,5,4,adversarial,0.63,27,17,4,23,0,8,8,8,0
814,100,222,0.05,4,3,adversarial,0.9,13,13,4,9,12,16,16,16,6
813,100,253,0.05,2,1,adversarial,0.53,7,5,5,2,0,9,9,9,0
812,100,252,0.05,3,2,adversarial,0.48,12,10,3,9,0,3,3,3,0
811,100,247,0.05,4,3,adversarial,0.75,4,4,4,0,0,10,4,4,0
810,100,265,0.05,4,3,adversarial,0.63,3,3,3,0,0,3,3,3,0
809,100,236,0.05,4,3,adversarial,0.75,2,2,2,0,0,2,2,2,0
808,100,260,0.05,5,4,adversarial,0.34,6,7,4,2,0,6,6,6,0
807,100,217,0.05,3,2,adversarial,0.71,9,9,4,5,0,8,8,8,0
806,100,266,0.05,5,4,adversarial,0.77,3,3,3,0,12,3,3,3,6
805,100,268,0.05,4,3,adversarial,0.51,4,4,2,2,14,4,4,4,8
804,100,256,0.05,5,4,adversarial,0.48,2,2,2,0,0,2,2,2,0
803,100,257,0.05,1,0,adversarial,0.58,3,3,3,0,0,3,3,3,0
802,100,253,0.05,5,4,adversarial,0.78,3,3,3,0,0,3,3,3,0
801,100,220,0.05,3,2,adversarial,0.43,5,5,5,0,8,5,5,5,4
800,100,242,0.05,4,3,adversarial,0.34,6,6,3,3,0,6,6,6,0
799,100,262,0.05,4,3,adversarial,0.81,7,23,3,4,18,7,7,7,8
798,100,207,0.05,2,1,adversarial,0.47,5,5,5,0,0,5,5,5,0
797,100,260,0.05,4,3,adversarial,0.65,8,8,5,3,2,13,13,13,2
796,100,247,0.05,5,4,adversarial,0.33,3,3,3,0,6,3,3,3,2
795,100,269,0.05,1,0,adversarial,0.5,4,11,4,0,10,4,4,11,10
794,100,252,0.05,4,3,adversarial,0.9,6,10,5,1,20,24,8,12,8
793,100,239,0.05,4,3,adversarial,0.73,8,8,4,4,0,8,8,8,0
792,100,244,0.05,2,1,adversarial,0.61,10,10,4,6,0,6,6,6,0
791,100,270,0.05,4,3,adversarial,0.79,36,36,5,31,0,20,20,20,0
790,100,243,0.05,2,1,adversarial,0.74,11,11,5,6,0,11,11,11,0
789,100,247,0.05,3,2,adversarial,0.8,3,3,3,0,0,3,3,3,0
788,100,260,0.05,3,2,adversarial,0.75,9,19,3,6,0,17,9,9,0
787,100,225,0.05,4,3,adversarial,0.52,5,5,3,2,6,5,5,5,4
786,100,249,0.05,2,1,adversarial,0.79,16,13,4,12,20,8,8,13,10
785,100,265,0.05,2,1,adversarial,0.6,3,4,3,0,14,3,3,3,8
784,100,257,0.05,3,2,adversarial,0.54,4,6,4,0,8,4,4,4,4
783,100,253,0.05,4,3,adversarial,0.61,16,16,4,12,2,7,7,7,2
782,100,260,0.05,4,3,adversarial,0.6,8,18,4,4,18,8,8,8,6
781,100,235,0.05,6,5,adversarial,0.4,2,2,2,0,0,2,2,2,0
780,100,222,0.05,1,0,adversarial,0.37,5,5,5,0,0,5,5,5,0
779,100,250,0.05,5,4,adversarial,0.5,2,2,2,0,0,2,2,2,0
778,100,261,0.05,7,6,adversarial,0.82,16,16,4,12,0,10,16,16,0
777,100,244,0.05,4,3,adversarial,0.86,3,3,3,0,12,3,3,3,4
776,100,255,0.05,5,4,adversarial,0.33,6,6,3,3,0,6,6,6,0
775,100,259,0.05,4,3,adversarial,0.77,8,24,4,4,26,14,24,29,14
774,100,240,0.05,4,3,adversarial,0.85,12,26,4,8,0,12,12,12,0
773,100,263,0.05,3,2,adversarial,0.54,7,5,4,3,16,10,7,5,8
772,100,240,0.05,4,3,adversarial,0.31,3,3,3,0,8,3,3,3,4
771,100,242,0.05,4,3,adversarial,0.6,17,15,5,12,6,21,21,21,2
770,100,250,0.05,5,4,adversarial,0.41,3,3,3,0,8,3,3,3,4
769,100,246,0.05,4,3,adversarial,0.45,8,26,4,4,30,8,8,8,14
768,100,233,0.05,4,3,adversarial,0.51,4,4,4,0,4,4,4,4,2
767,100,274,0.05,3,2,adversarial,0.34,3,3,3,0,12,3,3,3,4
766,100,233,0.05,1,0,adversarial,0.9,4,4,4,0,0,4,4,4,0
765,100,222,0.05,4,3,adversarial,0.75,14,17,4,10,12,15,15,15,6
764,100,236,0.05,7,6,adversarial,0.48,7,7,3,4,6,7,7,7,4
763,100,263,0.05,3,2,adversarial,0.39,3,3,3,0,0,3,3,3,0
762,100,265,0.05,5,4,adversarial,0.88,7,7,3,4,0,7,7,7,0
761,100,244,0.05,2,1,adversarial,0.58,11,7,4,7,0,4,4,4,0
760,100,245,0.05,4,3,adversarial,0.65,7,7,3,4,0,7,7,7,0
759,100,251,0.05,7,6,adversarial,0.78,24,38,4,20,4,12,12,12,2
758,100,246,0.05,3,2,adversarial,0.45,3,11,3,0,0,3,3,3,0
757,100,231,0.05,4,3,adversarial,0.74,3,3,3,0,18,3,3,3,8
756,100,234,0.05,4,3,adversarial,0.63,7,7,3,4,0,7,7,7,0
