rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
1000,100,234,0.05,7,6,adversarial,0.35,7,7,3,4,4,7,7,7,2
999,100,250,0.05,3,2,adversarial,0.67,20,26,4,16,0,15,15,15,0
998,100,250,0.05,4,3,adversarial,0.84,15,15,3,12,0,12,12,12,0
997,100,267,0.05,7,6,adversarial,0.76,9,9,3,6,10,9,9,9,4
996,100,263,0.05,9,8,adversarial,0.69,12,12,4,8,4,12,12,12,2
995,100,238,0.05,4,3,adversarial,0.73,3,3,3,0,0,3,3,3,0
994,100,239,0.05,7,6,adversarial,0.73,4,4,4,0,0,22,4,4,0
993,100,239,0.05,2,1,adversarial,0.89,25,23,5,20,8,-1,14,10,4
992,100,249,0.05,3,2,adversarial,0.76,5,15,4,1,0,10,4,4,0
991,100,253,0.05,5,4,adversarial,0.62,13,13,4,9,4,14,14,14,2
990,100,248,0.05,5,4,adversarial,0.71,4,4,2,2,14,4,4,4,6
989,100,233,0.05,4,3,adversarial,0.54,12,12,4,8,0,8,14,14,0
988,100,234,0.05,4,3,adversarial,0.43,3,3,3,0,12,3,3,3,6
987,100,237,0.05,3,2,adversarial,0.87,14,24,5,9,0,22,22,22,0
986,100,271,0.05,4,3,adversarial,0.54,8,18,4,4,10,8,8,8,4
985,100,257,0.05,6,5,adversarial,0.45,2,2,2,0,12,2,2,2,6
984,100,230,0.05,3,2,adversarial,0.52,2,2,2,0,0,2,2,2,0
983,100,224,0.05,5,4,adversarial,0.59,2,2,2,0,0,2,2,2,0
982,100,237,0.05,2,1,adversarial,0.36,2,2,2,0,0,2,2,2,0
981,100,276,0.05,5,4,adversarial,0.36,3,3,3,0,20,3,3,3,8
980,100,246,0.05,4,3,adversarial,0.4,4,6,4,0,0,4,4,4,0
979,100,241,0.05,1,0,adversarial,0.61,13,5,5,8,8,-1,13,5,8
978,100,245,0.05,3,2,adversarial,0.78,3,11,3,0,0,3,3,3,0
977,100,266,0.05,4,3,adversarial,0.86,56,54,4,52,14,-1,33,29,6
976,100,236,0.05,7,6,adversarial,0.88,14,14,4,10,12,16,16,16,4
975,100,256,0.05,1,0,adversarial,0.37,4,6,4,0,6,4,4,6,6
974,100,254,0.05,3,2,adversarial,0.83,11,8,4,7,18,4,10,19,8
973,100,248,0.05,2,1,adversarial,0.43,3,3,3,0,0,3,3,3,0
972,100,218,0.05,3,2,adversarial,0.9,22,22,5,17,12,-1,31,19,6
971,100,258,0.05,5,4,adversarial,0.73,12,13,4,8,0,12,12,12,0
970,100,245,0.05,5,4,adversarial,0.72,6,6,4,2,16,12,6,6,8
969,100,266,0.05,3,2,adversarial,0.35,3,5,3,0,0,5,5,5,0
968,100,242,0.05,4,3,adversarial,0.5,11,11,4,7,0,10,10,10,0
967,100,265,0.05,4,3,adversarial,0.39,4,4,4,0,0,4,4,4,0
966,100,270,0.05,5,4,adversarial,0.44,8,9,3,5,4,8,8,8,2
965,100,225,0.05,4,3,adversarial,0.74,3,3,3,0,0,3,3,3,0
964,100,245,0.05,3,2,adversarial,0.9,10,42,3,7,26,7,7,7,12
963,100,288,0.05,3,2,adversarial,0.71,7,7,4,3,0,8,8,8,0
962,100,228,0.05,2,1,adversarial,0.82,8,6,4,4,0,8,8,8,0
961,100,244,0.05,7,6,adversarial,0.63,7,7,3,4,2,11,7,7,2
960,100,253,0.05,4,3,adversarial,0.78,4,4,4,0,6,4,4,4,2
959,100,261,0.05,2,1,adversarial,0.33,3,6,3,0,0,3,3,3,0
958,100,265,0.05,7,6,adversarial,0.89,49,45,4,45,0,33,33,33,0
957,100,251,0.05,2,1,adversarial,0.63,9,5,5,4,0,11,11,11,0
956,100,231,0.05,3,2,adversarial,0.69,4,4,4,0,0,4,4,4,0
955,100,230,0.05,4,3,adversarial,0.79,3,3,3,0,0,3,3,3,0
954,100,229,0.05,4,3,adversarial,0.74,19,19,4,15,26,16,16,16,12
953,100,235,0.05,3,2,adversarial,0.9,17,37,3,14,16,-1,23,29,8
952,100,253,0.05,3,2,adversarial,0.33,4,6,4,0,0,4,4,4,0
951,100,245,0.05,3,2,adversarial,0.8,14,6,5,9,0,17,17,17,0
950,100,277,0.05,1,0,adversarial,0.86,16,6,6,10,4,-1,16,6,4
949,100,246,0.05,5,4,adversarial,0.33,3,3,3,0,14,7,7,7,6
948,100,263,0.05,5,4,adversarial,0.43,9,5,4,5,0,10,10,10,0
947,100,243,0.05,1,0,adversarial,0.3,5,5,5,0,4,5,5,5,4
946,100,253,0.05,4,3,adversarial,0.49,2,2,2,0,12,2,2,2,6
945,100,261,0.05,1,0,adversarial,0.41,4,5,4,0,14,4,4,5,14
943,100,212,0.05,4,3,adversarial,0.84,3,3,3,0,0,3,3,3,0
942,100,259,0.05,2,1,adversarial,0.48,5,6,5,0,0,5,5,5,0
941,100,264,0.05,4,3,adversarial,0.89,18,16,5,13,0,19,19,19,0
940,100,245,0.05,6,5,adversarial,0.37,3,3,3,0,0,3,3,3,0
939,100,259,0.05,2,1,adversarial,0.76,12,12,5,7,0,5,13,13,0
938,100,233,0.05,2,1,adversarial,0.54,6,4,4,2,12,9,9,9,6
937,100,245,0.05,3,2,adversarial,0.65,11,7,4,7,6,4,4,10,2
936,100,242,0.05,2,1,adversarial,0.72,3,11,3,0,0,3,3,3,0
935,100,251,0.05,4,3,adversarial,0.55,3,3,3,0,0,3,3,3,0
934,100,229,0.05,3,2,adversarial,0.82,4,4,4,0,0,4,4,4,0
933,100,243,0.05,4,3,adversarial,0.77,20,18,5,15,8,-1,28,23,4
932,100,239,0.05,3,2,adversarial,0.49,8,8,4,4,10,4,4,4,4
931,100,254,0.05,5,4,adversarial,0.85,15,15,3,12,0,7,7,7,0
930,100,243,0.05,4,3,adversarial,0.57,16,27,5,11,4,11,11,20,4
929,100,247,0.05,1,0,adversarial,0.47,3,3,3,0,0,3,3,3,0
928,100,237,0.05,3,2,adversarial,0.77,28,28,4,24,4,-1,22,16,2
927,100,235,0.05,5,4,adversarial,0.32,18,19,4,14,10,8,8,8,4
926,100,273,0.05,5,4,adversarial,0.39,3,3,3,0,0,3,3,3,0
925,100,287,0.05,5,4,adversarial,0.51,2,2,2,0,0,2,2,2,0
924,100,270,0.05,3,2,adversarial,0.45,9,5,4,5,0,10,10,10,0
923,100,268,0.05,4,3,adversarial,0.89,35,31,5,30,0,21,21,21,0
922,100,271,0.05,5,4,adversarial,0.8,5,5,3,2,0,5,5,5,0
921,100,231,0.05,3,2,adversarial,0.9,7,7,3,4,8,-1,23,11,4
920,100,242,0.05,1,0,adversarial,0.5,4,4,4,0,0,4,4,4,0
919,100,264,0.05,5,4,adversarial,0.31,3,3,3,0,0,7,3,3,0
918,100,261,0.05,5,4,adversarial,0.53,13,9,4,9,4,16,4,4,2
917,100,247,0.05,5,4,adversarial,0.38,3,3,3,0,0,3,3,3,0
916,100,227,0.05,1,0,adversarial,0.71,5,5,5,0,0,5,5,5,0
915,100,230,0.05,5,4,adversarial,0.89,7,7,4,3,0,15,15,15,0
914,100,260,0.05,4,3,adversarial,0.81,13,13,4,9,0,8,16,16,0
913,100,263,0.05,7,6,adversarial,0.85,3,3,3,0,4,3,3,3,2
912,100,245,0.05,2,1,adversarial,0.71,4,20,4,0,8,4,4,4,4
911,100,273,0.05,4,3,adversarial,0.47,8,8,4,4,0,8,8,8,0
910,100,246,0.05,2,1,adversarial,0.55,8,8,4,4,4,8,8,9,2
909,100,249,0.05,2,1,adversarial,0.73,6,4,4,2,10,9,9,9,6
908,100,240,0.05,4,3,adversarial,0.89,10,46,4,6,4,4,10,10,2
907,100,233,0.05,4,3,adversarial,0.88,2,2,2,0,0,2,2,2,0
906,100,268,0.05,5,4,adversarial,0.58,3,3,3,0,0,3,3,3,0
905,100,249,0.05,1,0,adversarial,0.53,4,4,4,0,2,4,4,4,2
904,100,250,0.05,7,6,adversarial,0.85,5,5,3,2,2,5,5,5,2
903,100,250,0.05,4,3,adversarial,0.39,4,16,4,0,14,10,9,17,6
902,100,253,0.05,3,2,adversarial,0.3,3,3,3,0,12,3,3,3,4
901,100,251,0.05,4,3,adversarial,0.38,4,10,4,0,0,4,10,10,0
