rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
1000,100,257,0.05,5,4,adversarial,0.65,3,6,3,0,14,7,3,3,6
999,100,252,0.05,1,0,adversarial,0.57,4,4,5,-1,12,6,4,4,12
998,100,262,0.05,3,2,adversarial,0.36,2,2,4,-2,18,6,2,2,10
997,100,245,0.05,8,7,adversarial,0.46,3,3,3,0,0,3,3,3,0
996,100,237,0.05,3,2,adversarial,0.39,3,7,3,0,0,7,3,3,0
995,100,259,0.05,4,3,adversarial,0.3,3,3,4,-1,0,8,3,3,0
994,100,247,0.05,5,4,adversarial,0.6,4,4,4,0,4,16,4,4,2
993,100,233,0.05,2,1,adversarial,0.89,4,4,5,-1,0,11,4,4,0
992,100,236,0.05,2,1,adversarial,0.49,3,4,3,0,8,3,3,3,4
991,100,226,0.05,1,0,adversarial,0.85,3,3,3,0,0,3,3,3,0
990,100,243,0.05,3,2,adversarial,0.87,4,7,4,0,14,18,4,4,6
989,100,234,0.05,1,0,adversarial,0.86,5,6,6,-1,10,8,5,6,10
987,100,248,0.05,6,5,adversarial,0.47,3,3,3,0,0,3,3,3,0
986,100,243,0.05,4,3,adversarial,0.38,2,2,2,0,12,2,2,2,6
985,100,252,0.05,1,0,adversarial,0.69,3,5,5,-2,4,4,3,5,4
984,100,251,0.05,7,6,adversarial,0.33,3,3,3,0,14,3,3,3,8
983,100,298,0.05,4,3,adversarial,0.67,3,3,2,1,0,2,2,2,0
982,100,224,0.05,4,3,adversarial,0.66,3,8,4,-1,0,14,3,3,0
981,100,250,0.05,2,1,adversarial,0.72,3,7,4,-1,12,8,3,5,6
980,100,244,0.05,3,2,adversarial,0.71,3,3,5,-2,0,17,3,3,0
979,100,260,0.05,4,3,adversarial,0.39,4,4,4,0,0,4,4,4,0
978,100,281,0.05,3,2,adversarial,0.49,4,4,5,-1,8,11,4,4,4
977,100,229,0.05,3,2,adversarial,0.43,3,3,3,0,0,3,3,3,0
976,100,269,0.05,4,3,adversarial,0.52,3,3,3,0,24,3,3,3,8
975,100,232,0.05,4,3,adversarial,0.56,3,3,4,-1,0,8,3,3,0
974,100,248,0.05,2,1,adversarial,0.87,3,6,5,-2,16,14,3,3,8
973,100,235,0.05,2,1,adversarial,0.46,3,6,3,0,12,3,3,3,6
972,100,248,0.05,3,2,adversarial,0.53,2,2,2,0,0,2,2,2,0
971,100,263,0.05,4,3,adversarial,0.47,3,3,3,0,0,3,3,3,0
970,100,230,0.05,3,2,adversarial,0.39,3,8,3,0,0,3,3,3,0
969,100,277,0.05,4,3,adversarial,0.86,3,3,3,0,0,3,3,3,0
968,100,228,0.05,4,3,adversarial,0.58,3,3,3,0,16,7,3,3,8
967,100,250,0.05,2,1,adversarial,0.45,3,3,3,0,0,3,3,3,0
966,100,241,0.05,3,2,adversarial,0.59,3,3,3,0,0,3,3,3,0
965,100,233,0.05,3,2,adversarial,0.45,4,4,5,-1,8,20,4,4,4
964,100,250,0.05,3,2,adversarial,0.75,4,8,4,0,24,4,4,6,8
963,100,242,0.05,4,3,adversarial,0.76,4,12,5,-1,10,24,4,4,4
962,100,257,0.05,4,3,adversarial,0.87,3,3,4,-1,0,18,3,3,0
961,100,217,0.05,2,1,adversarial,0.57,5,8,5,0,0,5,5,5,0
960,100,253,0.05,4,3,adversarial,0.86,3,3,5,-2,4,22,3,3,2
959,100,257,0.05,4,3,adversarial,0.9,3,3,4,-1,22,18,3,3,8
958,100,248,0.05,5,4,adversarial,0.76,3,5,4,-1,0,8,3,3,0
957,100,248,0.05,2,1,adversarial,0.48,4,4,5,-1,18,14,4,4,10
956,100,257,0.05,5,4,adversarial,0.62,3,3,3,0,6,7,3,3,2
955,100,252,0.05,6,5,adversarial,0.54,3,3,3,0,0,7,3,3,0
954,100,242,0.05,5,4,adversarial,0.75,3,3,4,-1,0,12,3,3,0
953,100,221,0.05,4,3,adversarial,0.6,3,3,3,0,0,3,3,3,0
952,100,245,0.05,5,4,adversarial,0.6,3,3,3,0,4,3,3,3,2
951,100,254,0.05,1,0,adversarial,0.49,3,6,3,0,10,3,3,6,10
950,100,232,0.05,2,1,adversarial,0.49,4,4,4,0,8,4,4,4,4
949,100,257,0.05,4,3,adversarial,0.78,3,3,3,0,0,3,3,3,0
948,100,259,0.05,1,0,adversarial,0.6,4,4,5,-1,4,6,4,4,4
947,100,265,0.05,3,2,adversarial,0.48,3,7,3,0,0,3,3,3,0
946,100,249,0.05,6,5,adversarial,0.58,3,3,3,0,0,3,3,3,0
944,100,230,0.05,4,3,adversarial,0.62,2,2,2,0,12,2,2,2,8
943,100,263,0.05,3,2,adversarial,0.65,3,3,4,-1,0,8,3,3,0
942,100,224,0.05,4,3,adversarial,0.68,4,4,4,0,0,4,4,4,0
941,100,266,0.05,3,2,adversarial,0.68,4,4,4,0,0,16,4,4,0
940,100,288,0.05,4,3,adversarial,0.65,2,2,2,0,0,2,2,2,0
939,100,271,0.05,3,2,adversarial,0.57,3,4,3,0,8,3,3,3,4
938,100,230,0.05,4,3,adversarial,0.88,3,3,5,-2,14,22,3,3,6
937,100,257,0.05,3,2,adversarial,0.59,4,6,4,0,0,4,4,4,0
936,100,236,0.05,4,3,adversarial,0.39,2,2,4,-2,0,6,2,2,0
935,100,252,0.05,4,3,adversarial,0.88,3,3,3,0,0,3,3,3,0
934,100,256,0.05,4,3,adversarial,0.33,2,2,2,0,12,2,2,2,4
933,100,255,0.05,3,2,adversarial,0.59,5,12,5,0,0,5,5,5,0
932,100,222,0.05,5,4,adversarial,0.75,2,2,3,-1,0,5,2,2,0
931,100,253,0.05,2,1,adversarial,0.49,3,3,3,0,16,3,3,3,8
930,100,235,0.05,4,3,adversarial,0.31,4,4,5,-1,0,11,4,4,0
929,100,228,0.05,3,2,adversarial,0.54,3,3,3,0,0,3,3,3,0
928,100,224,0.05,3,2,adversarial,0.58,4,5,4,0,16,10,4,4,8
927,100,246,0.05,4,3,adversarial,0.34,3,3,4,-1,0,8,3,3,0
926,100,252,0.05,6,5,adversarial,0.42,4,4,4,0,0,4,4,4,0
925,100,259,0.05,2,1,adversarial,0.9,3,3,3,0,0,3,3,3,0
924,100,255,0.05,4,3,adversarial,0.48,4,4,4,0,0,10,4,4,0
923,100,266,0.05,8,7,adversarial,0.44,3,5,3,0,4,3,3,3,2
922,100,237,0.05,4,3,adversarial,0.84,3,3,5,-2,0,23,3,3,0
921,100,273,0.05,1,0,adversarial,0.49,3,3,3,0,8,3,3,3,8
920,100,256,0.05,6,5,adversarial,0.34,2,2,2,0,14,2,2,2,4
919,100,230,0.05,2,1,adversarial,0.61,5,7,5,0,0,13,5,5,0
918,100,260,0.05,3,2,adversarial,0.84,3,8,3,0,0,3,3,3,0
917,100,224,0.05,2,1,adversarial,0.48,5,6,5,0,0,5,5,5,0
