rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
999,100,245,0.05,4,3,clustered,0.5;-0.15,3,3,3,0,4,3,3,3,2
997,100,232,0.05,1,0,clustered,0.5;-0.15,16,8,6,10,10,-1,16,8,10
996,100,278,0.05,1,0,clustered,0.5;-0.15,7,7,5,2,4,-1,7,7,4
994,100,231,0.05,8,7,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-1,-1,0
993,100,256,0.05,3,2,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-1,-1,0
992,100,231,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-1,-1,0
991,100,260,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,30,-1,-1,-1,12
989,100,245,0.05,5,4,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-1,-1,0
987,100,261,0.05,2,1,clustered,0.5;-0.15,10,10,5,5,0,-1,-1,-1,0
986,100,246,0.05,4,3,clustered,0.5;-0.15,40,46,5,35,20,-1,-1,-1,8
985,100,253,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,18,-1,-1,-1,8
984,100,224,0.05,2,1,clustered,0.5;-0.15,-1,-1,7,-8,18,-1,-1,-1,10
983,100,254,0.05,4,3,clustered,0.5;-0.15,5,9,4,1,0,-1,-1,-1,0
981,100,257,0.05,4,3,clustered,0.5;-0.15,40,28,6,34,6,-1,-1,-1,2
980,100,278,0.05,3,2,clustered,0.5;-0.15,6,6,5,1,0,-1,-1,-1,0
979,100,257,0.05,5,4,clustered,0.5;-0.15,3,3,3,0,8,3,3,3,4
978,100,248,0.05,3,2,clustered,0.5;-0.15,4,5,4,0,4,4,4,4,2
977,100,280,0.05,3,2,clustered,0.5;-0.15,13,11,5,8,0,-1,-1,-1,0
976,100,258,0.05,6,5,clustered,0.5;-0.15,35,41,4,31,18,-1,-1,-1,6
974,100,253,0.05,2,1,clustered,0.5;-0.15,4,4,4,0,0,-1,-1,-1,0
973,100,249,0.05,5,4,clustered,0.5;-0.15,4,22,4,0,0,4,6,6,0
971,100,216,0.05,3,2,clustered,0.5;-0.15,13,13,5,8,0,-1,-1,-1,0
970,100,245,0.05,3,2,clustered,0.5;-0.15,3,3,3,0,8,3,3,3,4
968,100,263,0.05,5,4,clustered,0.5;-0.15,8,24,4,4,0,8,8,8,0
967,100,245,0.05,2,1,clustered,0.5;-0.15,4,8,4,0,0,4,4,4,0
965,100,251,0.05,6,5,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-1,-1,0
964,100,237,0.05,5,4,clustered,0.5;-0.15,17,17,5,12,0,-1,-1,-1,0
963,100,243,0.05,2,1,clustered,0.5;-0.15,3,3,3,0,28,3,3,3,14
962,100,255,0.05,3,2,clustered,0.5;-0.15,5,7,5,0,8,-1,-1,-1,4
961,100,242,0.05,1,0,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-1,-1,0
960,100,281,0.05,5,4,clustered,0.5;-0.15,40,30,5,35,12,-1,-1,-1,6
959,100,251,0.05,3,2,clustered,0.5;-0.15,31,33,5,26,0,-1,-1,-1,0
957,100,260,0.05,4,3,clustered,0.5;-0.15,9,15,4,5,0,16,16,16,0
956,100,271,0.05,7,6,clustered,0.5;-0.15,-1,-1,6,-7,14,-1,-1,-1,6
955,100,244,0.05,5,4,clustered,0.5;-0.15,12,18,5,7,0,-1,-1,-1,0
953,100,257,0.05,4,3,clustered,0.5;-0.15,2,2,2,0,10,2,2,2,4
952,100,263,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,28,-1,-1,-1,14
951,100,235,0.05,3,2,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-1,-1,0
950,100,229,0.05,5,4,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-1,-1,0
948,100,249,0.05,7,6,clustered,0.5;-0.15,12,12,4,8,4,14,8,8,2
947,100,247,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-1,-1,0
945,100,254,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-1,-1,0
944,100,245,0.05,3,2,clustered,0.5;-0.15,3,3,3,0,0,3,3,3,0
942,100,249,0.05,2,1,clustered,0.5;-0.15,5,15,5,0,4,10,10,10,2
941,100,240,0.05,4,3,clustered,0.5;-0.15,12,12,3,9,10,6,8,8,6
939,100,242,0.05,8,7,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-1,-1,0
938,100,256,0.05,4,3,clustered,0.5;-0.15,20,20,6,14,8,-1,18,20,4
937,100,239,0.05,6,5,clustered,0.5;-0.15,22,26,6,16,0,-1,-1,-1,0
936,100,249,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,24,-1,-1,-1,8
935,100,242,0.05,6,5,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-1,-1,0
934,100,253,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,8,-1,-1,-1,4
933,100,239,0.05,3,2,clustered,0.5;-0.15,16,16,5,11,0,16,16,16,0
932,100,252,0.05,6,5,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-1,-1,0
931,100,244,0.05,3,2,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-1,-1,0
930,100,257,0.05,4,3,clustered,0.5;-0.15,5,7,4,1,6,-1,-1,-1,2
929,100,269,0.05,5,4,clustered,0.5;-0.15,3,15,3,0,4,-1,-1,-1,2
927,100,229,0.05,3,2,clustered,0.5;-0.15,22,18,5,17,0,15,15,15,0
925,100,227,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,4,-1,-1,-1,2
924,100,226,0.05,5,4,clustered,0.5;-0.15,5,5,3,2,12,5,5,5,6
923,100,244,0.05,4,3,clustered,0.5;-0.15,3,3,3,0,0,3,3,3,0
921,100,241,0.05,3,2,clustered,0.5;-0.15,-1,-1,8,-9,0,-1,-1,-1,0
920,100,231,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-1,-1,0
919,100,261,0.05,4,3,clustered,0.5;-0.15,11,11,3,8,22,-1,-1,-1,10
918,100,254,0.05,5,4,clustered,0.5;-0.15,12,30,3,9,0,14,8,8,0
917,100,245,0.05,6,5,clustered,0.5;-0.15,-1,-1,4,-5,8,-1,-1,-1,4
916,100,213,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-1,-1,0
915,100,236,0.05,2,1,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-1,-1,0
913,100,224,0.05,6,5,clustered,0.5;-0.15,3,3,3,0,0,7,3,3,0
912,100,243,0.05,7,6,clustered,0.5;-0.15,10,10,4,6,10,16,26,26,4
911,100,276,0.05,5,4,clustered,0.5;-0.15,24,24,4,20,6,-1,-1,-1,2
910,100,238,0.05,1,0,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-1,-1,0
908,100,231,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,12,-1,-1,-1,4
906,100,256,0.05,8,7,clustered,0.5;-0.15,26,26,4,22,10,16,22,22,6
905,100,242,0.05,4,3,clustered,0.5;-0.15,2,2,2,0,0,2,2,2,0
904,100,252,0.05,5,4,clustered,0.5;-0.15,44,46,5,39,8,-1,-1,-1,4
903,100,249,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-1,-1,0
902,100,272,0.05,6,5,clustered,0.5;-0.15,5,5,5,0,0,-1,-1,-1,0
900,100,278,0.05,6,5,clustered,0.5;-0.15,2,2,2,0,12,2,2,2,6
899,100,259,0.05,4,3,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-1,-1,0
897,100,248,0.05,4,3,clustered,0.5;-0.15,7,7,5,2,4,-1,-1,-1,2
896,100,264,0.05,4,3,clustered,0.5;-0.15,11,19,5,6,0,-1,-1,-1,0
895,100,231,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,4,-1,-1,-1,2
894,100,238,0.05,3,2,clustered,0.5;-0.15,3,3,3,0,0,3,3,3,0
893,100,266,0.05,6,5,clustered,0.5;-0.15,31,31,5,26,14,-1,17,17,6
892,100,257,0.05,2,1,clustered,0.5;-0.15,4,4,4,0,0,4,4,4,0
891,100,254,0.05,4,3,clustered,0.5;-0.15,2,2,2,0,0,2,2,2,0
890,100,246,0.05,4,3,clustered,0.5;-0.15,31,43,4,27,0,-1,-1,-1,0
889,100,258,0.05,5,4,clustered,0.5;-0.15,6,6,4,2,0,6,6,6,0
887,100,231,0.05,5,4,clustered,0.5;-0.15,36,36,4,32,0,-1,-1,-1,0
886,100,225,0.05,2,1,clustered,0.5;-0.15,-1,-1,7,-8,4,-1,-1,-1,2
885,100,252,0.05,3,2,clustered,0.5;-0.15,2,2,2,0,0,2,2,2,0
884,100,231,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,8,-1,-1,-1,6
883,100,232,0.05,1,0,clustered,0.5;-0.15,10,10,6,4,4,-1,10,10,4
882,100,252,0.05,4,3,clustered,0.5;-0.15,2,2,2,0,0,2,2,2,0
881,100,270,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-1,-1,0
880,100,254,0.05,5,4,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-1,-1,0
879,100,257,0.05,5,4,clustered,0.5;-0.15,3,3,3,0,0,3,3,3,0
