rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
1000,100,249,0.05,5,4,random,-1,4,9,4,0,0,4,4,4,0
999,100,209,0.05,2,1,random,-1,5,8,5,0,8,5,5,5,4
998,100,237,0.05,2,1,random,-1,3,8,3,0,16,3,3,3,8
997,100,287,0.05,6,5,random,-1,3,3,3,0,0,3,3,3,0
996,100,240,0.05,4,3,random,-1,3,3,3,0,22,3,3,3,8
995,100,257,0.05,7,6,random,-1,3,3,3,0,4,3,3,3,2
994,100,229,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
993,100,239,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
992,100,236,0.05,3,2,random,-1,4,7,4,0,6,4,4,4,2
991,100,284,0.05,6,5,random,-1,2,2,2,0,0,2,2,2,0
990,100,239,0.05,2,1,random,-1,4,5,4,0,4,4,4,4,2
989,100,223,0.05,3,2,random,-1,2,2,2,0,0,2,2,2,0
988,100,258,0.05,4,3,random,-1,3,4,3,0,0,3,3,3,0
987,100,273,0.05,7,6,random,-1,3,3,3,0,0,3,3,3,0
986,100,266,0.05,5,4,random,-1,4,6,4,0,2,4,4,4,2
985,100,248,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
984,100,254,0.05,7,6,random,-1,3,3,3,0,0,3,3,3,0
983,100,270,0.05,5,4,random,-1,3,5,3,0,0,3,3,3,0
982,100,251,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
981,100,238,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
980,100,230,0.05,4,3,random,-1,2,2,2,0,6,2,2,2,2
979,100,243,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
978,100,256,0.05,4,3,random,-1,3,4,3,0,32,3,3,3,14
977,100,253,0.05,2,1,random,-1,4,4,4,0,24,4,4,4,12
976,100,241,0.05,3,2,random,-1,2,2,2,0,8,2,2,2,4
975,100,249,0.05,1,0,random,-1,3,5,3,0,12,3,3,5,12
974,100,250,0.05,3,2,random,-1,4,5,2,2,0,2,2,2,0
973,100,242,0.05,1,0,random,-1,5,6,5,0,4,5,5,6,4
972,100,239,0.05,2,1,random,-1,4,4,4,0,12,4,4,4,6
971,100,261,0.05,5,4,random,-1,3,3,2,1,0,2,2,2,0
970,100,255,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
969,100,244,0.05,5,4,random,-1,3,3,3,0,6,3,3,3,2
968,100,248,0.05,8,7,random,-1,3,3,3,0,0,3,3,3,0
967,100,238,0.05,4,3,random,-1,3,12,3,0,0,3,3,3,0
966,100,238,0.05,5,4,random,-1,3,3,3,0,16,3,3,3,8
965,100,257,0.05,3,2,random,-1,4,4,4,0,0,4,4,4,0
964,100,273,0.05,2,1,random,-1,3,3,2,1,0,2,2,2,0
963,100,248,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
962,100,245,0.05,2,1,random,-1,4,5,4,0,8,4,4,4,4
961,100,256,0.05,4,3,random,-1,3,3,3,0,16,3,3,3,8
960,100,248,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
959,100,257,0.05,5,4,random,-1,3,3,3,0,4,3,3,3,2
958,100,243,0.05,6,5,random,-1,8,8,4,4,2,8,8,8,2
957,100,229,0.05,3,2,random,-1,3,5,3,0,0,3,3,3,0
956,100,246,0.05,3,2,random,-1,2,2,2,0,0,2,2,2,0
955,100,237,0.05,3,2,random,-1,3,3,3,0,8,3,3,3,4
954,100,239,0.05,5,4,random,-1,4,4,4,0,0,4,4,4,0
953,100,249,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
952,100,267,0.05,3,2,random,-1,4,8,4,0,4,4,4,4,2
951,100,252,0.05,3,2,random,-1,3,4,3,0,12,3,3,3,6
950,100,244,0.05,4,3,random,-1,3,6,3,0,24,3,3,3,12
949,100,254,0.05,2,1,random,-1,3,3,3,0,0,3,3,3,0
948,100,239,0.05,2,1,random,-1,4,4,4,0,2,4,4,4,2
947,100,258,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
946,100,228,0.05,3,2,random,-1,2,2,2,0,18,2,2,2,10
945,100,257,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
944,100,241,0.05,1,0,random,-1,5,5,5,0,0,5,5,5,0
943,100,222,0.05,6,5,random,-1,2,2,2,0,0,2,2,2,0
942,100,282,0.05,3,2,random,-1,3,3,3,0,20,3,3,3,10
941,100,245,0.05,3,2,random,-1,4,4,2,2,0,2,2,2,0
940,100,247,0.05,3,2,random,-1,4,8,4,0,0,4,4,4,0
939,100,247,0.05,2,1,random,-1,3,3,3,0,0,3,3,3,0
938,100,235,0.05,3,2,random,-1,4,4,4,0,0,4,4,4,0
937,100,225,0.05,2,1,random,-1,4,6,4,0,0,4,4,4,0
936,100,235,0.05,4,3,random,-1,3,4,3,0,0,3,3,3,0
935,100,261,0.05,4,3,random,-1,4,4,4,0,0,4,4,4,0
934,100,277,0.05,5,4,random,-1,4,6,4,0,4,4,4,4,2
933,100,253,0.05,5,4,random,-1,2,2,2,0,8,2,2,2,4
932,100,245,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
931,100,259,0.05,6,5,random,-1,3,8,3,0,0,3,3,3,0
930,100,222,0.05,3,2,random,-1,4,4,4,0,0,4,4,4,0
929,100,235,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
928,100,251,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
927,100,232,0.05,4,3,random,-1,4,4,4,0,0,4,4,4,0
926,100,251,0.05,5,4,random,-1,3,3,3,0,6,3,3,3,2
925,100,207,0.05,3,2,random,-1,4,4,4,0,12,4,4,4,6
924,100,258,0.05,6,5,random,-1,3,3,3,0,10,3,3,3,4
923,100,216,0.05,2,1,random,-1,3,3,3,0,0,3,3,3,0
922,100,275,0.05,5,4,random,-1,2,2,2,0,12,2,2,2,4
921,100,262,0.05,6,5,random,-1,2,2,2,0,0,2,2,2,0
920,100,280,0.05,4,3,random,-1,3,3,3,0,14,3,3,3,6
919,100,271,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
918,100,247,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
917,100,253,0.05,3,2,random,-1,4,5,4,0,8,4,4,4,4
916,100,264,0.05,6,5,random,-1,2,2,2,0,0,2,2,2,0
915,100,225,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
914,100,273,0.05,6,5,random,-1,3,3,3,0,0,3,3,3,0
913,100,255,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
912,100,240,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
911,100,235,0.05,3,2,random,-1,3,3,3,0,4,3,3,3,2
910,100,234,0.05,3,2,random,-1,2,2,2,0,4,2,2,2,2
909,100,265,0.05,1,0,random,-1,3,6,3,0,4,3,3,6,4
908,100,253,0.05,2,1,random,-1,3,3,3,0,0,3,3,3,0
907,100,236,0.05,3,2,random,-1,4,5,4,0,4,4,4,4,2
906,100,259,0.05,2,1,random,-1,4,4,4,0,4,4,4,4,2
905,100,258,0.05,2,1,random,-1,4,4,2,2,0,2,2,2,0
904,100,238,0.05,1,0,random,-1,4,4,4,0,0,4,4,4,0
903,100,233,0.05,3,2,random,-1,3,5,2,1,22,2,2,2,10
902,100,278,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
901,100,253,0.05,3,2,random,-1,3,5,3,0,0,3,3,3,0
900,100,240,0.05,2,1,random,-1,3,6,3,0,10,3,3,6,6
899,100,228,0.05,4,3,random,-1,3,4,3,0,4,3,3,3,2
898,100,277,0.05,6,5,random,-1,2,2,2,0,0,2,2,2,0
897,100,228,0.05,4,3,random,-1,3,6,3,0,30,3,3,3,12
896,100,207,0.05,6,5,random,-1,2,2,2,0,0,2,2,2,0
895,100,222,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
894,100,241,0.05,3,2,random,-1,4,4,4,0,14,4,4,4,6
893,100,260,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
892,100,277,0.05,5,4,random,-1,2,2,2,0,6,2,2,2,2
891,100,209,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
890,100,262,0.05,4,3,random,-1,2,2,2,0,0,3,2,2,0
889,100,246,0.05,3,2,random,-1,5,7,5,0,0,5,5,5,0
888,100,253,0.05,6,5,random,-1,3,3,3,0,0,3,3,3,0
887,100,251,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
886,100,265,0.05,5,4,random,-1,3,3,3,0,22,3,3,3,8
885,100,238,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
884,100,217,0.05,3,2,random,-1,2,2,2,0,12,2,2,2,6
883,100,255,0.05,2,1,random,-1,4,4,4,0,8,4,4,4,4
882,100,261,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
881,100,250,0.05,4,3,random,-1,3,3,2,1,6,2,2,2,2
880,100,229,0.05,4,3,random,-1,4,4,3,1,0,4,4,4,0
879,100,241,0.05,3,2,random,-1,2,2,2,0,0,2,2,2,0
878,100,248,0.05,8,7,random,-1,3,3,3,0,0,3,3,3,0
877,100,272,0.05,6,5,random,-1,3,3,3,0,0,3,3,3,0
876,100,237,0.05,4,3,random,-1,3,5,3,0,0,3,3,3,0
875,100,237,0.05,3,2,random,-1,4,5,4,0,0,4,4,4,0
874,100,251,0.05,2,1,random,-1,4,6,2,2,24,2,2,2,12
873,100,236,0.05,4,3,random,-1,4,5,4,0,10,4,4,4,6
872,100,255,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
871,100,261,0.05,1,0,random,-1,4,6,4,0,8,4,4,6,8
870,100,240,0.05,3,2,random,-1,5,5,5,0,0,5,5,5,0
869,100,213,0.05,6,5,random,-1,4,4,2,2,0,4,4,4,0
868,100,266,0.05,5,4,random,-1,3,3,3,0,6,3,3,3,2
867,100,239,0.05,6,5,random,-1,3,3,3,0,0,3,3,3,0
866,100,241,0.05,2,1,random,-1,3,3,3,0,16,3,3,3,8
865,100,240,0.05,2,1,random,-1,3,5,3,0,0,3,3,3,0
864,100,252,0.05,4,3,random,-1,4,4,4,0,0,4,4,4,0
863,100,241,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
862,100,248,0.05,6,5,random,-1,2,2,2,0,0,2,2,2,0
861,100,248,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
860,100,216,0.05,6,5,random,-1,4,4,4,0,0,4,4,4,0
859,100,257,0.05,5,4,random,-1,2,2,2,0,6,2,2,2,4
858,100,229,0.05,3,2,random,-1,3,3,3,0,4,3,3,3,2
857,100,272,0.05,6,5,random,-1,8,9,4,4,0,8,8,8,0
856,100,254,0.05,5,4,random,-1,3,3,3,0,18,3,3,3,8
855,100,219,0.05,2,1,random,-1,4,6,4,0,0,4,4,4,0
854,100,262,0.05,3,2,random,-1,3,4,3,0,6,3,3,3,2
853,100,251,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
852,100,236,0.05,2,1,random,-1,4,6,4,0,4,4,4,4,2
851,100,246,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
850,100,261,0.05,4,3,random,-1,2,2,2,0,12,2,2,2,4
849,100,246,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
848,100,250,0.05,3,2,random,-1,4,6,4,0,12,4,4,4,6
847,100,242,0.05,2,1,random,-1,3,7,3,0,4,3,3,3,2
846,100,248,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
845,100,250,0.05,3,2,random,-1,4,4,4,0,0,4,4,4,0
844,100,218,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
843,100,253,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
842,100,244,0.05,2,1,random,-1,3,3,3,0,0,3,3,3,0
841,100,242,0.05,7,6,random,-1,2,2,2,0,4,2,2,2,2
840,100,254,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
839,100,251,0.05,2,1,random,-1,4,5,4,0,0,4,4,4,0
838,100,258,0.05,3,2,random,-1,8,8,4,4,0,8,4,4,0
837,100,247,0.05,4,3,random,-1,4,4,4,0,8,4,4,4,4
836,100,252,0.05,5,4,random,-1,4,6,4,0,0,4,4,4,0
