rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
200,100,515,0.1,6,217,random,-1,4,2,2,2,16,2,0,2,2,0,4,edgeCount
199,100,474,0.1,6,217,random,-1,5,3,3,2,36,7,4,7,7,4,8,edgeCount
198,100,485,0.1,10,391,random,-1,-1,-1,5,-6,2,-1,-6,-1,-1,-6,2,edgeCount
197,100,469,0.1,11,434,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
196,100,496,0.1,8,304,random,-1,-1,-1,4,-5,20,-1,-5,-1,-1,-5,4,edgeCount
195,100,512,0.1,9,347,random,-1,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
194,100,486,0.1,5,174,random,-1,3,4,3,0,0,3,0,3,3,0,0,edgeCount
193,100,494,0.1,8,304,random,-1,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
192,100,444,0.1,8,304,random,-1,-1,-1,4,-5,10,-1,-5,-1,-1,-5,2,edgeCount
191,100,535,0.1,9,347,random,-1,-1,-1,4,-5,50,-1,-5,-1,-1,-5,10,edgeCount
190,100,491,0.1,11,434,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
189,100,459,0.1,7,260,random,-1,10,12,4,6,28,8,4,8,8,4,6,edgeCount
188,100,483,0.1,11,434,random,-1,-1,-1,-1,0,18,-1,0,-1,-1,0,4,edgeCount
187,100,492,0.1,10,391,random,-1,-1,-1,5,-6,46,-1,-6,-1,-1,-6,10,edgeCount
186,100,491,0.1,9,347,random,-1,21,21,3,18,46,5,2,3,5,0,10,edgeCount
185,100,511,0.1,9,347,random,-1,13,3,3,10,0,3,0,3,3,0,0,edgeCount
184,100,495,0.1,11,434,random,-1,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
183,100,535,0.1,7,260,random,-1,5,6,3,2,34,3,0,3,3,0,6,edgeCount
182,100,504,0.1,9,347,random,-1,6,10,4,2,0,-1,-5,-1,-1,-5,0,edgeCount
181,100,495,0.1,7,260,random,-1,5,7,2,3,0,2,0,5,2,3,0,edgeCount
180,100,477,0.1,8,304,random,-1,-1,-1,4,-5,32,-1,-5,-1,-1,-5,6,edgeCount
179,100,518,0.1,11,434,random,-1,-1,-1,-1,0,32,-1,0,-1,-1,0,6,edgeCount
178,100,462,0.1,7,260,random,-1,6,4,4,2,32,4,0,4,8,0,8,edgeCount
177,100,508,0.1,10,391,random,-1,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
176,100,494,0.1,9,347,random,-1,-1,-1,4,-5,22,-1,-5,-1,-1,-5,4,edgeCount
175,100,482,0.1,7,260,random,-1,-1,-1,4,-5,36,-1,-5,8,8,4,8,edgeCount
174,100,500,0.1,3,87,random,-1,9,9,4,5,60,-1,-5,11,11,7,20,edgeCount
173,100,509,0.1,5,174,random,-1,2,2,2,0,50,2,0,4,2,2,10,edgeCount
172,100,458,0.1,5,174,random,-1,3,6,3,0,0,3,0,3,3,0,0,edgeCount
171,100,481,0.1,4,130,random,-1,27,17,4,23,0,-1,-5,-1,-1,-5,0,edgeCount
170,100,498,0.1,6,217,random,-1,16,17,4,12,82,-1,-5,-1,-1,-5,16,edgeCount
169,100,511,0.1,6,217,random,-1,4,4,3,1,0,5,2,5,5,2,0,edgeCount
168,100,494,0.1,9,347,random,-1,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
167,100,499,0.1,10,391,random,-1,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
166,100,492,0.1,11,434,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
165,100,456,0.1,5,174,random,-1,4,6,3,1,26,3,0,3,3,0,6,edgeCount
164,100,513,0.1,6,217,random,-1,9,4,3,6,66,7,4,7,7,4,12,edgeCount
163,100,466,0.1,9,347,random,-1,-1,-1,5,-6,20,-1,-6,-1,-1,-6,4,edgeCount
162,100,488,0.1,5,174,random,-1,9,5,4,5,48,-1,-5,-1,-1,-5,10,edgeCount
161,100,486,0.1,7,260,random,-1,13,6,3,10,20,5,2,3,5,0,4,edgeCount
160,100,521,0.1,8,304,random,-1,13,3,2,11,0,2,0,2,2,0,0,edgeCount
159,100,527,0.1,7,260,random,-1,4,26,4,0,24,16,12,16,16,12,4,edgeCount
158,100,514,0.1,11,434,random,-1,-1,-1,11,-12,0,-1,-12,-1,-1,-12,0,edgeCount
157,100,491,0.1,8,304,random,-1,10,12,4,6,0,-1,-5,-1,-1,-5,0,edgeCount
156,100,512,0.1,8,304,random,-1,9,7,3,6,0,3,0,5,5,2,0,edgeCount
155,100,490,0.1,7,260,random,-1,5,7,3,2,0,-1,-4,-1,-1,-4,0,edgeCount
154,100,528,0.1,11,434,random,-1,-1,-1,-1,0,12,-1,0,-1,-1,0,2,edgeCount
153,100,504,0.1,9,347,random,-1,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
152,100,472,0.1,10,391,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
151,100,508,0.1,8,304,random,-1,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
150,100,487,0.1,9,347,random,-1,9,13,5,4,0,-1,-6,-1,-1,-6,0,edgeCount
149,100,498,0.1,8,304,random,-1,10,20,2,8,0,4,2,6,4,4,0,edgeCount
148,100,518,0.1,7,260,random,-1,11,5,3,8,12,-1,-4,10,10,7,2,edgeCount
147,100,491,0.1,3,87,random,-1,5,13,3,2,48,3,0,3,6,0,16,edgeCount
