rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
500,100,248,0.05,3,2,adversarial,0.72,5,5,5,0,0,5,5,5,0
499,100,241,0.05,5,4,adversarial,0.75,4,9,4,0,0,16,4,4,0
498,100,260,0.05,2,1,adversarial,0.37,3,6,4,-1,8,9,3,3,4
497,100,262,0.05,4,3,adversarial,0.44,4,4,4,0,6,4,4,4,2
496,100,260,0.05,6,5,adversarial,0.85,2,2,4,-2,0,29,2,2,0
495,100,263,0.05,4,3,adversarial,0.36,3,3,3,0,0,3,3,3,0
494,100,254,0.05,3,2,adversarial,0.49,3,3,3,0,0,3,3,3,0
493,100,243,0.05,1,0,adversarial,0.62,3,4,3,0,2,3,3,4,2
492,100,238,0.05,3,2,adversarial,0.68,2,2,5,-3,8,16,2,2,6
491,100,242,0.05,4,3,adversarial,0.32,3,3,3,0,12,3,3,3,4
490,100,212,0.05,1,0,adversarial,0.5,4,4,4,0,0,4,4,4,0
489,100,272,0.05,5,4,adversarial,0.52,4,4,4,0,0,4,4,4,0
488,100,266,0.05,5,4,adversarial,0.74,2,2,2,0,0,2,2,2,0
487,100,229,0.05,2,1,adversarial,0.74,3,3,3,0,12,3,3,3,6
486,100,248,0.05,5,4,adversarial,0.83,2,2,4,-2,0,12,2,2,0
485,100,229,0.05,2,1,adversarial,0.4,3,3,3,0,0,3,3,3,0
484,100,234,0.05,5,4,adversarial,0.49,3,3,3,0,0,3,3,3,0
483,100,271,0.05,4,3,adversarial,0.42,3,3,3,0,6,3,3,3,2
482,100,257,0.05,4,3,adversarial,0.31,4,4,4,0,0,4,4,4,0
481,100,235,0.05,5,4,adversarial,0.62,3,3,3,0,0,3,3,3,0
480,100,237,0.05,5,4,adversarial,0.74,3,3,4,-1,0,12,3,3,0
479,100,251,0.05,3,2,adversarial,0.83,5,5,5,0,0,5,5,5,0
478,100,237,0.05,6,5,adversarial,0.41,4,4,4,0,2,16,4,4,2
477,100,253,0.05,3,2,adversarial,0.9,3,3,4,-1,18,16,3,3,8
476,100,248,0.05,4,3,adversarial,0.59,3,3,3,0,6,3,3,3,2
475,100,239,0.05,1,0,adversarial,0.36,5,5,5,0,0,5,5,5,0
474,100,244,0.05,5,4,adversarial,0.53,3,3,4,-1,0,14,3,3,0
473,100,251,0.05,4,3,adversarial,0.43,3,3,3,0,10,3,3,3,4
472,100,236,0.05,1,0,adversarial,0.81,4,5,4,0,10,4,4,5,10
471,100,248,0.05,4,3,adversarial,0.43,3,3,3,0,0,3,3,3,0
470,100,249,0.05,3,2,adversarial,0.64,3,3,3,0,0,3,3,3,0
469,100,256,0.05,5,4,adversarial,0.89,2,2,5,-3,0,21,2,2,0
468,100,262,0.05,2,1,adversarial,0.59,4,5,5,-1,16,11,4,4,8
467,100,236,0.05,3,2,adversarial,0.32,3,3,3,0,0,3,3,3,0
466,100,268,0.05,4,3,adversarial,0.75,2,2,2,0,14,2,2,2,6
465,100,245,0.05,4,3,adversarial,0.9,3,3,5,-2,0,13,3,3,0
464,100,257,0.05,6,5,adversarial,0.88,4,6,4,0,2,35,4,4,2
463,100,233,0.05,7,6,adversarial,0.55,3,3,3,0,0,3,3,3,0
462,100,249,0.05,3,2,adversarial,0.56,4,8,2,2,0,2,2,2,0
461,100,242,0.05,1,0,adversarial,0.77,5,5,5,0,0,5,5,5,0
460,100,274,0.05,4,3,adversarial,0.48,3,3,3,0,0,3,3,3,0
459,100,258,0.05,3,2,adversarial,0.57,3,3,3,0,6,3,3,3,4
458,100,244,0.05,4,3,adversarial,0.86,3,3,4,-1,10,15,3,3,6
457,100,270,0.05,4,3,adversarial,0.4,4,6,4,0,6,4,4,4,2
456,100,254,0.05,3,2,adversarial,0.48,4,4,4,0,22,10,4,4,12
455,100,223,0.05,8,7,adversarial,0.73,2,2,2,0,18,2,2,2,10
454,100,258,0.05,4,3,adversarial,0.88,3,3,3,0,10,7,3,3,4
453,100,243,0.05,3,2,adversarial,0.32,3,3,3,0,0,3,3,3,0
452,100,231,0.05,1,0,adversarial,0.66,3,3,3,0,6,3,3,3,6
451,100,259,0.05,5,4,adversarial,0.4,3,3,3,0,14,3,3,3,6
450,100,248,0.05,2,1,adversarial,0.89,4,4,4,0,0,4,4,4,0
449,100,259,0.05,5,4,adversarial,0.32,3,3,3,0,16,3,3,3,6
448,100,224,0.05,1,0,adversarial,0.76,2,2,2,0,8,2,2,2,8
447,100,255,0.05,3,2,adversarial,0.3,3,12,3,0,0,3,3,3,0
446,100,231,0.05,1,0,adversarial,0.61,4,5,5,-1,2,6,4,5,2
445,100,260,0.05,3,2,adversarial,0.33,4,4,4,0,20,4,4,4,8
444,100,234,0.05,4,3,adversarial,0.54,3,3,3,0,0,3,3,3,0
