rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
1000,100,228,0.05,3,2,random,-1,3,3,3,0,4,3,3,3,4
999,100,260,0.05,4,3,random,-1,3,3,3,0,20,3,3,3,8
998,100,238,0.05,5,4,random,-1,3,3,3,0,20,3,3,3,10
997,100,277,0.05,6,5,random,-1,2,2,2,0,0,2,2,2,0
996,100,248,0.05,8,7,random,-1,2,2,2,0,0,2,2,2,0
995,100,251,0.05,5,4,random,-1,4,4,4,0,0,4,4,4,0
994,100,222,0.05,3,2,random,-1,4,10,4,0,0,4,4,4,0
993,100,239,0.05,2,1,random,-1,5,5,5,0,10,5,5,5,8
992,100,262,0.05,5,4,random,-1,3,3,3,0,18,3,3,3,8
991,100,274,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
990,100,233,0.05,3,2,random,-1,2,2,2,0,0,2,2,2,0
989,100,277,0.05,2,1,random,-1,3,6,3,0,8,3,3,3,4
988,100,248,0.05,4,3,random,-1,4,4,4,0,0,4,4,4,0
987,100,258,0.05,2,1,random,-1,4,5,4,0,12,6,4,5,6
986,100,277,0.05,7,6,random,-1,3,4,3,0,0,3,3,3,0
985,100,276,0.05,3,2,random,-1,3,3,3,0,30,3,3,3,10
984,100,229,0.05,2,1,random,-1,3,7,3,0,0,3,3,3,0
983,100,225,0.05,1,0,random,-1,3,3,3,0,0,3,3,3,0
982,100,254,0.05,3,2,random,-1,4,4,4,0,6,4,4,4,2
981,100,247,0.05,4,3,random,-1,4,8,4,0,0,10,4,4,0
980,100,244,0.05,3,2,random,-1,3,13,3,0,4,3,3,3,2
979,100,249,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
978,100,269,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
977,100,253,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
976,100,260,0.05,2,1,random,-1,4,4,4,0,0,4,4,4,0
975,100,255,0.05,3,2,random,-1,3,5,3,0,0,3,3,3,0
974,100,274,0.05,3,2,random,-1,4,4,4,0,0,4,4,4,0
973,100,251,0.05,3,2,random,-1,4,4,4,0,0,4,4,4,0
972,100,246,0.05,6,5,random,-1,3,3,3,0,6,3,3,3,4
