rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
1000,100,237,0.05,2,1,random,-1,4,4,4,0,0,4,4,4,0
999,100,253,0.05,4,3,random,-1,3,6,3,0,12,3,3,3,4
998,100,255,0.05,4,3,random,-1,4,4,4,0,0,4,4,4,0
997,100,259,0.05,4,3,random,-1,2,2,2,0,4,2,2,2,2
996,100,248,0.05,3,2,random,-1,4,4,4,0,6,4,4,4,2
995,100,260,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
994,100,243,0.05,3,2,random,-1,4,4,4,0,14,4,4,4,6
993,100,212,0.05,3,2,random,-1,4,4,4,0,4,4,4,4,2
992,100,229,0.05,6,5,random,-1,3,3,3,0,12,3,3,3,4
991,100,232,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
990,100,255,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
989,100,246,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
988,100,254,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
987,100,256,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
986,100,241,0.05,3,2,random,-1,3,5,3,0,0,3,3,3,0
985,100,260,0.05,3,2,random,-1,4,5,2,2,0,2,2,2,0
984,100,239,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
983,100,253,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
982,100,232,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
981,100,233,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
980,100,238,0.05,2,1,random,-1,3,4,3,0,16,3,3,5,8
979,100,216,0.05,4,3,random,-1,3,3,3,0,2,3,3,3,2
978,100,253,0.05,3,2,random,-1,3,6,3,0,0,3,3,3,0
977,100,277,0.05,2,1,random,-1,3,4,3,0,16,3,3,4,8
976,100,239,0.05,6,5,random,-1,2,2,2,0,10,2,2,2,4
975,100,230,0.05,4,3,random,-1,3,7,3,0,0,3,3,3,0
974,100,240,0.05,5,4,random,-1,3,3,3,0,6,3,3,3,2
973,100,218,0.05,5,4,random,-1,4,4,4,0,0,10,4,4,0
972,100,230,0.05,2,1,random,-1,4,4,4,0,0,11,4,4,0
971,100,252,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
970,100,249,0.05,2,1,random,-1,4,6,4,0,0,4,4,4,0
969,100,229,0.05,3,2,random,-1,3,3,3,0,4,3,3,3,2
968,100,263,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
967,100,241,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
966,100,237,0.05,4,3,random,-1,4,4,4,0,0,4,4,4,0
965,100,263,0.05,5,4,random,-1,4,4,4,0,6,4,4,4,2
964,100,240,0.05,8,7,random,-1,2,2,2,0,0,2,2,2,0
963,100,262,0.05,3,2,random,-1,2,2,3,-1,0,5,2,2,0
962,100,239,0.05,2,1,random,-1,4,5,2,2,0,2,2,2,0
961,100,231,0.05,3,2,random,-1,3,3,3,0,8,3,3,3,4
960,100,270,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
959,100,246,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
958,100,242,0.05,3,2,random,-1,3,3,4,-1,18,8,3,3,8
957,100,221,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
956,100,276,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
955,100,251,0.05,6,5,random,-1,2,2,3,-1,4,5,2,2,2
954,100,290,0.05,2,1,random,-1,4,6,4,0,0,4,4,4,0
953,100,274,0.05,2,1,random,-1,4,6,4,0,16,4,4,4,8
952,100,239,0.05,8,7,random,-1,2,2,2,0,0,2,2,2,0
951,100,249,0.05,7,6,random,-1,2,2,2,0,0,2,2,2,0
950,100,264,0.05,1,0,random,-1,4,5,4,0,8,4,4,5,8
949,100,254,0.05,3,2,random,-1,4,4,4,0,4,4,4,4,2
948,100,268,0.05,3,2,random,-1,2,2,2,0,0,2,2,2,0
947,100,246,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
946,100,253,0.05,2,1,random,-1,3,3,3,0,6,3,3,3,4
945,100,262,0.05,6,5,random,-1,3,3,3,0,4,3,3,3,2
944,100,219,0.05,1,0,random,-1,4,4,4,0,0,4,4,4,0
943,100,284,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
942,100,240,0.05,3,2,random,-1,2,2,2,0,0,2,2,2,0
941,100,240,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
940,100,258,0.05,4,3,random,-1,2,2,2,0,8,2,2,2,4
939,100,255,0.05,3,2,random,-1,4,6,4,0,0,4,4,4,0
938,100,256,0.05,4,3,random,-1,3,3,3,0,4,3,3,3,2
937,100,268,0.05,6,5,random,-1,3,3,3,0,6,3,3,3,2
936,100,287,0.05,7,6,random,-1,2,2,2,0,0,2,2,2,0
935,100,234,0.05,2,1,random,-1,4,4,4,0,14,4,4,4,8
934,100,234,0.05,4,3,random,-1,4,4,4,0,0,4,4,4,0
933,100,241,0.05,2,1,random,-1,5,5,5,0,0,5,5,5,0
932,100,274,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
931,100,230,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
930,100,250,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
929,100,246,0.05,3,2,random,-1,3,6,3,0,10,3,3,3,4
928,100,261,0.05,2,1,random,-1,4,8,4,0,20,4,4,5,10
927,100,254,0.05,4,3,random,-1,3,10,3,0,0,3,3,3,0
926,100,265,0.05,4,3,random,-1,3,3,3,0,12,3,3,3,4
925,100,242,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
924,100,243,0.05,2,1,random,-1,4,8,4,0,8,4,4,4,4
923,100,272,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
922,100,252,0.05,5,4,random,-1,3,3,3,0,2,3,3,3,2
921,100,224,0.05,4,3,random,-1,4,7,4,0,0,4,4,4,0
920,100,252,0.05,2,1,random,-1,3,3,3,0,32,3,3,3,16
919,100,247,0.05,3,2,random,-1,4,4,4,0,20,4,4,4,8
918,100,239,0.05,4,3,random,-1,5,7,5,0,0,14,5,5,0
917,100,258,0.05,2,1,random,-1,5,7,5,0,14,5,5,7,8
916,100,258,0.05,3,2,random,-1,3,3,3,0,12,3,3,3,6
915,100,224,0.05,5,4,random,-1,2,2,2,0,4,2,2,2,2
914,100,243,0.05,4,3,random,-1,2,2,2,0,6,2,2,2,4
913,100,248,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
912,100,233,0.05,1,0,random,-1,2,2,2,0,10,2,2,2,10
911,100,239,0.05,4,3,random,-1,4,4,4,0,0,4,4,4,0
910,100,256,0.05,1,0,random,-1,3,3,3,0,0,3,3,3,0
909,100,245,0.05,4,3,random,-1,4,7,4,0,4,4,4,4,2
908,100,243,0.05,5,4,random,-1,2,2,2,0,10,2,2,2,4
907,100,211,0.05,2,1,random,-1,5,5,2,3,10,2,2,2,6
906,100,251,0.05,2,1,random,-1,3,3,3,0,0,3,3,3,0
905,100,257,0.05,4,3,random,-1,3,3,3,0,0,4,3,3,0
904,100,261,0.05,2,1,random,-1,4,7,4,0,8,4,4,6,4
903,100,226,0.05,4,3,random,-1,3,9,3,0,10,3,3,3,4
902,100,264,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
901,100,259,0.05,7,6,random,-1,3,3,3,0,16,3,3,3,8
900,100,265,0.05,2,1,random,-1,4,4,4,0,20,4,4,4,10
899,100,264,0.05,3,2,random,-1,4,4,4,0,0,4,4,4,0
898,100,219,0.05,3,2,random,-1,3,3,3,0,4,3,3,3,2
897,100,252,0.05,3,2,random,-1,2,2,2,0,0,2,2,2,0
896,100,231,0.05,1,0,random,-1,4,4,4,0,0,4,4,4,0
895,100,224,0.05,1,0,random,-1,3,3,3,0,0,3,3,3,0
894,100,243,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
893,100,261,0.05,9,8,random,-1,3,3,3,0,0,3,3,3,0
892,100,247,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
891,100,240,0.05,3,2,random,-1,4,4,4,0,0,4,4,4,0
890,100,259,0.05,7,6,random,-1,2,2,2,0,0,2,2,2,0
889,100,251,0.05,7,6,random,-1,2,2,2,0,4,2,2,2,2
888,100,269,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
887,100,276,0.05,3,2,random,-1,3,3,3,0,16,3,3,3,8
886,100,253,0.05,1,0,random,-1,4,6,4,0,4,4,4,6,4
885,100,235,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
884,100,255,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
883,100,266,0.05,5,4,random,-1,3,3,3,0,12,3,3,3,6
882,100,241,0.05,2,1,random,-1,3,3,3,0,12,3,3,3,6
881,100,249,0.05,7,6,random,-1,2,2,2,0,0,2,2,2,0
880,100,235,0.05,4,3,random,-1,3,3,3,0,12,3,3,3,6
879,100,249,0.05,4,3,random,-1,4,8,4,0,0,4,4,4,0
878,100,276,0.05,1,0,random,-1,4,4,4,0,10,4,4,4,10
877,100,260,0.05,2,1,random,-1,2,2,2,0,12,2,2,2,6
876,100,244,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
875,100,248,0.05,7,6,random,-1,2,2,2,0,16,2,2,2,8
874,100,263,0.05,3,2,random,-1,5,5,4,1,0,6,6,6,0
873,100,229,0.05,3,2,random,-1,4,4,4,0,28,4,4,4,12
872,100,233,0.05,3,2,random,-1,4,4,4,0,6,4,4,4,2
871,100,239,0.05,2,1,random,-1,4,4,4,0,0,4,4,4,0
870,100,227,0.05,8,7,random,-1,2,2,2,0,0,2,2,2,0
869,100,273,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
868,100,247,0.05,4,3,random,-1,4,4,4,0,14,4,4,4,6
867,100,261,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
866,100,246,0.05,5,4,random,-1,3,3,3,0,22,3,3,3,10
865,100,246,0.05,3,2,random,-1,4,4,4,0,0,4,4,4,0
864,100,246,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
863,100,241,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
