rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,25,50,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
952,25,47,0.15,5,,clustered,0.7;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
951,25,56,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
950,25,44,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,6,edgeCount
949,25,47,0.15,3,,clustered,0.7;-0.3,4,4,4,0,0,-1,-5,-1,-1,-5,0,edgeCount
948,25,45,0.15,3,,clustered,0.7;-0.3,-1,-1,5,-6,4,-1,-6,-1,-1,-6,4,edgeCount
947,25,34,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
946,25,43,0.15,2,,clustered,0.7;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
945,25,52,0.15,3,,clustered,0.7;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,edgeCount
944,25,40,0.15,2,,clustered,0.7;-0.3,2,2,2,0,2,2,0,2,2,0,2,edgeCount
943,25,54,0.15,6,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
942,25,53,0.15,4,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
941,25,56,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
940,25,52,0.15,6,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
939,25,44,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
938,25,48,0.15,3,,clustered,0.7;-0.3,14,6,4,10,0,-1,-5,-1,-1,-5,0,edgeCount
937,25,51,0.15,5,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
936,25,49,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
935,25,48,0.15,2,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
934,25,57,0.15,5,,clustered,0.7;-0.3,-1,-1,3,-4,10,-1,-4,-1,-1,-4,6,edgeCount
933,25,41,0.15,2,,clustered,0.7;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
932,25,40,0.15,2,,clustered,0.7;-0.3,-1,-1,4,-5,4,-1,-5,-1,-1,-5,4,edgeCount
931,25,36,0.15,2,,clustered,0.7;-0.3,18,10,5,13,4,-1,-6,-1,-1,-6,4,edgeCount
930,25,38,0.15,2,,clustered,0.7;-0.3,4,4,4,0,0,-1,-5,-1,-1,-5,0,edgeCount
929,25,51,0.15,2,,clustered,0.7;-0.3,5,13,5,0,0,9,4,9,9,4,0,edgeCount
928,25,41,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
927,25,41,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
926,25,54,0.15,4,,clustered,0.7;-0.3,9,3,3,6,0,3,0,3,3,0,0,edgeCount
925,25,44,0.15,2,,clustered,0.7;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
924,25,40,0.15,3,,clustered,0.7;-0.3,26,16,4,22,4,-1,-5,-1,-1,-5,2,edgeCount
923,25,37,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
922,25,34,0.15,1,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
921,25,38,0.15,1,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
920,25,38,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
919,25,51,0.15,2,,clustered,0.7;-0.3,6,6,4,2,0,6,2,6,6,2,0,edgeCount
918,25,43,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
917,25,41,0.15,4,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
916,25,36,0.15,3,,clustered,0.7;-0.3,4,4,2,2,2,2,0,2,2,0,2,edgeCount
915,25,46,0.15,4,,clustered,0.7;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
914,25,56,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
913,25,46,0.15,3,,clustered,0.7;-0.3,5,5,3,2,12,7,4,7,7,4,6,edgeCount
912,25,48,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,14,-1,0,-1,-1,0,14,edgeCount
911,25,39,0.15,1,,clustered,0.7;-0.3,-1,-1,4,-5,6,-1,-5,-1,-1,-5,6,edgeCount
910,25,50,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
909,25,47,0.15,1,,clustered,0.7;-0.3,-1,-1,5,-6,8,-1,-6,-1,-1,-6,8,edgeCount
908,25,61,0.15,4,,clustered,0.7;-0.3,4,22,3,1,12,-1,-4,-1,-1,-4,4,edgeCount
907,25,47,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,6,edgeCount
906,25,42,0.15,3,,clustered,0.7;-0.3,3,5,3,0,4,3,0,3,3,0,2,edgeCount
905,25,41,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
904,25,41,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
903,25,45,0.15,4,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
902,25,45,0.15,3,,clustered,0.7;-0.3,4,4,4,0,0,8,4,8,8,4,0,edgeCount
901,25,43,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
900,25,38,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
899,25,49,0.15,2,,clustered,0.7;-0.3,7,3,3,4,0,3,0,3,3,0,0,edgeCount
898,25,42,0.15,3,,clustered,0.7;-0.3,6,6,2,4,0,2,0,2,2,0,0,edgeCount
897,25,47,0.15,2,,clustered,0.7;-0.3,-1,-1,4,-5,4,-1,-5,-1,-1,-5,2,edgeCount
896,25,58,0.15,4,,clustered,0.7;-0.3,9,3,3,6,4,3,0,3,3,0,2,edgeCount
895,25,50,0.15,1,,clustered,0.7;-0.3,3,3,3,0,8,-1,-4,3,3,0,8,edgeCount
894,25,48,0.15,4,,clustered,0.7;-0.3,12,7,4,8,0,8,4,8,8,4,0,edgeCount
893,25,46,0.15,3,,clustered,0.7;-0.3,4,4,4,0,0,-1,-5,-1,-1,-5,0,edgeCount
892,25,49,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
891,25,34,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
890,25,37,0.15,2,,clustered,0.7;-0.3,-1,-1,5,-6,2,-1,-6,-1,-1,-6,2,edgeCount
889,25,47,0.15,2,,clustered,0.7;-0.3,13,17,5,8,8,-1,-6,-1,-1,-6,4,edgeCount
888,25,38,0.15,2,,clustered,0.7;-0.3,3,3,3,0,2,3,0,3,3,0,2,edgeCount
887,25,46,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
886,25,45,0.15,1,,clustered,0.7;-0.3,4,4,4,0,2,-1,-5,4,4,0,2,edgeCount
885,25,42,0.15,2,,clustered,0.7;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
884,25,48,0.15,5,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
883,25,39,0.15,2,,clustered,0.7;-0.3,4,8,4,0,0,8,4,8,8,4,0,edgeCount
882,25,48,0.15,3,,clustered,0.7;-0.3,8,10,4,4,0,10,6,10,10,6,0,edgeCount
881,25,30,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
880,25,47,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
879,25,47,0.15,2,,clustered,0.7;-0.3,24,24,5,19,16,-1,-6,-1,-1,-6,10,edgeCount
878,25,43,0.15,2,,clustered,0.7;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
877,25,46,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
876,25,41,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
875,25,45,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
874,25,60,0.15,6,,clustered,0.7;-0.3,10,10,2,8,0,2,0,8,2,6,0,edgeCount
873,25,48,0.15,2,,clustered,0.7;-0.3,2,2,2,0,10,2,0,2,2,0,6,edgeCount
872,25,44,0.15,2,,clustered,0.7;-0.3,-1,-1,5,-6,6,-1,-6,7,15,2,4,edgeCount
871,25,51,0.15,1,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
870,25,32,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
869,25,48,0.15,3,,clustered,0.7;-0.3,8,8,4,4,6,-1,-5,-1,-1,-5,4,edgeCount
868,25,57,0.15,5,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
867,25,37,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
866,25,42,0.15,4,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
865,25,44,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
864,25,39,0.15,2,,clustered,0.7;-0.3,3,15,3,0,0,7,4,3,3,0,0,edgeCount
863,25,38,0.15,3,,clustered,0.7;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,edgeCount
862,25,55,0.15,4,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
861,25,49,0.15,2,,clustered,0.7;-0.3,-1,-1,7,-8,10,-1,-8,-1,-1,-8,8,edgeCount
860,25,45,0.15,2,,clustered,0.7;-0.3,-1,-1,6,-7,4,-1,-7,-1,-1,-7,2,edgeCount
859,25,47,0.15,3,,clustered,0.7;-0.3,15,11,3,12,6,3,0,3,3,0,4,edgeCount
858,25,44,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
857,25,50,0.15,4,,clustered,0.7;-0.3,14,6,2,12,16,-1,-3,4,4,2,8,edgeCount
856,25,55,0.15,2,,clustered,0.7;-0.3,7,5,5,2,0,-1,-6,-1,-1,-6,0,edgeCount
855,25,36,0.15,4,,clustered,0.7;-0.3,15,6,3,12,0,21,18,21,21,18,0,edgeCount
854,25,52,0.15,3,,clustered,0.7;-0.3,15,15,4,11,0,13,9,13,13,9,0,edgeCount
853,25,54,0.15,4,,clustered,0.7;-0.3,6,8,4,2,0,6,2,8,8,4,0,edgeCount
852,25,48,0.15,4,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
851,25,47,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
850,25,37,0.15,2,,clustered,0.7;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
849,25,47,0.15,3,,clustered,0.7;-0.3,12,18,5,7,2,16,11,16,24,11,2,edgeCount
848,25,48,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
847,25,43,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
846,25,41,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
845,25,50,0.15,4,,clustered,0.7;-0.3,8,5,3,5,0,10,7,10,10,7,0,edgeCount
844,25,48,0.15,2,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
843,25,50,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
842,25,53,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
841,25,45,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
840,25,44,0.15,2,,clustered,0.7;-0.3,-1,-1,5,-6,12,-1,-6,19,5,14,8,edgeCount
839,25,38,0.15,2,,clustered,0.7;-0.3,-1,-1,9,-10,2,-1,-10,9,9,0,2,edgeCount
838,25,43,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
837,25,42,0.15,4,,clustered,0.7;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,edgeCount
836,25,49,0.15,2,,clustered,0.7;-0.3,8,4,4,4,0,4,0,4,4,0,0,edgeCount
835,25,43,0.15,1,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
834,25,51,0.15,5,,clustered,0.7;-0.3,-1,-1,6,-7,2,-1,-7,-1,-1,-7,2,edgeCount
833,25,40,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
832,25,49,0.15,2,,clustered,0.7;-0.3,6,6,4,2,0,6,2,6,6,2,0,edgeCount
831,25,60,0.15,3,,clustered,0.7;-0.3,14,14,2,12,0,2,0,6,2,4,0,edgeCount
830,25,44,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
829,25,43,0.15,3,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
828,25,46,0.15,2,,clustered,0.7;-0.3,4,2,2,2,2,2,0,2,2,0,2,edgeCount
827,25,40,0.15,4,,clustered,0.7;-0.3,9,13,5,4,0,11,6,11,11,6,0,edgeCount
826,25,47,0.15,1,,clustered,0.7;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
825,25,41,0.15,3,,clustered,0.7;-0.3,13,11,3,10,0,5,2,5,5,2,0,edgeCount
824,25,35,0.15,1,,clustered,0.7;-0.3,7,7,5,2,10,-1,-6,7,7,2,10,edgeCount
823,25,49,0.15,3,,clustered,0.7;-0.3,13,25,4,9,0,15,11,15,15,11,0,edgeCount
822,25,48,0.15,2,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
821,25,33,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
820,25,54,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,10,edgeCount
819,25,35,0.15,3,,clustered,0.7;-0.3,12,30,6,6,2,16,10,16,26,10,2,edgeCount
818,25,43,0.15,1,,clustered,0.7;-0.3,-1,-1,5,-6,8,-1,-6,-1,-1,-6,8,edgeCount
817,25,50,0.15,2,,clustered,0.7;-0.3,6,6,4,2,0,-1,-5,-1,-1,-5,0,edgeCount
816,25,38,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
815,25,38,0.15,2,,clustered,0.7;-0.3,-1,-1,9,-10,8,-1,-10,13,11,4,6,edgeCount
814,25,46,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
813,25,49,0.15,3,,clustered,0.7;-0.3,-1,-1,4,-5,8,-1,-5,-1,-1,-5,4,edgeCount
812,25,48,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,8,edgeCount
811,25,43,0.15,5,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
810,25,50,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
809,25,53,0.15,1,,clustered,0.7;-0.3,-1,-1,6,-7,4,-1,-7,-1,-1,-7,4,edgeCount
808,25,41,0.15,4,,clustered,0.7;-0.3,9,7,3,6,0,3,0,5,7,2,0,edgeCount
807,25,47,0.15,2,,clustered,0.7;-0.3,13,13,4,9,8,-1,-5,11,11,7,4,edgeCount
806,25,47,0.15,2,,clustered,0.7;-0.3,-1,-1,4,-5,12,-1,-5,-1,-1,-5,6,edgeCount
805,25,46,0.15,5,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
804,25,45,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
803,25,50,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
802,25,50,0.15,4,,clustered,0.7;-0.3,-1,-1,4,-5,8,-1,-5,-1,-1,-5,4,edgeCount
801,25,59,0.15,2,,clustered,0.7;-0.3,2,2,2,0,14,2,0,2,2,0,8,edgeCount
800,25,45,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
799,25,44,0.15,3,,clustered,0.7;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
798,25,50,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
797,25,44,0.15,1,,clustered,0.7;-0.3,-1,-1,8,-9,8,-1,-9,-1,-1,-9,8,edgeCount
796,25,44,0.15,2,,clustered,0.7;-0.3,9,7,5,4,0,9,4,9,9,4,0,edgeCount
795,25,42,0.15,4,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
794,25,41,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
793,25,40,0.15,3,,clustered,0.7;-0.3,9,7,3,6,4,-1,-4,3,3,0,4,edgeCount
792,25,47,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,14,-1,0,-1,-1,0,10,edgeCount
791,25,46,0.15,2,,clustered,0.7;-0.3,5,5,5,0,2,5,0,5,11,0,2,edgeCount
790,25,49,0.15,2,,clustered,0.7;-0.3,-1,-1,4,-5,6,-1,-5,14,10,10,4,edgeCount
789,25,49,0.15,2,,clustered,0.7;-0.3,11,9,4,7,8,-1,-5,-1,-1,-5,4,edgeCount
788,25,47,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
787,25,49,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
786,25,51,0.15,3,,clustered,0.7;-0.3,6,4,3,3,10,7,4,3,3,0,6,edgeCount
785,25,44,0.15,2,,clustered,0.7;-0.3,5,5,3,2,0,5,2,5,5,2,0,edgeCount
784,25,48,0.15,1,,clustered,0.7;-0.3,-1,-1,7,-8,4,-1,-8,-1,-1,-8,4,edgeCount
783,25,47,0.15,5,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
782,25,58,0.15,3,,clustered,0.7;-0.3,-1,-1,4,-5,10,-1,-5,16,16,12,4,edgeCount
781,25,47,0.15,4,,clustered,0.7;-0.3,12,8,4,8,0,14,10,14,16,10,0,edgeCount
780,25,44,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
779,25,48,0.15,5,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
778,25,54,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
777,25,30,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
776,25,50,0.15,2,,clustered,0.7;-0.3,4,4,4,0,0,6,2,6,6,2,0,edgeCount
775,25,42,0.15,4,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
774,25,44,0.15,3,,clustered,0.7;-0.3,-1,-1,6,-7,4,-1,-7,-1,-1,-7,2,edgeCount
773,25,54,0.15,3,,clustered,0.7;-0.3,19,5,5,14,16,-1,-6,-1,-1,-6,8,edgeCount
772,25,40,0.15,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
771,25,59,0.15,3,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
770,25,42,0.15,4,,clustered,0.7;-0.3,4,4,4,0,4,10,6,6,6,2,4,edgeCount
769,25,39,0.15,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
768,25,37,0.15,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
767,25,52,0.15,3,,clustered,0.7;-0.3,-1,-1,4,-5,8,-1,-5,-1,-1,-5,4,edgeCount
