rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
546,25,42,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
545,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
544,25,42,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
543,25,42,0.15,2,,clustered,0.8;-0.3,5,7,5,0,0,7,2,7,7,2,0,edgeCount
542,25,42,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
541,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
540,25,50,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
539,25,54,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
538,25,43,0.15,4,,clustered,0.8;-0.3,2,2,2,0,0,4,2,4,4,2,0,edgeCount
537,25,36,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
536,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
535,25,55,0.15,2,,clustered,0.8;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
534,25,44,0.15,1,,clustered,0.8;-0.3,-1,-1,5,-6,2,-1,-6,-1,-1,-6,2,edgeCount
533,25,50,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
532,25,36,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
531,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
530,25,39,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
529,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
528,25,45,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
527,25,47,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
526,25,52,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
525,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
524,25,39,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
523,25,48,0.15,3,,clustered,0.8;-0.3,-1,-1,5,-6,8,-1,-6,-1,-1,-6,4,edgeCount
522,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
521,25,46,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,12,edgeCount
520,25,47,0.15,2,,clustered,0.8;-0.3,6,6,6,0,0,-1,-7,-1,-1,-7,0,edgeCount
519,25,37,0.15,1,,clustered,0.8;-0.3,3,3,3,0,4,-1,-4,3,3,0,4,edgeCount
518,25,50,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
517,25,45,0.15,2,,clustered,0.8;-0.3,3,7,3,0,0,-1,-4,5,5,2,0,edgeCount
516,25,40,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
515,25,51,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
514,25,46,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
513,25,54,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
512,25,52,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
511,25,56,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,6,edgeCount
510,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
509,25,41,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
508,25,47,0.15,4,,clustered,0.8;-0.3,14,10,4,10,0,4,0,12,12,8,0,edgeCount
507,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
506,25,36,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
505,25,48,0.15,3,,clustered,0.8;-0.3,-1,-1,5,-6,16,-1,-6,-1,-1,-6,10,edgeCount
504,25,51,0.15,3,,clustered,0.8;-0.3,-1,-1,6,-7,4,-1,-7,-1,-1,-7,2,edgeCount
503,25,35,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
502,25,48,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
501,25,50,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
500,25,43,0.15,1,,clustered,0.8;-0.3,-1,-1,5,-6,2,-1,-6,-1,-1,-6,2,edgeCount
499,25,54,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,4,edgeCount
498,25,47,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
497,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
496,25,55,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,18,-1,0,-1,-1,0,10,edgeCount
495,25,48,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
494,25,48,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
493,25,46,0.15,4,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
492,25,47,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
491,25,49,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
490,25,60,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
489,25,46,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
488,25,54,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
487,25,49,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
486,25,50,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
485,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
484,25,37,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
483,25,37,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
482,25,53,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
481,25,53,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
480,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
479,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
478,25,41,0.15,2,,clustered,0.8;-0.3,-1,-1,6,-7,4,-1,-7,10,8,4,2,edgeCount
477,25,44,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
476,25,44,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
475,25,46,0.15,1,,clustered,0.8;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
474,25,41,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
473,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
472,25,46,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
471,25,43,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,6,edgeCount
470,25,45,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
469,25,45,0.15,3,,clustered,0.8;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
468,25,58,0.15,2,,clustered,0.8;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,edgeCount
467,25,46,0.15,3,,clustered,0.8;-0.3,4,2,2,2,10,2,0,4,2,2,6,edgeCount
466,25,44,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
465,25,54,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
464,25,52,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
463,25,56,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,16,-1,0,-1,-1,0,8,edgeCount
462,25,41,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
461,25,47,0.15,4,,clustered,0.8;-0.3,4,4,2,2,0,2,0,2,2,0,0,edgeCount
460,25,41,0.15,4,,clustered,0.8;-0.3,5,7,3,2,0,-1,-4,-1,-1,-4,0,edgeCount
459,25,37,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,12,edgeCount
458,25,55,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,6,edgeCount
457,25,38,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
456,25,51,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
455,25,48,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
454,25,66,0.15,5,,clustered,0.8;-0.3,3,11,3,0,8,5,2,5,5,2,4,edgeCount
453,25,45,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
452,25,39,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
451,25,48,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
450,25,43,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
449,25,42,0.15,4,,clustered,0.8;-0.3,-1,-1,6,-7,6,-1,-7,-1,-1,-7,6,edgeCount
448,25,47,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
447,25,41,0.15,3,,clustered,0.8;-0.3,8,8,4,4,0,8,4,8,8,4,0,edgeCount
446,25,42,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
445,25,42,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
444,25,49,0.15,1,,clustered,0.8;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
443,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
442,25,39,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
441,25,50,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
440,25,55,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
439,25,37,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
438,25,46,0.15,2,,clustered,0.8;-0.3,7,7,3,4,0,7,4,7,7,4,0,edgeCount
437,25,49,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
436,25,51,0.15,3,,clustered,0.8;-0.3,7,7,5,2,0,7,2,7,7,2,0,edgeCount
435,25,51,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
434,25,40,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
433,25,43,0.15,1,,clustered,0.8;-0.3,-1,-1,5,-6,6,-1,-6,-1,-1,-6,6,edgeCount
432,25,49,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,6,edgeCount
431,25,43,0.15,2,,clustered,0.8;-0.3,6,6,4,2,8,-1,-5,-1,-1,-5,4,edgeCount
430,25,44,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
429,25,37,0.15,3,,clustered,0.8;-0.3,-1,-1,5,-6,2,-1,-6,-1,-1,-6,2,edgeCount
428,25,54,0.15,5,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
427,25,51,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,6,edgeCount
426,25,41,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
425,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
424,25,59,0.15,5,,clustered,0.8;-0.3,6,6,2,4,4,2,0,2,2,0,2,edgeCount
423,25,50,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
422,25,39,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
421,25,52,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
420,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
419,25,49,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
418,25,39,0.15,2,,clustered,0.8;-0.3,10,4,4,6,0,4,0,4,4,0,0,edgeCount
417,25,38,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
416,25,34,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
415,25,51,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
414,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
413,25,52,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,16,-1,0,-1,-1,0,16,edgeCount
412,25,48,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
411,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
410,25,49,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,6,edgeCount
409,25,53,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
408,25,41,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
407,25,38,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
406,25,38,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
405,25,52,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
404,25,56,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
403,25,49,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
402,25,40,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
401,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
400,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,6,edgeCount
399,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
398,25,53,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
397,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
396,25,51,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
395,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
394,25,50,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
393,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
392,25,48,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
391,25,44,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
390,25,38,0.15,2,,clustered,0.8;-0.3,9,9,5,4,0,-1,-6,-1,-1,-6,0,edgeCount
389,25,52,0.15,2,,clustered,0.8;-0.3,19,3,3,16,14,5,2,5,3,2,8,edgeCount
388,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
387,25,52,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
386,25,43,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
385,25,46,0.15,4,,clustered,0.8;-0.3,3,11,3,0,0,5,2,5,5,2,0,edgeCount
384,25,35,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
383,25,49,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
382,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
381,25,47,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
380,25,40,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
379,25,36,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
378,25,50,0.15,7,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
377,25,43,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
376,25,32,0.15,1,,clustered,0.8;-0.3,4,4,4,0,4,4,0,4,4,0,4,edgeCount
375,25,46,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
374,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
373,25,52,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
372,25,51,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
371,25,44,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
370,25,51,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
369,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
368,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
367,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
366,25,41,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
365,25,35,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
364,25,37,0.15,3,,clustered,0.8;-0.3,8,14,4,4,2,8,4,8,12,4,2,edgeCount
363,25,49,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
362,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
361,25,37,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
360,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
359,25,44,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
358,25,43,0.15,2,,clustered,0.8;-0.3,-1,-1,8,-9,2,-1,-9,-1,-1,-9,2,edgeCount
357,25,37,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,16,-1,0,-1,-1,0,12,edgeCount
356,25,50,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
355,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
354,25,33,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
353,25,37,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
352,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
351,25,47,0.15,3,,clustered,0.8;-0.3,13,9,5,8,16,-1,-6,13,11,8,12,edgeCount
350,25,59,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
349,25,56,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
348,25,52,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
347,25,41,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
346,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
345,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
344,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
343,25,46,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
342,25,41,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
341,25,53,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
340,25,50,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
339,25,41,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
338,25,39,0.15,4,,clustered,0.8;-0.3,16,4,4,12,0,-1,-5,-1,-1,-5,0,edgeCount
337,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
336,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
335,25,49,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
334,25,47,0.15,6,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
333,25,45,0.15,5,,clustered,0.8;-0.3,6,6,3,3,0,6,3,6,6,3,0,edgeCount
332,25,39,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
331,25,43,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
330,25,53,0.15,2,,clustered,0.8;-0.3,-1,-1,6,-7,4,-1,-7,-1,-1,-7,2,edgeCount
329,25,46,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
328,25,33,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
327,25,53,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,8,edgeCount
326,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
325,25,43,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
324,25,45,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
323,25,44,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
322,25,45,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
321,25,39,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
320,25,46,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
319,25,42,0.15,2,,clustered,0.8;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
318,25,45,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,6,edgeCount
317,25,56,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
316,25,53,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
315,25,42,0.15,1,,clustered,0.8;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
