rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
779,25,47,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,8,edgeCount
778,25,53,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,10,edgeCount
777,25,50,0.15,1,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
776,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
775,25,43,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
774,25,51,0.15,2,,clustered,0.8;-0.3,8,8,2,6,0,2,0,2,2,0,0,edgeCount
773,25,56,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,6,edgeCount
772,25,48,0.15,1,,clustered,0.8;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
771,25,42,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
770,25,37,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
769,25,57,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
768,25,42,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
767,25,46,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
766,25,39,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
765,25,49,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
764,25,49,0.15,5,,clustered,0.8;-0.3,2,2,2,0,4,2,0,2,2,0,2,edgeCount
763,25,45,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
762,25,46,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
761,25,35,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
760,25,45,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
759,25,53,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
758,25,49,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
757,25,52,0.15,2,,clustered,0.8;-0.3,11,11,3,8,8,3,0,3,3,0,4,edgeCount
756,25,43,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
755,25,41,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
754,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,3,-4,2,-1,-4,-1,-1,-4,2,edgeCount
753,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
752,25,45,0.15,2,,clustered,0.8;-0.3,21,5,5,16,4,-1,-6,-1,-1,-6,2,edgeCount
751,25,39,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
750,25,38,0.15,2,,clustered,0.8;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
749,25,47,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,6,edgeCount
748,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,12,edgeCount
747,25,42,0.15,3,,clustered,0.8;-0.3,8,2,2,6,2,2,0,2,2,0,2,edgeCount
746,25,41,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
745,25,45,0.15,3,,clustered,0.8;-0.3,-1,-1,4,-5,16,-1,-5,-1,-1,-5,10,edgeCount
744,25,54,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
743,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
742,25,54,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
741,25,48,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
740,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
739,25,46,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
738,25,42,0.15,1,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
737,25,48,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
736,25,38,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
735,25,45,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
734,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
733,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
732,25,43,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,6,edgeCount
731,25,57,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
730,25,46,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
729,25,39,0.15,1,,clustered,0.8;-0.3,-1,-1,8,-9,2,-1,-9,-1,-1,-9,2,edgeCount
728,25,36,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
727,25,52,0.15,3,,clustered,0.8;-0.3,4,4,4,0,0,6,2,6,6,2,0,edgeCount
726,25,48,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
725,25,52,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
724,25,46,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
723,25,52,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
722,25,47,0.15,2,,clustered,0.8;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
721,25,40,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
720,25,38,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
719,25,42,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
718,25,47,0.15,2,,clustered,0.8;-0.3,7,3,3,4,8,3,0,3,3,0,6,edgeCount
717,25,35,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
716,25,48,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
715,25,42,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
714,25,48,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
713,25,40,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
712,25,48,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
711,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
710,25,45,0.15,6,,clustered,0.8;-0.3,22,8,2,20,0,2,0,6,2,4,0,edgeCount
709,25,50,0.15,3,,clustered,0.8;-0.3,10,4,4,6,0,-1,-5,-1,-1,-5,0,edgeCount
708,25,52,0.15,2,,clustered,0.8;-0.3,3,5,3,0,0,5,2,3,5,0,0,edgeCount
707,25,45,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
706,25,41,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
705,25,50,0.15,3,,clustered,0.8;-0.3,-1,-1,6,-7,8,-1,-7,-1,-1,-7,4,edgeCount
704,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
703,25,47,0.15,1,,clustered,0.8;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
702,25,29,0.15,1,,clustered,0.8;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
701,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
700,25,48,0.15,4,,clustered,0.8;-0.3,-1,-1,5,-6,4,-1,-6,-1,-1,-6,2,edgeCount
699,25,38,0.15,1,,clustered,0.8;-0.3,11,11,5,6,4,-1,-6,11,11,6,4,edgeCount
698,25,39,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
697,25,51,0.15,4,,clustered,0.8;-0.3,-1,-1,5,-6,6,-1,-6,-1,-1,-6,4,edgeCount
696,25,43,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
695,25,56,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
694,25,43,0.15,3,,clustered,0.8;-0.3,6,6,4,2,2,6,2,6,10,2,2,edgeCount
693,25,48,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
692,25,38,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
691,25,32,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
690,25,51,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
689,25,42,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
688,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,6,edgeCount
687,25,51,0.15,7,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
686,25,48,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
685,25,41,0.15,2,,clustered,0.8;-0.3,2,2,2,0,0,-1,-3,2,2,0,0,edgeCount
684,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
683,25,50,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
682,25,64,0.15,4,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
681,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
680,25,41,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
679,25,41,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
678,25,50,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
677,25,53,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
676,25,35,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
675,25,47,0.15,1,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
674,25,62,0.15,4,,clustered,0.8;-0.3,15,9,4,11,8,-1,-5,-1,-1,-5,4,edgeCount
673,25,36,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
672,25,61,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
671,25,38,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,2,-1,-6,-1,-1,-6,2,edgeCount
670,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,8,edgeCount
669,25,38,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
668,25,39,0.15,2,,clustered,0.8;-0.3,3,7,3,0,4,7,4,7,3,4,4,edgeCount
667,25,44,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
666,25,34,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
665,25,44,0.15,3,,clustered,0.8;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,edgeCount
664,25,51,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
663,25,53,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,6,edgeCount
662,25,52,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
661,25,35,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
660,25,49,0.15,1,,clustered,0.8;-0.3,-1,-1,9,-10,8,-1,-10,-1,-1,-10,8,edgeCount
659,25,51,0.15,2,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
658,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
657,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
656,25,38,0.15,2,,clustered,0.8;-0.3,5,5,5,0,0,-1,-6,-1,-1,-6,0,edgeCount
655,25,53,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
654,25,36,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
653,25,50,0.15,2,,clustered,0.8;-0.3,-1,-1,7,-8,14,-1,-8,-1,-1,-8,8,edgeCount
652,25,34,0.15,4,,clustered,0.8;-0.3,13,11,3,10,0,3,0,5,5,2,0,edgeCount
651,25,50,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
650,25,50,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
649,25,42,0.15,2,,clustered,0.8;-0.3,8,4,4,4,0,-1,-5,-1,-1,-5,0,edgeCount
648,25,41,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
647,25,38,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
646,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
645,25,53,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,2,edgeCount
644,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
643,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,10,edgeCount
642,25,43,0.15,1,,clustered,0.8;-0.3,-1,-1,6,-7,4,-1,-7,-1,-1,-7,4,edgeCount
641,25,53,0.15,5,,clustered,0.8;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
640,25,45,0.15,2,,clustered,0.8;-0.3,3,3,3,0,8,5,2,5,3,2,8,edgeCount
639,25,37,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
638,25,55,0.15,2,,clustered,0.8;-0.3,9,3,3,6,0,3,0,3,3,0,0,edgeCount
637,25,45,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
636,25,46,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,6,-1,-6,5,5,0,6,edgeCount
635,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,6,edgeCount
634,25,52,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,12,edgeCount
633,25,44,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
632,25,46,0.15,4,,clustered,0.8;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
631,25,41,0.15,2,,clustered,0.8;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
630,25,51,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
629,25,50,0.15,4,,clustered,0.8;-0.3,3,5,3,0,0,-1,-4,-1,-1,-4,0,edgeCount
628,25,47,0.15,1,,clustered,0.8;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
627,25,52,0.15,2,,clustered,0.8;-0.3,10,4,4,6,0,4,0,4,4,0,0,edgeCount
626,25,38,0.15,1,,clustered,0.8;-0.3,-1,-1,6,-7,2,-1,-7,-1,-1,-7,2,edgeCount
625,25,46,0.15,2,,clustered,0.8;-0.3,-1,-1,6,-7,8,-1,-7,-1,-1,-7,6,edgeCount
624,25,49,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
623,25,42,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
622,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
621,25,39,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
620,25,47,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
619,25,32,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
618,25,51,0.15,2,,clustered,0.8;-0.3,3,9,3,0,0,3,0,3,3,0,0,edgeCount
617,25,39,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
616,25,48,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
615,25,49,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
614,25,48,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
613,25,47,0.15,2,,clustered,0.8;-0.3,18,10,6,12,0,-1,-7,-1,-1,-7,0,edgeCount
612,25,36,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
611,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
610,25,49,0.15,3,,clustered,0.8;-0.3,-1,-1,3,-4,12,-1,-4,-1,-1,-4,6,edgeCount
609,25,33,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
608,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
607,25,57,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
606,25,39,0.15,1,,clustered,0.8;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
605,25,55,0.15,3,,clustered,0.8;-0.3,7,19,5,2,0,13,8,13,13,8,0,edgeCount
604,25,40,0.15,1,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
603,25,41,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
602,25,60,0.15,3,,clustered,0.8;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
601,25,35,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
600,25,43,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
599,25,49,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
598,25,49,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
597,25,49,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,6,edgeCount
596,25,48,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
595,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,8,edgeCount
594,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
593,25,44,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
592,25,44,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
591,25,48,0.15,1,,clustered,0.8;-0.3,5,5,5,0,2,-1,-6,5,5,0,2,edgeCount
590,25,43,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
589,25,31,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
588,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
587,25,32,0.15,2,,clustered,0.8;-0.3,-1,-1,9,-10,0,-1,-10,-1,-1,-10,0,edgeCount
586,25,49,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,6,edgeCount
585,25,44,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
584,25,59,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
583,25,40,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
582,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,5,-6,6,-1,-6,7,7,2,4,edgeCount
581,25,57,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
580,25,39,0.15,1,,clustered,0.8;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
579,25,44,0.15,3,,clustered,0.8;-0.3,6,34,6,0,10,16,10,16,28,10,6,edgeCount
578,25,41,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
577,25,38,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,8,edgeCount
576,25,44,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
575,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
574,25,47,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
573,25,42,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
572,25,54,0.15,6,,clustered,0.8;-0.3,9,3,3,6,0,3,0,3,3,0,0,edgeCount
571,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,6,edgeCount
570,25,52,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
569,25,53,0.15,2,,clustered,0.8;-0.3,7,7,4,3,0,-1,-5,-1,-1,-5,0,edgeCount
568,25,46,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
567,25,38,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
566,25,45,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
565,25,43,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
564,25,39,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
563,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
562,25,47,0.15,2,,clustered,0.8;-0.3,12,6,4,8,0,4,0,4,4,0,0,edgeCount
561,25,37,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
560,25,34,0.15,1,,clustered,0.8;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
559,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
558,25,39,0.15,2,,clustered,0.8;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,edgeCount
557,25,39,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
556,25,53,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
555,25,47,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
554,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,5,-6,2,-1,-6,-1,-1,-6,2,edgeCount
553,25,49,0.15,3,,clustered,0.8;-0.3,-1,-1,3,-4,8,-1,-4,-1,-1,-4,6,edgeCount
552,25,42,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
551,25,34,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
550,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
549,25,48,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
548,25,37,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
547,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
