rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
1000,100,266,0.05,4,3,random,-1,4,8,4,0,0,4,4,4,0
999,100,241,0.05,3,2,random,-1,4,4,4,0,4,4,4,4,2
998,100,267,0.05,1,0,random,-1,3,3,3,0,16,3,3,3,16
997,100,231,0.05,7,6,random,-1,2,2,2,0,8,2,2,2,6
996,100,254,0.05,4,3,random,-1,3,3,3,0,16,3,3,3,8
995,100,261,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
994,100,248,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
993,100,243,0.05,6,5,random,-1,3,3,3,0,0,3,3,3,0
992,100,259,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
991,100,223,0.05,4,3,random,-1,4,4,4,0,0,10,4,4,0
990,100,257,0.05,5,4,random,-1,4,16,4,0,0,4,4,4,0
989,100,259,0.05,3,2,random,-1,3,5,3,0,0,3,3,3,0
988,100,243,0.05,1,0,random,-1,6,6,6,0,8,6,6,6,8
987,100,244,0.05,2,1,random,-1,4,4,4,0,16,4,4,4,8
986,100,268,0.05,3,2,random,-1,4,4,4,0,6,4,4,4,2
985,100,214,0.05,3,2,random,-1,4,4,4,0,0,4,4,4,0
984,100,253,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
983,100,260,0.05,6,5,random,-1,2,2,2,0,0,2,2,2,0
982,100,262,0.05,4,3,random,-1,3,3,3,0,12,3,3,3,4
981,100,265,0.05,6,5,random,-1,3,3,3,0,0,3,3,3,0
980,100,259,0.05,2,1,random,-1,4,6,4,0,0,4,4,4,0
979,100,263,0.05,4,3,random,-1,3,3,3,0,18,3,3,3,8
978,100,241,0.05,4,3,random,-1,3,4,3,0,0,3,3,3,0
977,100,248,0.05,4,3,random,-1,3,3,3,0,6,3,3,3,2
976,100,217,0.05,3,2,random,-1,4,6,4,0,10,4,4,4,4
975,100,249,0.05,5,4,random,-1,4,4,4,0,0,4,4,4,0
974,100,211,0.05,4,3,random,-1,3,3,3,0,8,3,3,3,4
973,100,274,0.05,7,6,random,-1,4,4,4,0,0,4,4,4,0
972,100,256,0.05,2,1,random,-1,3,7,3,0,12,3,3,3,6
971,100,264,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
970,100,210,0.05,3,2,random,-1,2,2,2,0,4,2,2,2,2
969,100,247,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
968,100,221,0.05,3,2,random,-1,4,4,4,0,6,4,4,4,2
967,100,238,0.05,7,6,random,-1,3,3,3,0,0,3,3,3,0
966,100,275,0.05,2,1,random,-1,3,7,3,0,16,3,3,3,8
965,100,260,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
964,100,239,0.05,4,3,random,-1,3,3,2,1,20,2,2,2,8
963,100,290,0.05,4,3,random,-1,3,3,3,0,6,3,3,3,2
962,100,221,0.05,2,1,random,-1,3,3,3,0,20,3,3,3,10
961,100,260,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
960,100,246,0.05,4,3,random,-1,4,4,4,0,0,4,4,4,0
959,100,234,0.05,4,3,random,-1,4,4,4,0,0,4,4,4,0
958,100,249,0.05,2,1,random,-1,4,6,4,0,0,4,4,4,0
957,100,230,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
956,100,259,0.05,2,1,random,-1,4,7,4,0,0,4,4,4,0
955,100,242,0.05,4,3,random,-1,4,4,4,0,0,4,4,4,0
954,100,242,0.05,3,2,random,-1,2,2,2,0,0,2,2,2,0
953,100,241,0.05,2,1,random,-1,3,3,3,0,0,3,3,3,0
952,100,261,0.05,6,5,random,-1,3,3,3,0,0,3,3,3,0
951,100,254,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
950,100,239,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
949,100,252,0.05,4,3,random,-1,3,6,3,0,6,3,3,3,2
948,100,217,0.05,3,2,random,-1,4,6,4,0,0,4,4,4,0
947,100,236,0.05,6,5,random,-1,3,3,2,1,0,3,2,2,0
946,100,255,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
945,100,261,0.05,6,5,random,-1,3,5,3,0,0,3,3,3,0
944,100,208,0.05,4,3,random,-1,4,7,4,0,4,4,4,4,4
943,100,262,0.05,3,2,random,-1,3,3,3,0,16,3,3,3,6
942,100,187,0.05,2,1,random,-1,4,4,4,0,0,4,4,4,0
941,100,249,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
940,100,254,0.05,5,4,random,-1,2,2,2,0,0,2,2,2,0
939,100,241,0.05,2,1,random,-1,5,5,5,0,12,5,5,5,6
938,100,235,0.05,5,4,random,-1,4,4,4,0,0,4,4,4,0
937,100,252,0.05,2,1,random,-1,4,6,4,0,0,4,4,4,0
936,100,244,0.05,4,3,random,-1,3,3,3,0,0,3,3,3,0
935,100,264,0.05,2,1,random,-1,4,6,4,0,4,4,4,4,2
934,100,262,0.05,2,1,random,-1,4,4,4,0,0,4,4,4,0
933,100,266,0.05,1,0,random,-1,3,3,3,0,0,3,3,3,0
932,100,227,0.05,4,3,random,-1,3,3,3,0,4,3,3,3,2
931,100,240,0.05,3,2,random,-1,4,6,4,0,0,4,4,4,0
930,100,240,0.05,2,1,random,-1,4,4,4,0,18,4,4,4,10
929,100,250,0.05,2,1,random,-1,5,7,5,0,0,5,5,5,0
928,100,261,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
927,100,244,0.05,5,4,random,-1,4,8,4,0,4,4,4,4,2
926,100,271,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
925,100,270,0.05,6,5,random,-1,2,2,2,0,0,2,2,2,0
924,100,222,0.05,2,1,random,-1,3,8,3,0,8,3,3,3,4
923,100,234,0.05,2,1,random,-1,4,8,4,0,4,4,4,4,2
922,100,239,0.05,6,5,random,-1,2,2,2,0,20,2,2,2,8
921,100,239,0.05,3,2,random,-1,3,3,3,0,8,3,3,3,4
920,100,257,0.05,4,3,random,-1,3,3,3,0,18,3,3,3,6
919,100,243,0.05,2,1,random,-1,4,4,4,0,12,4,4,4,6
918,100,264,0.05,4,3,random,-1,2,2,2,0,14,2,2,2,6
917,100,241,0.05,2,1,random,-1,4,4,4,0,0,4,4,4,0
916,100,266,0.05,1,0,random,-1,3,3,3,0,0,3,3,3,0
915,100,230,0.05,5,4,random,-1,3,3,3,0,10,3,3,3,4
914,100,246,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
913,100,217,0.05,3,2,random,-1,4,4,4,0,0,4,4,4,0
912,100,244,0.05,3,2,random,-1,4,4,4,0,0,4,4,4,0
911,100,215,0.05,5,4,random,-1,3,3,3,0,4,3,3,3,2
910,100,239,0.05,4,3,random,-1,3,3,3,0,2,3,3,3,2
909,100,235,0.05,3,2,random,-1,4,6,4,0,20,4,4,6,10
908,100,253,0.05,5,4,random,-1,4,11,4,0,4,4,4,4,2
907,100,271,0.05,3,2,random,-1,3,6,3,0,0,3,3,3,0
906,100,242,0.05,6,5,random,-1,3,3,3,0,0,3,3,3,0
905,100,248,0.05,3,2,random,-1,3,4,3,0,28,3,3,3,12
904,100,257,0.05,4,3,random,-1,3,3,3,0,4,3,3,3,2
903,100,268,0.05,4,3,random,-1,4,4,4,0,10,4,4,4,4
902,100,237,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
901,100,225,0.05,1,0,random,-1,4,4,4,0,0,4,4,4,0
900,100,239,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
899,100,231,0.05,1,0,random,-1,3,3,3,0,0,3,3,3,0
898,100,252,0.05,6,5,random,-1,3,3,3,0,0,3,3,3,0
897,100,264,0.05,2,1,random,-1,5,5,5,0,0,5,5,5,0
896,100,240,0.05,1,0,random,-1,5,5,5,0,16,5,5,5,16
895,100,253,0.05,2,1,random,-1,3,3,3,0,0,3,3,3,0
894,100,235,0.05,6,5,random,-1,3,3,3,0,0,3,3,3,0
893,100,266,0.05,7,6,random,-1,4,4,4,0,10,4,4,4,4
892,100,288,0.05,5,4,random,-1,4,4,4,0,18,4,4,4,8
891,100,252,0.05,3,2,random,-1,4,6,4,0,12,4,4,4,6
890,100,250,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
889,100,237,0.05,1,0,random,-1,3,4,3,0,8,3,3,4,8
888,100,242,0.05,3,2,random,-1,3,6,3,0,16,3,3,3,8
887,100,283,0.05,4,3,random,-1,2,2,2,0,10,2,2,2,4
886,100,235,0.05,3,2,random,-1,3,3,3,0,28,3,3,3,14
885,100,270,0.05,6,5,random,-1,3,3,3,0,6,3,3,3,2
884,100,218,0.05,2,1,random,-1,2,2,2,0,0,2,2,2,0
883,100,235,0.05,1,0,random,-1,4,4,4,0,0,4,4,4,0
882,100,255,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
881,100,250,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
880,100,278,0.05,2,1,random,-1,4,4,4,0,8,4,4,5,4
879,100,241,0.05,3,2,random,-1,3,4,3,0,18,3,3,3,10
878,100,257,0.05,4,3,random,-1,2,2,2,0,0,2,2,2,0
877,100,243,0.05,6,5,random,-1,3,3,3,0,0,3,3,3,0
876,100,258,0.05,3,2,random,-1,3,7,3,0,24,3,3,3,10
875,100,223,0.05,1,0,random,-1,5,6,5,0,4,5,5,6,4
874,100,247,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
873,100,222,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
872,100,251,0.05,3,2,random,-1,4,4,4,0,4,4,4,4,2
871,100,250,0.05,7,6,random,-1,3,3,3,0,2,3,3,3,2
870,100,234,0.05,3,2,random,-1,2,2,2,0,0,2,2,2,0
869,100,237,0.05,1,0,random,-1,6,6,6,0,6,6,6,6,6
868,100,246,0.05,3,2,random,-1,3,3,3,0,28,3,3,3,12
867,100,236,0.05,1,0,random,-1,5,5,5,0,0,5,5,5,0
866,100,270,0.05,2,1,random,-1,3,7,3,0,0,3,3,3,0
865,100,239,0.05,2,1,random,-1,4,4,4,0,20,4,4,4,10
864,100,230,0.05,3,2,random,-1,3,3,3,0,0,3,3,3,0
863,100,242,0.05,3,2,random,-1,4,7,4,0,12,4,4,4,4
862,100,245,0.05,5,4,random,-1,4,4,4,0,2,4,4,4,2
861,100,264,0.05,5,4,random,-1,3,4,3,0,12,3,3,3,6
860,100,226,0.05,3,2,random,-1,2,2,2,0,0,2,2,2,0
859,100,267,0.05,3,2,random,-1,4,8,4,0,4,4,4,4,2
858,100,246,0.05,3,2,random,-1,4,4,4,0,12,4,4,4,6
857,100,258,0.05,4,3,random,-1,4,5,4,0,4,4,4,4,2
856,100,264,0.05,4,3,random,-1,3,3,2,1,6,2,2,2,2
855,100,255,0.05,5,4,random,-1,3,3,3,0,0,3,3,3,0
854,100,234,0.05,3,2,random,-1,3,3,3,0,12,3,3,3,4
853,100,246,0.05,4,3,random,-1,3,3,3,0,8,3,3,3,4
