rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
597,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
596,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
595,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
594,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,11,11,8,3,0,11,3,11,11,3,0,edgeCount
593,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
592,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,11,-12,0,-1,-12,-1,-1,-12,0,edgeCount
591,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
590,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
589,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
588,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
587,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
586,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
585,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
584,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,11,-12,0,-1,-12,-1,-1,-12,0,edgeCount
583,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,85,41,22,63,0,-1,-23,-1,-1,-23,0,edgeCount
582,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
581,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
580,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
579,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,14,14,6,8,0,14,8,14,14,8,0,edgeCount
578,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
577,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
576,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
575,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,16,-17,0,-1,-17,-1,-1,-17,0,edgeCount
574,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
573,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,17,17,17,0,2,17,0,17,17,0,2,edgeCount
572,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,20,20,20,0,4,20,0,20,20,0,4,edgeCount
571,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
570,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,24,-25,4,-1,-25,-1,-1,-25,4,edgeCount
569,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
568,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,36,36,15,21,0,36,21,36,36,21,0,edgeCount
567,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,14,14,11,3,0,14,3,14,14,3,0,edgeCount
566,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
565,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
564,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
563,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,12,12,11,1,0,34,23,12,12,1,0,edgeCount
562,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
561,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,21,11,9,12,2,-1,-10,21,11,12,2,edgeCount
560,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
559,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,50,76,13,37,0,76,63,76,76,63,0,edgeCount
558,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
557,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
556,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
555,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
554,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,17,17,17,0,0,17,0,17,17,0,0,edgeCount
553,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
552,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
551,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,30,30,11,19,0,22,11,22,22,11,0,edgeCount
550,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,24,24,24,0,0,24,0,24,24,0,0,edgeCount
549,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,18,-19,0,-1,-19,-1,-1,-19,0,edgeCount
548,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
547,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,57,55,24,33,2,-1,-25,57,55,33,2,edgeCount
546,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,9,12,6,3,0,23,17,23,23,17,0,edgeCount
545,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,22,74,16,6,0,40,24,40,40,24,0,edgeCount
544,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
543,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
542,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
541,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
540,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
539,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
538,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
537,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
536,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
535,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
534,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
533,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
532,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
531,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
530,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,19,19,19,0,0,19,0,19,19,0,0,edgeCount
529,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
528,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,9,9,9,0,2,9,0,9,9,0,2,edgeCount
527,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
526,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
525,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
524,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
523,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,9,19,8,1,12,55,47,31,95,23,12,edgeCount
522,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,21,21,9,12,0,21,12,21,21,12,0,edgeCount
521,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
520,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
519,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
518,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
517,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,14,-15,2,-1,-15,-1,-1,-15,2,edgeCount
516,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,33,13,13,20,2,-1,-14,28,28,15,2,edgeCount
515,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
514,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,21,21,21,0,2,21,0,21,21,0,2,edgeCount
513,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
512,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,10,10,10,0,2,10,0,10,10,0,2,edgeCount
511,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,23,23,23,0,0,23,0,23,23,0,0,edgeCount
510,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,14,21,14,0,0,36,22,36,36,22,0,edgeCount
509,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
508,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
507,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,9,9,9,0,2,9,0,9,9,0,2,edgeCount
506,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
505,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
504,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,26,26,19,7,0,26,7,26,26,7,0,edgeCount
503,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,31,31,8,23,0,31,23,31,31,23,0,edgeCount
502,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
501,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
500,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,65,17,17,48,0,-1,-18,-1,-1,-18,0,edgeCount
499,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
498,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,70,70,20,50,0,70,50,70,70,50,0,edgeCount
497,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
496,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
495,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
494,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
493,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
492,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,13,67,10,3,2,27,17,27,59,17,2,edgeCount
491,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,16,16,7,9,0,16,9,16,16,9,0,edgeCount
490,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,12,-13,0,-1,-13,-1,-1,-13,0,edgeCount
489,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
488,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,50,46,16,34,2,16,0,16,16,0,2,edgeCount
487,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,36,34,12,24,2,12,0,12,12,0,2,edgeCount
486,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
485,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
484,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,17,17,17,0,0,17,0,17,17,0,0,edgeCount
483,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
482,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
481,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,21,3,3,18,2,3,0,3,3,0,2,edgeCount
480,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
479,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,21,-22,4,-1,-22,-1,-1,-22,4,edgeCount
478,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,16,16,16,0,0,16,0,16,16,0,0,edgeCount
477,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,50,50,21,29,0,50,29,50,50,29,0,edgeCount
476,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,-1,-1,8,-9,2,-1,-9,-1,-1,-9,2,edgeCount
475,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,15,-16,0,-1,-16,-1,-1,-16,0,edgeCount
474,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
473,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
472,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
471,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,15,49,13,2,0,31,18,31,31,18,0,edgeCount
470,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,14,40,11,3,2,24,13,24,24,13,2,edgeCount
469,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
468,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
467,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
466,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,15,79,15,0,4,15,0,15,79,0,4,edgeCount
465,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,19,-20,0,-1,-20,-1,-1,-20,0,edgeCount
464,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
463,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
462,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
461,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
460,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,18,18,18,0,0,18,0,18,18,0,0,edgeCount
459,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
458,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,22,22,22,0,0,22,0,22,22,0,0,edgeCount
457,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
456,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
455,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,16,-17,0,-1,-17,-1,-1,-17,0,edgeCount
454,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
453,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
452,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,26,-27,0,-1,-27,-1,-1,-27,0,edgeCount
451,197,243,graphml/Cogentco.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
450,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,16,16,16,0,0,16,0,16,16,0,0,edgeCount
449,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
448,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,27,-28,2,-1,-28,-1,-1,-28,2,edgeCount
447,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
446,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
445,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,68,34,30,38,2,-1,-31,68,34,38,2,edgeCount
444,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
443,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
442,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,9,-10,0,-1,-10,-1,-1,-10,0,edgeCount
441,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,5,5,5,0,2,5,0,5,5,0,2,edgeCount
440,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
439,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
438,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
437,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
436,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
435,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,39,39,11,28,2,35,24,39,39,28,2,edgeCount
434,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
433,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,11,11,9,2,0,11,2,11,11,2,0,edgeCount
432,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
431,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
430,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
429,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,11,-12,0,-1,-12,-1,-1,-12,0,edgeCount
428,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,35,35,16,19,0,35,19,35,35,19,0,edgeCount
427,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
426,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,18,18,18,0,0,18,0,18,18,0,0,edgeCount
425,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
424,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,20,16,16,4,4,-1,-17,20,16,4,4,edgeCount
423,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,20,-21,0,-1,-21,-1,-1,-21,0,edgeCount
422,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
421,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,9,9,9,0,0,9,0,9,9,0,0,edgeCount
420,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
419,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
418,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,44,44,14,30,0,44,30,44,44,30,0,edgeCount
417,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
416,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
415,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,22,22,22,0,0,22,0,22,22,0,0,edgeCount
414,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
413,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,21,-22,0,-1,-22,-1,-1,-22,0,edgeCount
412,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
411,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
410,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
409,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,12,26,12,0,0,26,14,26,26,14,0,edgeCount
408,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,19,19,19,0,0,19,0,19,19,0,0,edgeCount
407,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
406,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
405,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
404,197,243,graphml/Cogentco.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
403,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,63,63,17,46,0,57,40,57,57,40,0,edgeCount
402,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,18,18,17,1,0,18,1,18,18,1,0,edgeCount
401,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,14,-15,0,-1,-15,-1,-1,-15,0,edgeCount
400,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
399,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
398,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
397,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,16,-17,0,-1,-17,-1,-1,-17,0,edgeCount
396,197,243,graphml/Cogentco.graphml,2,,clustered,0.7;-0.3,-1,-1,27,-28,0,-1,-28,-1,-1,-28,0,edgeCount
