rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
1000,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,11,21,11,0,0,19,8,19,19,8,0,edgeCount
999,149,193,graphml/GtsCe.graphml,1,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
998,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,44,36,12,32,0,12,0,12,12,0,0,edgeCount
997,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,52,52,19,33,0,52,33,52,52,33,0,edgeCount
996,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
995,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
994,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,58,28,16,42,2,-1,-17,46,46,30,2,edgeCount
993,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
992,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,17,5,5,12,6,5,0,5,5,0,6,edgeCount
991,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
990,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,8,26,7,1,2,18,11,18,18,11,2,edgeCount
989,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,14,14,13,1,6,14,1,14,14,1,6,edgeCount
988,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,34,34,12,22,0,34,22,34,34,22,0,edgeCount
987,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,19,19,7,12,0,17,10,17,17,10,0,edgeCount
986,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,15,-16,0,-1,-16,-1,-1,-16,0,edgeCount
985,149,193,graphml/GtsCe.graphml,1,,clustered,0.6;-0.3,49,49,13,36,4,-1,-14,49,49,36,4,edgeCount
984,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
983,149,193,graphml/GtsCe.graphml,1,,clustered,0.6;-0.3,10,10,10,0,0,10,0,10,10,0,0,edgeCount
982,149,193,graphml/GtsCe.graphml,3,,clustered,0.6;-0.3,16,34,8,8,0,24,16,24,8,16,0,edgeCount
981,149,193,graphml/GtsCe.graphml,3,,clustered,0.6;-0.3,21,21,16,5,0,21,5,21,21,5,0,edgeCount
980,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,21,-22,0,-1,-22,-1,-1,-22,0,edgeCount
979,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,9,-10,0,-1,-10,-1,-1,-10,0,edgeCount
978,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,16,-17,0,-1,-17,-1,-1,-17,0,edgeCount
977,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
976,149,193,graphml/GtsCe.graphml,1,,clustered,0.6;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
975,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,20,20,12,8,0,20,8,20,20,8,0,edgeCount
974,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,18,-19,4,-1,-19,51,45,33,4,edgeCount
973,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,11,11,7,4,0,13,6,13,13,6,0,edgeCount
972,149,193,graphml/GtsCe.graphml,3,,clustered,0.6;-0.3,6,12,5,1,2,12,7,12,12,7,2,edgeCount
971,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,34,34,11,23,2,34,23,34,34,23,2,edgeCount
970,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
969,149,193,graphml/GtsCe.graphml,3,,clustered,0.6;-0.3,24,6,6,18,4,6,0,6,6,0,2,edgeCount
968,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,55,29,14,41,0,17,3,17,17,3,0,edgeCount
967,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,23,5,5,18,0,5,0,5,5,0,0,edgeCount
966,149,193,graphml/GtsCe.graphml,1,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
965,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
964,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
963,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,16,4,4,12,4,4,0,16,4,12,4,edgeCount
962,149,193,graphml/GtsCe.graphml,1,,clustered,0.6;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
961,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,53,27,12,41,6,-1,-13,42,42,30,6,edgeCount
960,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,47,47,10,37,0,47,37,47,47,37,0,edgeCount
959,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,15,15,11,4,4,26,15,26,44,15,4,edgeCount
958,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
957,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
956,149,193,graphml/GtsCe.graphml,3,,clustered,0.6;-0.3,5,5,4,1,0,31,27,5,5,1,0,edgeCount
955,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,26,8,8,18,0,8,0,8,8,0,0,edgeCount
954,149,193,graphml/GtsCe.graphml,1,,clustered,0.6;-0.3,18,18,18,0,0,18,0,18,18,0,0,edgeCount
953,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
952,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,12,12,12,0,0,12,0,12,12,0,0,edgeCount
951,149,193,graphml/GtsCe.graphml,2,,clustered,0.6;-0.3,17,20,16,1,0,33,17,33,33,17,0,edgeCount
