rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
500,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
499,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
498,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,12,-1,0,-1,-1,0,6,edgeCount
497,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
496,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
495,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
494,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,16,-1,0,-1,-1,0,10,edgeCount
493,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
492,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
491,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
490,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
489,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
488,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
487,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
486,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
485,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
484,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
483,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
482,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
481,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
480,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
479,25,56,graphml/AttMpls.graphml,2,34,random,-1,2,2,2,0,0,-1,-3,2,2,0,0,edgeCount
478,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,5,-6,8,-1,-6,-1,-1,-6,4,edgeCount
477,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
476,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
475,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
474,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
473,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
472,25,56,graphml/AttMpls.graphml,2,34,random,-1,5,3,3,2,8,-1,-4,-1,-1,-4,4,edgeCount
471,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,12,-1,0,-1,-1,0,6,edgeCount
470,25,56,graphml/AttMpls.graphml,2,34,random,-1,3,3,3,0,0,3,0,3,3,0,0,edgeCount
469,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
468,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
467,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
466,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
465,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,edgeCount
464,25,56,graphml/AttMpls.graphml,2,34,random,-1,2,2,2,0,26,2,0,2,2,0,16,edgeCount
463,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
462,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
461,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
460,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
459,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,22,-1,0,-1,-1,0,14,edgeCount
458,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,12,-1,0,-1,-1,0,6,edgeCount
457,25,56,graphml/AttMpls.graphml,2,34,random,-1,2,2,2,0,0,2,0,2,2,0,0,edgeCount
456,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
455,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
454,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
453,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
452,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
451,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,8,-1,0,-1,-1,0,6,edgeCount
450,25,56,graphml/AttMpls.graphml,2,34,random,-1,4,4,4,0,0,-1,-5,4,4,0,0,edgeCount
449,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
448,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,4,-5,12,-1,-5,-1,-1,-5,6,edgeCount
447,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
446,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
445,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
444,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
443,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
442,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
441,25,56,graphml/AttMpls.graphml,2,34,random,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
