rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
42,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
41,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
40,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
39,100,200,4,4,,clustered,0.8;-0.3,-1,-1,8,-9,0,-1,-9,-1,-1,-9,0,edgeCount
38,100,200,4,4,,clustered,0.8;-0.3,20,10,4,16,0,4,0,4,4,0,0,edgeCount
37,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
36,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
35,100,200,4,4,,clustered,0.8;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
34,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
33,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
32,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
31,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
30,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
29,100,200,4,4,,clustered,0.8;-0.3,19,27,5,14,0,9,4,9,9,4,0,edgeCount
28,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
27,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
26,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
25,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
24,100,200,4,4,,clustered,0.8;-0.3,24,8,5,19,0,-1,-6,-1,-1,-6,0,edgeCount
23,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
22,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
21,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
20,100,200,4,4,,clustered,0.8;-0.3,21,5,5,16,0,5,0,5,5,0,0,edgeCount
19,100,200,4,4,,clustered,0.8;-0.3,30,8,6,24,0,-1,-7,-1,-1,-7,0,edgeCount
18,100,200,4,4,,clustered,0.8;-0.3,39,13,5,34,0,-1,-6,-1,-1,-6,0,edgeCount
17,100,200,4,4,,clustered,0.8;-0.3,60,52,5,55,0,-1,-6,-1,-1,-6,0,edgeCount
16,100,200,4,4,,clustered,0.8;-0.3,18,6,6,12,0,-1,-7,-1,-1,-7,0,edgeCount
15,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
14,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
13,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
12,100,200,4,4,,clustered,0.8;-0.3,10,58,6,4,0,18,12,18,18,12,0,edgeCount
11,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
10,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
9,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
8,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
7,100,200,4,4,,clustered,0.8;-0.3,6,14,6,0,0,18,12,18,18,12,0,edgeCount
6,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
5,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
4,100,200,4,4,,clustered,0.8;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
3,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
2,100,200,4,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
1,100,200,4,4,,clustered,0.8;-0.3,39,17,6,33,0,-1,-7,-1,-1,-7,0,edgeCount
