rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
200,100,200,4,4,,clustered,0.5;-0.3,21,8,3,18,0,3,0,3,3,0,0,edgeCount
199,100,200,4,4,,clustered,0.5;-0.3,35,15,6,29,0,10,4,10,10,4,0,edgeCount
198,100,200,4,4,,clustered,0.5;-0.3,6,15,5,1,0,20,15,20,20,15,0,edgeCount
197,100,200,4,4,,clustered,0.5;-0.3,28,24,6,22,0,-1,-7,-1,-1,-7,0,edgeCount
196,100,200,4,4,,clustered,0.5;-0.3,43,5,5,38,0,5,0,11,11,6,0,edgeCount
195,100,200,4,4,,clustered,0.5;-0.3,15,16,4,11,0,4,0,4,4,0,0,edgeCount
194,100,200,4,4,,clustered,0.5;-0.3,4,19,4,0,0,8,4,8,8,4,0,edgeCount
193,100,200,4,4,,clustered,0.5;-0.3,15,17,7,8,0,27,20,27,27,20,0,edgeCount
192,100,200,4,4,,clustered,0.5;-0.3,5,24,5,0,0,9,4,9,9,4,0,edgeCount
191,100,200,4,4,,clustered,0.5;-0.3,6,8,6,0,0,20,14,20,20,14,0,edgeCount
190,100,200,4,4,,clustered,0.5;-0.3,6,6,6,0,0,16,10,6,6,0,0,edgeCount
189,100,200,4,4,,clustered,0.5;-0.3,5,14,5,0,0,11,6,11,11,6,0,edgeCount
188,100,200,4,4,,clustered,0.5;-0.3,16,15,5,11,0,30,25,30,30,25,0,edgeCount
187,100,200,4,4,,clustered,0.5;-0.3,21,7,3,18,0,3,0,3,3,0,0,edgeCount
186,100,200,4,4,,clustered,0.5;-0.3,5,65,5,0,0,17,12,17,17,12,0,edgeCount
185,100,200,4,4,,clustered,0.5;-0.3,6,24,6,0,0,18,12,18,18,12,0,edgeCount
184,100,200,4,4,,clustered,0.5;-0.3,13,18,4,9,0,4,0,4,4,0,0,edgeCount
183,100,200,4,4,,clustered,0.5;-0.3,5,38,5,0,0,19,14,5,5,0,0,edgeCount
182,100,200,4,4,,clustered,0.5;-0.3,5,24,5,0,0,15,10,15,15,10,0,edgeCount
181,100,200,4,4,,clustered,0.5;-0.3,13,15,3,10,0,11,8,19,19,16,0,edgeCount
180,100,200,4,4,,clustered,0.5;-0.3,28,6,4,24,0,9,5,9,9,5,0,edgeCount
179,100,200,4,4,,clustered,0.5;-0.3,13,9,5,8,0,17,12,25,25,20,0,edgeCount
178,100,200,4,4,,clustered,0.5;-0.3,5,7,5,0,0,25,20,19,19,14,0,edgeCount
177,100,200,4,4,,clustered,0.5;-0.3,42,22,5,37,0,-1,-6,-1,-1,-6,0,edgeCount
176,100,200,4,4,,clustered,0.5;-0.3,18,31,5,13,0,9,4,9,9,4,0,edgeCount
175,100,200,4,4,,clustered,0.5;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
174,100,200,4,4,,clustered,0.5;-0.3,20,3,3,17,0,3,0,3,3,0,0,edgeCount
173,100,200,4,4,,clustered,0.5;-0.3,14,11,4,10,0,8,4,8,8,4,0,edgeCount
172,100,200,4,4,,clustered,0.5;-0.3,6,9,4,2,0,6,2,6,6,2,0,edgeCount
171,100,200,4,4,,clustered,0.5;-0.3,17,5,5,12,0,23,18,23,23,18,0,edgeCount
170,100,200,4,4,,clustered,0.5;-0.3,5,18,5,0,0,9,4,9,9,4,0,edgeCount
169,100,200,4,4,,clustered,0.5;-0.3,24,4,4,20,0,4,0,4,4,0,0,edgeCount
168,100,200,4,4,,clustered,0.5;-0.3,19,26,5,14,0,9,4,9,9,4,0,edgeCount
167,100,200,4,4,,clustered,0.5;-0.3,7,8,5,2,0,10,5,10,10,5,0,edgeCount
166,100,200,4,4,,clustered,0.5;-0.3,16,4,4,12,0,4,0,4,4,0,0,edgeCount
165,100,200,4,4,,clustered,0.5;-0.3,26,4,4,22,0,4,0,4,4,0,0,edgeCount
164,100,200,4,4,,clustered,0.5;-0.3,12,13,5,7,0,15,10,15,15,10,0,edgeCount
163,100,200,4,4,,clustered,0.5;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
162,100,200,4,4,,clustered,0.5;-0.3,30,8,5,25,0,7,2,7,7,2,0,edgeCount
161,100,200,4,4,,clustered,0.5;-0.3,40,18,5,35,0,11,6,11,11,6,0,edgeCount
160,100,200,4,4,,clustered,0.5;-0.3,41,7,4,37,0,6,2,6,6,2,0,edgeCount
159,100,200,4,4,,clustered,0.5;-0.3,61,33,6,55,0,-1,-7,-1,-1,-7,0,edgeCount
158,100,200,4,4,,clustered,0.5;-0.3,22,12,4,18,0,4,0,4,4,0,0,edgeCount
157,100,200,4,4,,clustered,0.5;-0.3,6,7,4,2,0,4,0,4,4,0,0,edgeCount
156,100,200,4,4,,clustered,0.5;-0.3,5,51,5,0,0,15,10,15,15,10,0,edgeCount
155,100,200,4,4,,clustered,0.5;-0.3,14,14,4,10,0,4,0,4,4,0,0,edgeCount
154,100,200,4,4,,clustered,0.5;-0.3,14,11,5,9,0,9,4,9,9,4,0,edgeCount
153,100,200,4,4,,clustered,0.5;-0.3,22,2,2,20,0,2,0,2,2,0,0,edgeCount
152,100,200,4,4,,clustered,0.5;-0.3,7,32,5,2,0,31,26,21,21,16,0,edgeCount
151,100,200,4,4,,clustered,0.5;-0.3,52,10,4,48,0,-1,-5,-1,-1,-5,0,edgeCount
150,100,200,4,4,,clustered,0.5;-0.3,13,16,6,7,0,25,19,25,25,19,0,edgeCount
149,100,200,4,4,,clustered,0.5;-0.3,43,19,7,36,0,-1,-8,-1,-1,-8,0,edgeCount
148,100,200,4,4,,clustered,0.5;-0.3,23,5,5,18,0,5,0,5,5,0,0,edgeCount
147,100,200,4,4,,clustered,0.5;-0.3,25,26,6,19,0,31,25,31,31,25,0,edgeCount
146,100,200,4,4,,clustered,0.5;-0.3,27,31,3,24,0,3,0,3,3,0,0,edgeCount
145,100,200,4,4,,clustered,0.5;-0.3,4,21,4,0,0,8,4,8,8,4,0,edgeCount
144,100,200,4,4,,clustered,0.5;-0.3,4,10,3,1,0,7,4,7,7,4,0,edgeCount
143,100,200,4,4,,clustered,0.5;-0.3,29,7,4,25,0,8,4,8,8,4,0,edgeCount
142,100,200,4,4,,clustered,0.5;-0.3,23,5,3,20,0,3,0,3,3,0,0,edgeCount
141,100,200,4,4,,clustered,0.5;-0.3,4,39,4,0,0,12,8,12,12,8,0,edgeCount
140,100,200,4,4,,clustered,0.5;-0.3,36,4,4,32,0,4,0,4,4,0,0,edgeCount
139,100,200,4,4,,clustered,0.5;-0.3,21,9,5,16,0,9,4,9,9,4,0,edgeCount
138,100,200,4,4,,clustered,0.5;-0.3,6,8,6,0,0,18,12,18,18,12,0,edgeCount
137,100,200,4,4,,clustered,0.5;-0.3,23,29,3,20,0,3,0,3,3,0,0,edgeCount
136,100,200,4,4,,clustered,0.5;-0.3,36,4,4,32,0,4,0,4,4,0,0,edgeCount
135,100,200,4,4,,clustered,0.5;-0.3,14,7,3,11,0,3,0,3,3,0,0,edgeCount
134,100,200,4,4,,clustered,0.5;-0.3,31,16,6,25,0,-1,-7,-1,-1,-7,0,edgeCount
133,100,200,4,4,,clustered,0.5;-0.3,28,6,4,24,0,4,0,4,4,0,0,edgeCount
132,100,200,4,4,,clustered,0.5;-0.3,6,8,6,0,0,22,16,12,12,6,0,edgeCount
131,100,200,4,4,,clustered,0.5;-0.3,18,38,4,14,0,4,0,10,10,6,0,edgeCount
130,100,200,4,4,,clustered,0.5;-0.3,25,12,5,20,0,11,6,11,11,6,0,edgeCount
129,100,200,4,4,,clustered,0.5;-0.3,14,13,2,12,0,2,0,2,2,0,0,edgeCount
128,100,200,4,4,,clustered,0.5;-0.3,50,62,4,46,0,10,6,10,10,6,0,edgeCount
127,100,200,4,4,,clustered,0.5;-0.3,24,21,4,20,0,10,6,10,10,6,0,edgeCount
126,100,200,4,4,,clustered,0.5;-0.3,83,63,8,75,0,-1,-9,-1,-1,-9,0,edgeCount
125,100,200,4,4,,clustered,0.5;-0.3,14,14,6,8,0,24,18,24,24,18,0,edgeCount
124,100,200,4,4,,clustered,0.5;-0.3,16,6,4,12,0,4,0,4,4,0,0,edgeCount
123,100,200,4,4,,clustered,0.5;-0.3,12,16,6,6,0,24,18,24,24,18,0,edgeCount
122,100,200,4,4,,clustered,0.5;-0.3,5,4,4,1,0,4,0,4,4,0,0,edgeCount
121,100,200,4,4,,clustered,0.5;-0.3,12,9,4,8,0,20,16,20,20,16,0,edgeCount
120,100,200,4,4,,clustered,0.5;-0.3,6,11,6,0,0,22,16,14,14,8,0,edgeCount
119,100,200,4,4,,clustered,0.5;-0.3,13,19,5,8,0,25,20,25,25,20,0,edgeCount
